Country,Country Code,Year,Value
Afghanistan,AFG,2020,0.501
Albania,ALB,2020,0.794
Algeria,DZA,2020,0.742
Andorra,AND,2020,0.851
Angola,AGO,2020,0.61
Antigua and Barbuda,ATG,2020,0.84
Argentina,ARG,2020,0.851
Armenia,ARM,2020,0.761
Australia,AUS,2020,0.95
Austria,AUT,2020,0.925
Azerbaijan,AZE,2020,0.757
Bahamas,BHS,2020,0.797
Bahrain,BHR,2020,0.885
Bangladesh,BGD,2020,0.663
Barbados,BRB,2020,0.803
Belarus,BLR,2020,0.815
Belgium,BEL,2020,0.939
Belize,BLZ,2020,0.713
Benin,BEN,2020,0.504
Bhutan,BTN,2020,0.688
Bolivia,BOL,2020,0.697
Bosnia and Herzegovina,BIH,2020,0.783
Botswana,BWA,2020,0.718
Brazil,BRA,2020,0.77
Brunei,BRN,2020,0.836
Bulgaria,BGR,2020,0.826
Burkina Faso,BFA,2020,0.453
Burundi,BDI,2020,0.435
Cabo Verde,CPV,2020,0.647
Cambodia,KHM,2020,0.595
Cameroon,CMR,2020,0.579
Canada,CAN,2020,0.931
Central African Republic,CAF,2020,0.386
Chad,TCD,2020,0.408
Chile,CHL,2020,0.856
China,CHN,2020,0.786
Colombia,COL,2020,0.764
Comoros,COM,2020,0.592
Congo,COG,2020,0.643
Costa Rica,CRI,2020,0.819
Croatia,HRV,2020,0.867
Cuba,CUB,2020,0.762
Cyprus,CYP,2020,0.905
Czechia,CZE,2020,0.898
Côte d'Ivoire,CIV,2020,0.553
Democratic Republic of the Congo,COD,2020,0.506
Denmark,DNK,2020,0.954
Djibouti,DJI,2020,0.499
Dominica,DMA,2020,0.753
Dominican Republic,DOM,2020,0.767
Ecuador,ECU,2020,0.74
Egypt,EGY,2020,0.736
El Salvador,SLV,2020,0.66
Equatorial Guinea,GNQ,2020,0.668
Eritrea,ERI,2020,0.495
Estonia,EST,2020,0.901
Eswatini,SWZ,2020,0.657
Ethiopia,ETH,2020,0.486
Fiji,FJI,2020,0.718
Finland,FIN,2020,0.947
France,FRA,2020,0.909
Gabon,GAB,2020,0.732
Gambia,GMB,2020,0.512
Georgia,GEO,2020,0.822
Germany,DEU,2020,0.955
Ghana,GHA,2020,0.614
Greece,GRC,2020,0.896
Grenada,GRD,2020,0.782
Guatemala,GTM,2020,0.645
Guinea,GIN,2020,0.488
Guinea-Bissau,GNB,2020,0.498
Guyana,GUY,2020,0.722
Haiti,HTI,2020,0.555
Honduras,HND,2020,0.625
Hungary,HUN,2020,0.857
Iceland,ISL,2020,0.965
India,IND,2020,0.652
Indonesia,IDN,2020,0.71
Iran,IRN,2020,0.775
Iraq,IRQ,2020,0.68
Ireland,IRL,2020,0.948
Israel,ISR,2020,0.912
Italy,ITA,2020,0.899
Jamaica,JAM,2020,0.711
Japan,JPN,2020,0.922
Jordan,JOR,2020,0.743
Kazakhstan,KAZ,2020,0.826
Kenya,KEN,2020,0.6
Kiribati,KIR,2020,0.632
Kuwait,KWT,2020,0.837
Kyrgyzstan,KGZ,2020,0.7
Laos,LAO,2020,0.616
Latvia,LVA,2020,0.879
Lebanon,LBN,2020,0.75
Lesotho,LSO,2020,0.537
Liberia,LBR,2020,0.498
Libya,LBY,2020,0.688
Liechtenstein,LIE,2020,0.929
Lithuania,LTU,2020,0.888
Luxembourg,LUX,2020,0.916
Madagascar,MDG,2020,0.483
Malawi,MWI,2020,0.512
Malaysia,MYS,2020,0.81
Maldives,MDV,2020,0.73
Mali,MLI,2020,0.414
Malta,MLT,2020,0.903
Marshall Islands,MHL,2020,0.722
Mauritania,MRT,2020,0.554
Mauritius,MUS,2020,0.795
Mexico,MEX,2020,0.763
Micronesia,FSM,2020,0.609
Moldova,MDA,2020,0.77
Monaco,MCO,2020,
Mongolia,MNG,2020,0.741
Montenegro,MNE,2020,0.841
Morocco,MAR,2020,0.683
Mozambique,MOZ,2020,0.477
Myanmar,MMR,2020,0.609
Namibia,NAM,2020,0.647
Nauru,NRU,2020,0.684
Nepal,NPL,2020,0.599
Netherlands,NLD,2020,0.945
New Zealand,NZL,2020,0.94
Nicaragua,NIC,2020,0.676
Niger,NER,2020,0.404
Nigeria,NGA,2020,0.547
North Korea,PRK,2020,
North Macedonia,MKD,2020,0.783
Norway,NOR,2020,0.969
Oman,OMN,2020,0.843
Pakistan,PAK,2020,0.536
Palau,PLW,2020,0.799
Palestine,PSE,2020,0.718
Panama,PAN,2020,0.808
Papua New Guinea,PNG,2020,0.567
Paraguay,PRY,2020,0.742
Peru,PER,2020,0.769
Philippines,PHL,2020,0.699
Poland,POL,2020,0.88
Portugal,PRT,2020,0.87
Qatar,QAT,2020,0.872
Romania,ROU,2020,0.832
Russia,RUS,2020,0.818
Rwanda,RWA,2020,0.555
Saint Kitts and Nevis,KNA,2020,0.828
Saint Lucia,LCA,2020,0.734
Saint Vincent and the Grenadines,VCT,2020,0.781
Samoa,WSM,2020,0.708
San Marino,SMR,2020,0.895
Sao Tome and Principe,STP,2020,0.628
Saudi Arabia,SAU,2020,0.875
Senegal,SEN,2020,0.522
Serbia,SRB,2020,0.809
Seychelles,SYC,2020,0.853
Sierra Leone,SLE,2020,0.454
