Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,1990,
Albania,ALB,1990,
Algeria,DZA,1990,
Andorra,AND,1990,
Angola,AGO,1990,965.8668405
Antigua and Barbuda,ATG,1990,617.2304355
Argentina,ARG,1990,19563.65747
Armenia,ARM,1990,
Australia,AUS,1990,26709.99344
Austria,AUT,1990,4315.334031
Azerbaijan,AZE,1990,635.3553275
Bahamas,BHS,1990,
Bahrain,BHR,1990,7590.754424
Bangladesh,BGD,1990,18273.56153
Barbados,BRB,1990,21596.06822
Belarus,BLR,1990,1238.271893
Belgium,BEL,1990,202.6294462
Belize,BLZ,1990,20600.37528
Benin,BEN,1990,371.1016043
Bhutan,BTN,1990,338.5937591
Bolivia,BOL,1990,283.0537371
Bosnia and Herzegovina,BIH,1990,2366.529821
Botswana,BWA,1990,9342.538914
Brazil,BRA,1990,
Brunei,BRN,1990,1742.882622
Bulgaria,BGR,1990,1706.640919
Burkina Faso,BFA,1990,2986.469621
Burundi,BDI,1990,
Cabo Verde,CPV,1990,682.6768103
Cambodia,KHM,1990,2619.801411
Cameroon,CMR,1990,7781.405733
Canada,CAN,1990,
Central African Republic,CAF,1990,488.3274315
Chad,TCD,1990,2903.153816
Chile,CHL,1990,501.6562006
China,CHN,1990,21525.86114
Colombia,COL,1990,
Comoros,COM,1990,39574.53981
Congo,COG,1990,
Costa Rica,CRI,1990,2487.768297
Croatia,HRV,1990,318.5033536
Cuba,CUB,1990,
Cyprus,CYP,1990,1086.717009
Czechia,CZE,1990,
Côte d'Ivoire,CIV,1990,
Democratic Republic of the Congo,COD,1990,1474.845529
Denmark,DNK,1990,903.2043058
Djibouti,DJI,1990,817.4429255
Dominica,DMA,1990,1829.668709
Dominican Republic,DOM,1990,
Ecuador,ECU,1990,2694.31698
Egypt,EGY,1990,
El Salvador,SLV,1990,
Equatorial Guinea,GNQ,1990,9641.575195
Eritrea,ERI,1990,3969.367335
Estonia,EST,1990,22385.67783
Eswatini,SWZ,1990,780.4977194
Ethiopia,ETH,1990,2892.981597
Fiji,FJI,1990,26885.69942
Finland,FIN,1990,989.1639412
France,FRA,1990,2445.183327
Gabon,GAB,1990,
Gambia,GMB,1990,
Georgia,GEO,1990,
Germany,DEU,1990,
Ghana,GHA,1990,
Greece,GRC,1990,1455.007485
Grenada,GRD,1990,
Guatemala,GTM,1990,
Guinea,GIN,1990,
Guinea-Bissau,GNB,1990,13795.01594
Guyana,GUY,1990,
Haiti,HTI,1990,262.1089711
Honduras,HND,1990,
Hungary,HUN,1990,
Iceland,ISL,1990,28366.20428
India,IND,1990,1728.940769
Indonesia,IDN,1990,21586.46746
Iran,IRN,1990,
Iraq,IRQ,1990,
Ireland,IRL,1990,6050.71469
Israel,ISR,1990,19095.467
Italy,ITA,1990,1610.980271
Jamaica,JAM,1990,382.5424637
Japan,JPN,1990,
Jordan,JOR,1990,604.3044227
Kazakhstan,KAZ,1990,
Kenya,KEN,1990,651.3376407
Kiribati,KIR,1990,236.4021884
Kuwait,KWT,1990,9466.662385
Kyrgyzstan,KGZ,1990,2782.183969
Laos,LAO,1990,
Latvia,LVA,1990,847.6885618
Lebanon,LBN,1990,
Lesotho,LSO,1990,528.8510953
Liberia,LBR,1990,
Libya,LBY,1990,
Liechtenstein,LIE,1990,749.8181136
Lithuania,LTU,1990,
Luxembourg,LUX,1990,5369.109786
Madagascar,MDG,1990,451.7202497
Malawi,MWI,1990,3323.539672
Malaysia,MYS,1990,
Maldives,MDV,1990,
Mali,MLI,1990,
Malta,MLT,1990,
Marshall Islands,MHL,1990,578.4201211
Mauritania,MRT,1990,
Mauritius,MUS,1990,
Mexico,MEX,1990,371.0859362
