Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2010,
Albania,ALB,2010,
Algeria,DZA,2010,560.6215055
Andorra,AND,2010,
Angola,AGO,2010,4101.637156
Antigua and Barbuda,ATG,2010,4149.144699
Argentina,ARG,2010,42746.83039
Armenia,ARM,2010,
Australia,AUS,2010,44795.29493
Austria,AUT,2010,10260.13131
Azerbaijan,AZE,2010,3041.344507
Bahamas,BHS,2010,
Bahrain,BHR,2010,15217.39508
Bangladesh,BGD,2010,52313.8939
Barbados,BRB,2010,46611.13934
Belarus,BLR,2010,5843.533768
Belgium,BEL,2010,216.7277053
Belize,BLZ,2010,44197.39367
Benin,BEN,2010,973.2442549
Bhutan,BTN,2010,624.9572522
Bolivia,BOL,2010,757.3852804
Bosnia and Herzegovina,BIH,2010,6853.948055
Botswana,BWA,2010,21819.32911
Brazil,BRA,2010,
Brunei,BRN,2010,4506.478285
Bulgaria,BGR,2010,6034.678852
Burkina Faso,BFA,2010,5461.40736
Burundi,BDI,2010,
Cabo Verde,CPV,2010,1929.783731
Cambodia,KHM,2010,11403.284
Cameroon,CMR,2010,20610.51507
Canada,CAN,2010,
Central African Republic,CAF,2010,2435.579806
Chad,TCD,2010,6215.732161
Chile,CHL,2010,476.873787
China,CHN,2010,47560.6666
Colombia,COL,2010,
Comoros,COM,2010,76531.37294
Congo,COG,2010,
Costa Rica,CRI,2010,12632.87047
Croatia,HRV,2010,4629.245517
Cuba,CUB,2010,
Cyprus,CYP,2010,1398.58702
Czechia,CZE,2010,
Côte d'Ivoire,CIV,2010,
Democratic Republic of the Congo,COD,2010,6398.295845
Denmark,DNK,2010,1386.574243
Djibouti,DJI,2010,3579.460061
Dominica,DMA,2010,8265.788203
Dominican Republic,DOM,2010,
Ecuador,ECU,2010,5272.267558
Egypt,EGY,2010,
El Salvador,SLV,2010,
Equatorial Guinea,GNQ,2010,31105.02734
Eritrea,ERI,2010,20160.43551
Estonia,EST,2010,42396.9666
Eswatini,SWZ,2010,1213.233526
Ethiopia,ETH,2010,7549.619647
Fiji,FJI,2010,58104.54456
Finland,FIN,2010,5478.624704
France,FRA,2010,4912.785855
Gabon,GAB,2010,
Gambia,GMB,2010,
Georgia,GEO,2010,
Germany,DEU,2010,
Ghana,GHA,2010,
Greece,GRC,2010,4520.30959
Grenada,GRD,2010,
Guatemala,GTM,2010,
Guinea,GIN,2010,539.6995121
Guinea-Bissau,GNB,2010,30658.74223
Guyana,GUY,2010,14663.7041
Haiti,HTI,2010,330.6194128
Honduras,HND,2010,
Hungary,HUN,2010,
Iceland,ISL,2010,46506.2919
India,IND,2010,3449.144529
Indonesia,IDN,2010,40694.82117
Iran,IRN,2010,
Iraq,IRQ,2010,
Ireland,IRL,2010,8356.74662
Israel,ISR,2010,39778.32205
Italy,ITA,2010,3281.729309
Jamaica,JAM,2010,1263.892518
Japan,JPN,2010,
Jordan,JOR,2010,659.2353262
Kazakhstan,KAZ,2010,
Kenya,KEN,2010,600.1942985
Kiribati,KIR,2010,13720.16587
Kuwait,KWT,2010,26653.0488
Kyrgyzstan,KGZ,2010,6909.601696
Laos,LAO,2010,
Latvia,LVA,2010,2805.259602
Lebanon,LBN,2010,
Lesotho,LSO,2010,4581.761797
Liberia,LBR,2010,
