Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2000,
Albania,ALB,2000,
Algeria,DZA,2000,174.9309914
Andorra,AND,2000,
Angola,AGO,2000,563.7337956
Antigua and Barbuda,ATG,2000,1160.420471
Argentina,ARG,2000,21810.25038
Armenia,ARM,2000,
Australia,AUS,2000,29865.50235
Austria,AUT,2000,7637.014892
Azerbaijan,AZE,2000,593.4505817
Bahamas,BHS,2000,
Bahrain,BHR,2000,12027.49498
Bangladesh,BGD,2000,21908.9968
Barbados,BRB,2000,24487.29747
Belarus,BLR,2000,655.0972496
Belgium,BEL,2000,134.5378618
Belize,BLZ,2000,23098.88651
Benin,BEN,2000,487.4241414
Bhutan,BTN,2000,248.9085269
Bolivia,BOL,2000,396.6707302
Bosnia and Herzegovina,BIH,2000,1621.262107
Botswana,BWA,2000,14214.48368
Brazil,BRA,2000,
Brunei,BRN,2000,1338.480596
Bulgaria,BGR,2000,1276.288034
Burkina Faso,BFA,2000,4726.506755
Burundi,BDI,2000,
Cabo Verde,CPV,2000,975.7770604
Cambodia,KHM,2000,3766.547863
Cameroon,CMR,2000,11674.67365
Canada,CAN,2000,
Central African Republic,CAF,2000,771.9249114
Chad,TCD,2000,3450.811806
Chile,CHL,2000,239.1541337
China,CHN,2000,24271.00206
Colombia,COL,2000,
Comoros,COM,2000,38865.02194
Congo,COG,2000,
Costa Rica,CRI,2000,5052.992458
Croatia,HRV,2000,969.1995137
Cuba,CUB,2000,
Cyprus,CYP,2000,708.5657316
Czechia,CZE,2000,
Côte d'Ivoire,CIV,2000,
Democratic Republic of the Congo,COD,2000,2555.00751
Denmark,DNK,2000,633.3090328
Djibouti,DJI,2000,1189.514793
Dominica,DMA,2000,3812.753883
Dominican Republic,DOM,2000,
Ecuador,ECU,2000,2751.381771
Egypt,EGY,2000,
El Salvador,SLV,2000,
Equatorial Guinea,GNQ,2000,14388.35254
Eritrea,ERI,2000,6062.921528
Estonia,EST,2000,23925.85599
Eswatini,SWZ,2000,737.6121836
Ethiopia,ETH,2000,4867.398963
Fiji,FJI,2000,30722.02518
Finland,FIN,2000,2831.458836
France,FRA,2000,1772.928691
Gabon,GAB,2000,
Gambia,GMB,2000,
Georgia,GEO,2000,
Germany,DEU,2000,
Ghana,GHA,2000,
Greece,GRC,2000,1382.234218
Grenada,GRD,2000,
Guatemala,GTM,2000,
Guinea,GIN,2000,314.3573968
Guinea-Bissau,GNB,2000,14743.2671
Guyana,GUY,2000,4070.609024
Haiti,HTI,2000,122.2692026
Honduras,HND,2000,
Hungary,HUN,2000,
Iceland,ISL,2000,24335.92251
India,IND,2000,1995.720712
Indonesia,IDN,2000,22340.59395
Iran,IRN,2000,
Iraq,IRQ,2000,
Ireland,IRL,2000,3982.906201
Israel,ISR,2000,28383.87611
Italy,ITA,2000,749.908535
Jamaica,JAM,2000,253.7469362
Japan,JPN,2000,
Jordan,JOR,2000,518.1570669
Kazakhstan,KAZ,2000,
Kenya,KEN,2000,316.945495
Kiribati,KIR,2000,1487.316551
Kuwait,KWT,2000,11638.20107
Kyrgyzstan,KGZ,2000,4839.828111
Laos,LAO,2000,
Latvia,LVA,2000,1648.96579
Lebanon,LBN,2000,
Lesotho,LSO,2000,931.7966517
Liberia,LBR,2000,
Libya,LBY,2000,
Liechtenstein,LIE,2000,1092.564007
Lithuania,LTU,2000,
Luxembourg,LUX,2000,4953.651588
Madagascar,MDG,2000,820.6000468
Malawi,MWI,2000,4629.917608
Malaysia,MYS,2000,
Maldives,MDV,2000,
Mali,MLI,2000,
Malta,MLT,2000,
Marshall Islands,MHL,2000,763.711125
Mauritania,MRT,2000,
Mauritius,MUS,2000,
Mexico,MEX,2000,442.7502189
Micronesia,FSM,2000,
Moldova,MDA,2000,26334.56721
Monaco,MCO,2000,
Mongolia,MNG,2000,1980.18916
Montenegro,MNE,2000,32503.57896
Morocco,MAR,2000,21706.51941
Mozambique,MOZ,2000,20190.00356
Myanmar,MMR,2000,3453.092528
Namibia,NAM,2000,1570.610029
Nauru,NRU,2000,39169.35957
Nepal,NPL,2000,1180.044456
Netherlands,NLD,2000,414.6263651
New Zealand,NZL,2000,
Nicaragua,NIC,2000,296.4266875
Niger,NER,2000,845.3672402
Nigeria,NGA,2000,
North Korea,PRK,2000,
North Macedonia,MKD,2000,19296.34717
Norway,NOR,2000,
Oman,OMN,2000,
Pakistan,PAK,2000,3986.835139
Palau,PLW,2000,298.4853406
Palestine,PSE,2000,7214.100404
Panama,PAN,2000,
Papua New Guinea,PNG,2000,
Paraguay,PRY,2000,
Peru,PER,2000,
Philippines,PHL,2000,76087.91111
Poland,POL,2000,860.1998843
Portugal,PRT,2000,
Qatar,QAT,2000,
Romania,ROU,2000,442.7795458
Russia,RUS,2000,
Rwanda,RWA,2000,3300.636349
Saint Kitts and Nevis,KNA,2000,48659.59888
Saint Lucia,LCA,2000,3278.178964
Saint Vincent and the Grenadines,VCT,2000,
Samoa,WSM,2000,
San Marino,SMR,2000,1499.107422
Sao Tome and Principe,STP,2000,81789.02065
Saudi Arabia,SAU,2000,440.538684
Senegal,SEN,2000,280.2829056
Serbia,SRB,2000,2213.812351
Seychelles,SYC,2000,
Sierra Leone,SLE,2000,7524.027138
Singapore,SGP,2000,2264.791149
Slovakia,SVK,2000,
Slovenia,SVN,2000,1861.898998
Solomon Islands,SLB,2000,304.6528702
Somalia,SOM,2000,10348.48589
South Africa,ZAF,2000,196.6195806
South Korea,KOR,2000,
South Sudan,SSD,2000,1627.065119
Spain,ESP,2000,476.0275508
Sri Lanka,LKA,2000,
Sudan,SDN,2000,327.1262398
Suriname,SUR,2000,680.9110619
Sweden,SWE,2000,3981.983432
Switzerland,CHE,2000,224.2241592
Syria,SYR,2000,4083.528745
Tajikistan,TJK,2000,
Tanzania,TZA,2000,2156.675905
Thailand,THA,2000,
Timor-Leste,TLS,2000,194.7719599
Togo,TGO,2000,547.3182989
Tonga,TON,2000,1017.312443
Trinidad and Tobago,TTO,2000,26225.16977
Tunisia,TUN,2000,38178.23688
Turkmenistan,TKM,2000,223.8302892
Tuvalu,TUV,2000,2648.601529
Türkiye,TUR,2000,13641.10272
Uganda,UGA,2000,
Ukraine,UKR,2000,9753.847552
United Arab Emirates,ARE,2000,
United Kingdom,GBR,2000,642.3383465
United States,USA,2000,3975.093103
Uruguay,URY,2000,1945.413385
Uzbekistan,UZB,2000,1050.792731
Vanuatu,VUT,2000,7798.075042
Vatican City,VAT,2000,635.957919
Venezuela,VEN,2000,4520.641004
Vietnam,VNM,2000,
Yemen,YEM,2000,
Zambia,ZMB,2000,
Zimbabwe,ZWE,2000,11526.37207
