Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2014,
Albania,ALB,2014,
Algeria,DZA,2014,625.0549418
Andorra,AND,2014,
Angola,AGO,2014,5649.687625
Antigua and Barbuda,ATG,2014,4793.597511
Argentina,ARG,2014,44369.6713
Armenia,ARM,2014,
Australia,AUS,2014,52725.23584
Austria,AUT,2014,12233.14441
Azerbaijan,AZE,2014,3852.118006
Bahamas,BHS,2014,
Bahrain,BHR,2014,15532.10621
Bangladesh,BGD,2014,62817.20618
Barbados,BRB,2014,51314.97226
Belarus,BLR,2014,7890.840281
Belgium,BEL,2014,250.5444922
Belize,BLZ,2014,47995.7787
Benin,BEN,2014,1204.399187
Bhutan,BTN,2014,764.8616751
Bolivia,BOL,2014,1094.461997
Bosnia and Herzegovina,BIH,2014,8069.600057
Botswana,BWA,2014,26451.79656
Brazil,BRA,2014,
Brunei,BRN,2014,5206.065735
Bulgaria,BGR,2014,8341.318093
Burkina Faso,BFA,2014,6128.120531
Burundi,BDI,2014,
Cabo Verde,CPV,2014,3041.435032
Cambodia,KHM,2014,12274.99416
Cameroon,CMR,2014,20192.70841
Canada,CAN,2014,
Central African Republic,CAF,2014,2849.499986
Chad,TCD,2014,7122.364234
Chile,CHL,2014,409.850486
China,CHN,2014,50960.84312
Colombia,COL,2014,
Comoros,COM,2014,88724.99094
Congo,COG,2014,
Costa Rica,CRI,2014,14529.67672
Croatia,HRV,2014,7781.065975
Cuba,CUB,2014,
Cyprus,CYP,2014,1649.443391
Czechia,CZE,2014,
Côte d'Ivoire,CIV,2014,
Democratic Republic of the Congo,COD,2014,8187.208249
Denmark,DNK,2014,1615.717237
Djibouti,DJI,2014,3985.607065
Dominica,DMA,2014,10911.49788
Dominican Republic,DOM,2014,
Ecuador,ECU,2014,7146.704591
Egypt,EGY,2014,
El Salvador,SLV,2014,
Equatorial Guinea,GNQ,2014,26993.10352
Eritrea,ERI,2014,20038.41632
Estonia,EST,2014,48959.59912
Eswatini,SWZ,2014,2214.620841
Ethiopia,ETH,2014,8131.748761
Fiji,FJI,2014,62520.45097
Finland,FIN,2014,6496.45167
France,FRA,2014,6094.693923
Gabon,GAB,2014,
Gambia,GMB,2014,
Georgia,GEO,2014,
Germany,DEU,2014,
Ghana,GHA,2014,
Greece,GRC,2014,6405.799793
Grenada,GRD,2014,
Guatemala,GTM,2014,
Guinea,GIN,2014,
Guinea-Bissau,GNB,2014,29707.76551
Guyana,GUY,2014,20581.7899
Haiti,HTI,2014,549.9865771
Honduras,HND,2014,
Hungary,HUN,2014,
Iceland,ISL,2014,50073.77608
India,IND,2014,5293.356767
Indonesia,IDN,2014,43148.04593
Iran,IRN,2014,
Iraq,IRQ,2014,
Ireland,IRL,2014,9201.362766
Israel,ISR,2014,47746.24218
Italy,ITA,2014,4830.334862
Jamaica,JAM,2014,1949.908329
Japan,JPN,2014,
Jordan,JOR,2014,765.1469994
Kazakhstan,KAZ,2014,
Kenya,KEN,2014,652.022501
Kiribati,KIR,2014,15548.66247
Kuwait,KWT,2014,21474.72571
Kyrgyzstan,KGZ,2014,7986.334212
Laos,LAO,2014,
Latvia,LVA,2014,3689.145104
Lebanon,LBN,2014,
Lesotho,LSO,2014,5472.688205
Liberia,LBR,2014,
Libya,LBY,2014,
Liechtenstein,LIE,2014,2179.88172
Lithuania,LTU,2014,
Luxembourg,LUX,2014,14186.72955
Madagascar,MDG,2014,1460.188986
Malawi,MWI,2014,14352.50188
Malaysia,MYS,2014,
Maldives,MDV,2014,
Mali,MLI,2014,
Malta,MLT,2014,
Marshall Islands,MHL,2014,3441.068085
Mauritania,MRT,2014,
Mauritius,MUS,2014,
Mexico,MEX,2014,1553.883961
Micronesia,FSM,2014,
Moldova,MDA,2014,57214.53798
Monaco,MCO,2014,
Mongolia,MNG,2014,6249.39227
Montenegro,MNE,2014,55140.36494
Morocco,MAR,2014,38343.30466
Mozambique,MOZ,2014,36028.3494
Myanmar,MMR,2014,4975.113255
Namibia,NAM,2014,4191.180501
Nauru,NRU,2014,38475.39525
Nepal,NPL,2014,12427.70946
Netherlands,NLD,2014,1482.815663
New Zealand,NZL,2014,
Nicaragua,NIC,2014,1431.563965
Niger,NER,2014,1736.705357
Nigeria,NGA,2014,
North Korea,PRK,2014,
North Macedonia,MKD,2014,44368.78135
Norway,NOR,2014,
Oman,OMN,2014,
Pakistan,PAK,2014,7577.64133
Palau,PLW,2014,706.7144901
Palestine,PSE,2014,8926.420746
Panama,PAN,2014,
Papua New Guinea,PNG,2014,
Paraguay,PRY,2014,
Peru,PER,2014,
Philippines,PHL,2014,178735.153
Poland,POL,2014,3972.043757
Portugal,PRT,2014,
Qatar,QAT,2014,
Romania,ROU,2014,1173.537793
Russia,RUS,2014,
Rwanda,RWA,2014,16446.16472
Saint Kitts and Nevis,KNA,2014,123678.7021
Saint Lucia,LCA,2014,15185.81458
Saint Vincent and the Grenadines,VCT,2014,
Samoa,WSM,2014,
San Marino,SMR,2014,3435.406982
Sao Tome and Principe,STP,2014,195693.5707
Saudi Arabia,SAU,2014,3289.957586
Senegal,SEN,2014,505.6849225
Serbia,SRB,2014,8939.074166
Seychelles,SYC,2014,
Sierra Leone,SLE,2014,11391.37735
Singapore,SGP,2014,3735.239778
Slovakia,SVK,2014,
Slovenia,SVN,2014,5925.385922
Solomon Islands,SLB,2014,947.9150333
Somalia,SOM,2014,27424.57656
South Africa,ZAF,2014,1293.000423
South Korea,KOR,2014,
South Sudan,SSD,2014,7342.173395
Spain,ESP,2014,4126.239758
Sri Lanka,LKA,2014,
Sudan,SDN,2014,697.1426804
Suriname,SUR,2014,1713.008653
Sweden,SWE,2014,10490.33156
Switzerland,CHE,2014,529.513344
Syria,SYR,2014,11013.31073
Tajikistan,TJK,2014,
Tanzania,TZA,2014,5378.323262
Thailand,THA,2014,
Timor-Leste,TLS,2014,565.3098973
Togo,TGO,2014,3088.721313
Tonga,TON,2014,1958.370476
Trinidad and Tobago,TTO,2014,53457.22349
Tunisia,TUN,2014,97666.69518
Turkmenistan,TKM,2014,821.4552249
Tuvalu,TUV,2014,9230.054403
Türkiye,TUR,2014,44618.26697
Uganda,UGA,2014,
Ukraine,UKR,2014,23160.65023
United Arab Emirates,ARE,2014,
United Kingdom,GBR,2014,1266.613408
United States,USA,2014,13213.19896
Uruguay,URY,2014,6667.134104
Uzbekistan,UZB,2014,2866.838038
Vanuatu,VUT,2014,13863.45442
Vatican City,VAT,2014,2723.175298
Venezuela,VEN,2014,14262.28419
Vietnam,VNM,2014,
Yemen,YEM,2014,
Zambia,ZMB,2014,
Zimbabwe,ZWE,2014,22120.68501
