Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2018,
Albania,ALB,2018,
Algeria,DZA,2018,491.3372214
Andorra,AND,2018,
Angola,AGO,2018,2860.093648
Antigua and Barbuda,ATG,2018,5897.654526
Argentina,ARG,2018,42819.75775
Armenia,ARM,2018,
Australia,AUS,2018,47135.35919
Austria,AUT,2018,11752.79989
Azerbaijan,AZE,2018,4196.005623
Bahamas,BHS,2018,
Bahrain,BHR,2018,18273.42707
Bangladesh,BGD,2018,57410.17373
Barbados,BRB,2018,51194.07498
Belarus,BLR,2018,4739.794312
Belgium,BEL,2018,245.6616783
Belize,BLZ,2018,47487.21004
Benin,BEN,2018,1151.74097
Bhutan,BTN,2018,777.4656185
Bolivia,BOL,2018,1965.243727
Bosnia and Herzegovina,BIH,2018,9849.383972
Botswana,BWA,2018,26324.40665
Brazil,BRA,2018,
Brunei,BRN,2018,6047.847072
Bulgaria,BGR,2018,6360.037502
Burkina Faso,BFA,2018,6011.990369
Burundi,BDI,2018,
Cabo Verde,CPV,2018,4206.855294
Cambodia,KHM,2018,9300.660729
Cameroon,CMR,2018,21381.24263
Canada,CAN,2018,
Central African Republic,CAF,2018,3400.204172
Chad,TCD,2018,7407.959401
Chile,CHL,2018,455.2439629
China,CHN,2018,46539.17616
Colombia,COL,2018,
Comoros,COM,2018,85217.36915
Congo,COG,2018,
Costa Rica,CRI,2018,15659.48087
Croatia,HRV,2018,10085.66381
Cuba,CUB,2018,
Cyprus,CYP,2018,1610.696416
Czechia,CZE,2018,
Côte d'Ivoire,CIV,2018,
Democratic Republic of the Congo,COD,2018,6816.968183
Denmark,DNK,2018,1527.405271
Djibouti,DJI,2018,4294.9651
Dominica,DMA,2018,12590.24938
Dominican Republic,DOM,2018,
Ecuador,ECU,2018,8911.46206
Egypt,EGY,2018,
El Salvador,SLV,2018,
Equatorial Guinea,GNQ,2018,29120.375
Eritrea,ERI,2018,23705.93298
Estonia,EST,2018,48916.16866
Eswatini,SWZ,2018,2718.083388
Ethiopia,ETH,2018,9215.308541
Fiji,FJI,2018,61324.7665
Finland,FIN,2018,7882.982216
France,FRA,2018,4577.210292
Gabon,GAB,2018,
Gambia,GMB,2018,
Georgia,GEO,2018,
Germany,DEU,2018,
Ghana,GHA,2018,
Greece,GRC,2018,6303.918867
Grenada,GRD,2018,
Guatemala,GTM,2018,
Guinea,GIN,2018,
Guinea-Bissau,GNB,2018,30602.42129
Guyana,GUY,2018,23618.13613
Haiti,HTI,2018,739.7020223
Honduras,HND,2018,
Hungary,HUN,2018,
Iceland,ISL,2018,49654.2497
India,IND,2018,6085.419795
Indonesia,IDN,2018,41418.17665
Iran,IRN,2018,
Iraq,IRQ,2018,
Ireland,IRL,2018,7624.277523
Israel,ISR,2018,43702.99763
Italy,ITA,2018,4804.054604
Jamaica,JAM,2018,2195.32166
Japan,JPN,2018,
Jordan,JOR,2018,933.2736156
Kazakhstan,KAZ,2018,
Kenya,KEN,2018,808.5316132
Kiribati,KIR,2018,8102.470848
Kuwait,KWT,2018,19873.40152
Kyrgyzstan,KGZ,2018,10083.02128
Laos,LAO,2018,
Latvia,LVA,2018,4352.945933
Lebanon,LBN,2018,
Lesotho,LSO,2018,6048.386972
Liberia,LBR,2018,
Libya,LBY,2018,
Liechtenstein,LIE,2018,2464.642415
Lithuania,LTU,2018,
Luxembourg,LUX,2018,15460.36696
Madagascar,MDG,2018,1496.38049
Malawi,MWI,2018,16605.05705
Malaysia,MYS,2018,
Maldives,MDV,2018,
Mali,MLI,2018,
Malta,MLT,2018,
Marshall Islands,MHL,2018,3860.953531
Mauritania,MRT,2018,
Mauritius,MUS,2018,
Mexico,MEX,2018,1966.254552
Micronesia,FSM,2018,
Moldova,MDA,2018,80804.11232
Monaco,MCO,2018,
Mongolia,MNG,2018,5646.689321
Montenegro,MNE,2018,75633.86514
Morocco,MAR,2018,42362.66528
Mozambique,MOZ,2018,34904.10819
Myanmar,MMR,2018,5976.903626
Namibia,NAM,2018,4145.439897
Nauru,NRU,2018,39751.1331
Nepal,NPL,2018,9472.485273
Netherlands,NLD,2018,1836.452755
New Zealand,NZL,2018,
Nicaragua,NIC,2018,2036.673776
Niger,NER,2018,1912.738094
Nigeria,NGA,2018,
North Korea,PRK,2018,
North Macedonia,MKD,2018,32067.96238
Norway,NOR,2018,
Oman,OMN,2018,
Pakistan,PAK,2018,9174.536662
Palau,PLW,2018,692.2031271
Palestine,PSE,2018,11196.58548
Panama,PAN,2018,
Papua New Guinea,PNG,2018,
Paraguay,PRY,2018,
Peru,PER,2018,
Philippines,PHL,2018,174988.7751
Poland,POL,2018,4358.560959
Portugal,PRT,2018,
Qatar,QAT,2018,
Romania,ROU,2018,1170.655697
Russia,RUS,2018,
Rwanda,RWA,2018,19247.23154
Saint Kitts and Nevis,KNA,2018,116926.7596
Saint Lucia,LCA,2018,17252.17104
Saint Vincent and the Grenadines,VCT,2018,
Samoa,WSM,2018,
San Marino,SMR,2018,3501.697998
Sao Tome and Principe,STP,2018,188298.3157
Saudi Arabia,SAU,2018,4156.44982
Senegal,SEN,2018,500.4571855
Serbia,SRB,2018,11423.28384
Seychelles,SYC,2018,
Sierra Leone,SLE,2018,10084.79376
Singapore,SGP,2018,4858.120791
Slovakia,SVK,2018,
Slovenia,SVN,2018,6713.989254
Solomon Islands,SLB,2018,996.3792921
Somalia,SOM,2018,33382.26775
South Africa,ZAF,2018,1298.213103
South Korea,KOR,2018,
South Sudan,SSD,2018,8673.591281
Spain,ESP,2018,4107.642885
Sri Lanka,LKA,2018,
Sudan,SDN,2018,517.5072603
Suriname,SUR,2018,1722.935289
Sweden,SWE,2018,11818.74806
Switzerland,CHE,2018,533.2025672
Syria,SYR,2018,10901.802
Tajikistan,TJK,2018,
Tanzania,TZA,2018,5308.608134
Thailand,THA,2018,
Timor-Leste,TLS,2018,578.5680357
Togo,TGO,2018,2057.879446
Tonga,TON,2018,2035.165494
Trinidad and Tobago,TTO,2018,53955.077
Tunisia,TUN,2018,82792.84271
Turkmenistan,TKM,2018,1179.198432
Tuvalu,TUV,2018,11413.7463
Türkiye,TUR,2018,43257.07692
Uganda,UGA,2018,
Ukraine,UKR,2018,19901.76156
United Arab Emirates,ARE,2018,
United Kingdom,GBR,2018,1569.338146
United States,USA,2018,16151.32734
Uruguay,URY,2018,6978.491215
Uzbekistan,UZB,2018,3168.510366
