Country Name,Country Code,Year,Value
Afghanistan,AFG,2014,
Albania,ALB,2014,
Algeria,DZA,2014,
Andorra,AND,2014,
Angola,AGO,2014,
Antigua and Barbuda,ATG,2014,
Argentina,ARG,2014,
Armenia,ARM,2014,
Australia,AUS,2014,
Austria,AUT,2014,
Azerbaijan,AZE,2014,
Bahamas,BHS,2014,
Bahrain,BHR,2014,
Bangladesh,BGD,2014,32.8
Barbados,BRB,2014,
Belarus,BLR,2014,
Belgium,BEL,2014,1.1
Belize,BLZ,2014,
Benin,BEN,2014,18.0
Bhutan,BTN,2014,
Bolivia,BOL,2014,
Bosnia and Herzegovina,BIH,2014,
Botswana,BWA,2014,
Brazil,BRA,2014,
Brunei,BRN,2014,
Bulgaria,BGR,2014,1.7
Burkina Faso,BFA,2014,20.0
Burundi,BDI,2014,
Cabo Verde,CPV,2014,
Cambodia,KHM,2014,24.1
Cameroon,CMR,2014,14.8
Canada,CAN,2014,
Central African Republic,CAF,2014,20.0
Chad,TCD,2014,
Chile,CHL,2014,0.5
China,CHN,2014,
Colombia,COL,2014,
Comoros,COM,2014,
Congo,COG,2014,12.3
Costa Rica,CRI,2014,
Croatia,HRV,2014,
Cuba,CUB,2014,
Cyprus,CYP,2014,
Czechia,CZE,2014,
Côte d'Ivoire,CIV,2014,
Democratic Republic of the Congo,COD,2014,
Denmark,DNK,2014,
Djibouti,DJI,2014,
Dominica,DMA,2014,
Dominican Republic,DOM,2014,
Ecuador,ECU,2014,5.1
Egypt,EGY,2014,7.0
El Salvador,SLV,2014,5.0
Equatorial Guinea,GNQ,2014,
Eritrea,ERI,2014,
Estonia,EST,2014,0.4
Eswatini,SWZ,2014,5.8
Ethiopia,ETH,2014,26.5
Fiji,FJI,2014,5.9
Finland,FIN,2014,
France,FRA,2014,
Gabon,GAB,2014,
Gambia,GMB,2014,
Georgia,GEO,2014,
Germany,DEU,2014,
Ghana,GHA,2014,11.2
Greece,GRC,2014,
Grenada,GRD,2014,
Guatemala,GTM,2014,
Guinea,GIN,2014,
Guinea-Bissau,GNB,2014,17.0
Guyana,GUY,2014,8.2
Haiti,HTI,2014,
Honduras,HND,2014,
Hungary,HUN,2014,
Iceland,ISL,2014,
India,IND,2014,29.4
Indonesia,IDN,2014,
Iran,IRN,2014,
Iraq,IRQ,2014,
Ireland,IRL,2014,
Israel,ISR,2014,
Italy,ITA,2014,
Jamaica,JAM,2014,2.2
Japan,JPN,2014,
Jordan,JOR,2014,
Kazakhstan,KAZ,2014,
Kenya,KEN,2014,11.2
Kiribati,KIR,2014,
Kuwait,KWT,2014,3.0
Kyrgyzstan,KGZ,2014,2.8
Laos,LAO,2014,
Latvia,LVA,2014,
Lebanon,LBN,2014,
Lesotho,LSO,2014,10.5
Liberia,LBR,2014,
Libya,LBY,2014,11.7
Liechtenstein,LIE,2014,
Lithuania,LTU,2014,
Luxembourg,LUX,2014,
Madagascar,MDG,2014,
Malawi,MWI,2014,16.7
Malaysia,MYS,2014,
Maldives,MDV,2014,
Mali,MLI,2014,24.1
Malta,MLT,2014,
Marshall Islands,MHL,2014,
Mauritania,MRT,2014,
Mauritius,MUS,2014,
Mexico,MEX,2014,
Micronesia,FSM,2014,
Moldova,MDA,2014,
Monaco,MCO,2014,
Mongolia,MNG,2014,
Montenegro,MNE,2014,
Morocco,MAR,2014,
Mozambique,MOZ,2014,
Myanmar,MMR,2014,
Namibia,NAM,2014,
Nauru,NRU,2014,
Nepal,NPL,2014,29.7
Netherlands,NLD,2014,
New Zealand,NZL,2014,
Nicaragua,NIC,2014,
Niger,NER,2014,34.6
Nigeria,NGA,2014,20.6
North Korea,PRK,2014,
North Macedonia,MKD,2014,
Norway,NOR,2014,
Oman,OMN,2014,9.7
Pakistan,PAK,2014,
Palau,PLW,2014,
Palestine,PSE,2014,1.4
Panama,PAN,2014,
Papua New Guinea,PNG,2014,
Paraguay,PRY,2014,
Peru,PER,2014,3.2
Philippines,PHL,2014,
Poland,POL,2014,
Portugal,PRT,2014,
Qatar,QAT,2014,
Romania,ROU,2014,
Russia,RUS,2014,
Rwanda,RWA,2014,
Saint Kitts and Nevis,KNA,2014,
Saint Lucia,LCA,2014,
Saint Vincent and the Grenadines,VCT,2014,
Samoa,WSM,2014,3.2
San Marino,SMR,2014,
Sao Tome and Principe,STP,2014,8.8
Saudi Arabia,SAU,2014,
Senegal,SEN,2014,12.8
Serbia,SRB,2014,1.8
Seychelles,SYC,2014,
Sierra Leone,SLE,2014,13.0
Singapore,SGP,2014,
Slovakia,SVK,2014,
Slovenia,SVN,2014,
Solomon Islands,SLB,2014,
Somalia,SOM,2014,
South Africa,ZAF,2014,
South Korea,KOR,2014,1.0
South Sudan,SSD,2014,
Spain,ESP,2014,
Sri Lanka,LKA,2014,
Sudan,SDN,2014,33.0
Suriname,SUR,2014,
Sweden,SWE,2014,
Switzerland,CHE,2014,
Syria,SYR,2014,
Tajikistan,TJK,2014,
Tanzania,TZA,2014,13.4
Thailand,THA,2014,
Timor-Leste,TLS,2014,32.4
Togo,TGO,2014,16.1
Tonga,TON,2014,
Trinidad and Tobago,TTO,2014,
Tunisia,TUN,2014,
Turkmenistan,TKM,2014,
Tuvalu,TUV,2014,
Türkiye,TUR,2014,
Uganda,UGA,2014,11.7
Ukraine,UKR,2014,
United Arab Emirates,ARE,2014,
United Kingdom,GBR,2014,0.6
United States,USA,2014,0.7
Uruguay,URY,2014,
Uzbekistan,UZB,2014,
Vanuatu,VUT,2014,
Vatican City,VAT,2014,
Venezuela,VEN,2014,
Vietnam,VNM,2014,14.5
Yemen,YEM,2014,
Zambia,ZMB,2014,
Zimbabwe,ZWE,2014,11.2
