Country Name,Country Code,Year,Value
Afghanistan,AFG,2012,
Albania,ALB,2012,
Algeria,DZA,2012,3.0
Andorra,AND,2012,
Angola,AGO,2012,
Antigua and Barbuda,ATG,2012,
Argentina,ARG,2012,
Armenia,ARM,2012,
Australia,AUS,2012,
Austria,AUT,2012,
Azerbaijan,AZE,2012,
Bahamas,BHS,2012,
Bahrain,BHR,2012,
Bangladesh,BGD,2012,33.0
Barbados,BRB,2012,3.5
Belarus,BLR,2012,
Belgium,BEL,2012,
Belize,BLZ,2012,
Benin,BEN,2012,
Bhutan,BTN,2012,
Bolivia,BOL,2012,3.6
Bosnia and Herzegovina,BIH,2012,1.6
Botswana,BWA,2012,
Brazil,BRA,2012,
Brunei,BRN,2012,
Bulgaria,BGR,2012,
Burkina Faso,BFA,2012,24.3
Burundi,BDI,2012,27.9
Cabo Verde,CPV,2012,
Cambodia,KHM,2012,
Cameroon,CMR,2012,
Canada,CAN,2012,
Central African Republic,CAF,2012,24.5
Chad,TCD,2012,
Chile,CHL,2012,
China,CHN,2012,
Colombia,COL,2012,
Comoros,COM,2012,16.9
Congo,COG,2012,
Costa Rica,CRI,2012,
Croatia,HRV,2012,
Cuba,CUB,2012,
Cyprus,CYP,2012,
Czechia,CZE,2012,
Côte d'Ivoire,CIV,2012,15.7
Democratic Republic of the Congo,COD,2012,
Denmark,DNK,2012,
Djibouti,DJI,2012,
Dominica,DMA,2012,
Dominican Republic,DOM,2012,
Ecuador,ECU,2012,6.4
Egypt,EGY,2012,
El Salvador,SLV,2012,
Equatorial Guinea,GNQ,2012,
Eritrea,ERI,2012,
Estonia,EST,2012,
Eswatini,SWZ,2012,
Ethiopia,ETH,2012,
Fiji,FJI,2012,
Finland,FIN,2012,
France,FRA,2012,
Gabon,GAB,2012,6.4
Gambia,GMB,2012,17.9
Georgia,GEO,2012,
Germany,DEU,2012,
Ghana,GHA,2012,
Greece,GRC,2012,
Grenada,GRD,2012,
Guatemala,GTM,2012,
Guinea,GIN,2012,18.8
Guinea-Bissau,GNB,2012,17.0
Guyana,GUY,2012,
Haiti,HTI,2012,11.6
Honduras,HND,2012,7.1
Hungary,HUN,2012,
Iceland,ISL,2012,
India,IND,2012,
Indonesia,IDN,2012,
Iran,IRN,2012,
Iraq,IRQ,2012,
Ireland,IRL,2012,
Israel,ISR,2012,
Italy,ITA,2012,
Jamaica,JAM,2012,2.7
Japan,JPN,2012,
Jordan,JOR,2012,3.0
Kazakhstan,KAZ,2012,
Kenya,KEN,2012,
Kiribati,KIR,2012,
Kuwait,KWT,2012,2.1
Kyrgyzstan,KGZ,2012,3.8
Laos,LAO,2012,
Latvia,LVA,2012,
Lebanon,LBN,2012,
Lesotho,LSO,2012,
Liberia,LBR,2012,
Libya,LBY,2012,
Liechtenstein,LIE,2012,
Lithuania,LTU,2012,
Luxembourg,LUX,2012,
Madagascar,MDG,2012,32.6
Malawi,MWI,2012,
Malaysia,MYS,2012,
Maldives,MDV,2012,
Mali,MLI,2012,
Malta,MLT,2012,
Marshall Islands,MHL,2012,
Mauritania,MRT,2012,20.4
Mauritius,MUS,2012,
Mexico,MEX,2012,2.8
Micronesia,FSM,2012,
Moldova,MDA,2012,2.2
Monaco,MCO,2012,
Mongolia,MNG,2012,
Montenegro,MNE,2012,
Morocco,MAR,2012,
Mozambique,MOZ,2012,
Myanmar,MMR,2012,
Namibia,NAM,2012,
Nauru,NRU,2012,
Nepal,NPL,2012,
Netherlands,NLD,2012,
New Zealand,NZL,2012,
Nicaragua,NIC,2012,4.6
Niger,NER,2012,32.1
Nigeria,NGA,2012,
North Korea,PRK,2012,15.2
North Macedonia,MKD,2012,
Norway,NOR,2012,
Oman,OMN,2012,
Pakistan,PAK,2012,
Palau,PLW,2012,
Palestine,PSE,2012,
Panama,PAN,2012,
Papua New Guinea,PNG,2012,
Paraguay,PRY,2012,2.6
Peru,PER,2012,3.4
Philippines,PHL,2012,
Poland,POL,2012,
Portugal,PRT,2012,
Qatar,QAT,2012,
Romania,ROU,2012,
Russia,RUS,2012,
Rwanda,RWA,2012,10.9
Saint Kitts and Nevis,KNA,2012,
Saint Lucia,LCA,2012,2.8
Saint Vincent and the Grenadines,VCT,2012,
Samoa,WSM,2012,
San Marino,SMR,2012,
Sao Tome and Principe,STP,2012,
Saudi Arabia,SAU,2012,
Senegal,SEN,2012,14.4
Serbia,SRB,2012,
Seychelles,SYC,2012,3.8
Sierra Leone,SLE,2012,
Singapore,SGP,2012,
Slovakia,SVK,2012,
Slovenia,SVN,2012,
Solomon Islands,SLB,2012,
Somalia,SOM,2012,
South Africa,ZAF,2012,
South Korea,KOR,2012,
South Sudan,SSD,2012,
Spain,ESP,2012,
Sri Lanka,LKA,2012,26.1
Sudan,SDN,2012,
Suriname,SUR,2012,
Sweden,SWE,2012,
Switzerland,CHE,2012,
Syria,SYR,2012,
Tajikistan,TJK,2012,13.3
Tanzania,TZA,2012,
Thailand,THA,2012,9.2
Timor-Leste,TLS,2012,
Togo,TGO,2012,16.5
Tonga,TON,2012,1.8
Trinidad and Tobago,TTO,2012,
Tunisia,TUN,2012,2.3
Turkmenistan,TKM,2012,
Tuvalu,TUV,2012,
Türkiye,TUR,2012,
Uganda,UGA,2012,11.9
Ukraine,UKR,2012,
United Arab Emirates,ARE,2012,
United Kingdom,GBR,2012,0.6
United States,USA,2012,0.5
Uruguay,URY,2012,
Uzbekistan,UZB,2012,
Vanuatu,VUT,2012,
Vatican City,VAT,2012,
Venezuela,VEN,2012,
Vietnam,VNM,2012,16.2
Yemen,YEM,2012,
Zambia,ZMB,2012,
Zimbabwe,ZWE,2012,11.1
