Country Name,Country Code,Year,Value
Afghanistan,AFG,2003,
Albania,ALB,2003,
Algeria,DZA,2003,
Andorra,AND,2003,
Angola,AGO,2003,
Antigua and Barbuda,ATG,2003,
Argentina,ARG,2003,
Armenia,ARM,2003,
Australia,AUS,2003,
Austria,AUT,2003,
Azerbaijan,AZE,2003,
Bahamas,BHS,2003,
Bahrain,BHR,2003,
Bangladesh,BGD,2003,38.9
Barbados,BRB,2003,
Belarus,BLR,2003,
Belgium,BEL,2003,
Belize,BLZ,2003,
Benin,BEN,2003,
Bhutan,BTN,2003,
Bolivia,BOL,2003,5.8
Bosnia and Herzegovina,BIH,2003,
Botswana,BWA,2003,
Brazil,BRA,2003,
Brunei,BRN,2003,
Bulgaria,BGR,2003,
Burkina Faso,BFA,2003,
Burundi,BDI,2003,
Cabo Verde,CPV,2003,
Cambodia,KHM,2003,
Cameroon,CMR,2003,
Canada,CAN,2003,
Central African Republic,CAF,2003,
Chad,TCD,2003,
Chile,CHL,2003,0.6
China,CHN,2003,
Colombia,COL,2003,
Comoros,COM,2003,
Congo,COG,2003,
Costa Rica,CRI,2003,
Croatia,HRV,2003,
Cuba,CUB,2003,
Cyprus,CYP,2003,
Czechia,CZE,2003,
Côte d'Ivoire,CIV,2003,
Democratic Republic of the Congo,COD,2003,
Denmark,DNK,2003,
Djibouti,DJI,2003,
Dominica,DMA,2003,
Dominican Republic,DOM,2003,
Ecuador,ECU,2003,
Egypt,EGY,2003,8.7
El Salvador,SLV,2003,6.1
Equatorial Guinea,GNQ,2003,
Eritrea,ERI,2003,
Estonia,EST,2003,
Eswatini,SWZ,2003,
Ethiopia,ETH,2003,
Fiji,FJI,2003,
Finland,FIN,2003,
France,FRA,2003,
Gabon,GAB,2003,
Gambia,GMB,2003,
Georgia,GEO,2003,
Germany,DEU,2003,
Ghana,GHA,2003,19.0
Greece,GRC,2003,0.5
Grenada,GRD,2003,
Guatemala,GTM,2003,
Guinea,GIN,2003,
Guinea-Bissau,GNB,2003,
Guyana,GUY,2003,
Haiti,HTI,2003,
Honduras,HND,2003,
Hungary,HUN,2003,
Iceland,ISL,2003,
India,IND,2003,
Indonesia,IDN,2003,23.1
Iran,IRN,2003,
Iraq,IRQ,2003,10.1
Ireland,IRL,2003,
Israel,ISR,2003,
Italy,ITA,2003,
Jamaica,JAM,2003,
Japan,JPN,2003,
Jordan,JOR,2003,
Kazakhstan,KAZ,2003,
Kenya,KEN,2003,16.4
Kiribati,KIR,2003,
Kuwait,KWT,2003,2.3
Kyrgyzstan,KGZ,2003,
Laos,LAO,2003,
Latvia,LVA,2003,
Lebanon,LBN,2003,
Lesotho,LSO,2003,
Liberia,LBR,2003,
Libya,LBY,2003,
Liechtenstein,LIE,2003,
Lithuania,LTU,2003,
Luxembourg,LUX,2003,
Madagascar,MDG,2003,
Malawi,MWI,2003,
Malaysia,MYS,2003,
Maldives,MDV,2003,
Mali,MLI,2003,
Malta,MLT,2003,
Marshall Islands,MHL,2003,
Mauritania,MRT,2003,
Mauritius,MUS,2003,
Mexico,MEX,2003,
Micronesia,FSM,2003,
Moldova,MDA,2003,
Monaco,MCO,2003,
Mongolia,MNG,2003,
Montenegro,MNE,2003,
Morocco,MAR,2003,9.8
Mozambique,MOZ,2003,21.2
Myanmar,MMR,2003,29.2
Namibia,NAM,2003,
Nauru,NRU,2003,
Nepal,NPL,2003,
Netherlands,NLD,2003,
New Zealand,NZL,2003,
Nicaragua,NIC,2003,
Niger,NER,2003,
Nigeria,NGA,2003,26.7
North Korea,PRK,2003,
North Macedonia,MKD,2003,
Norway,NOR,2003,
Oman,OMN,2003,
Pakistan,PAK,2003,
Palau,PLW,2003,
Palestine,PSE,2003,
Panama,PAN,2003,5.3
Papua New Guinea,PNG,2003,
Paraguay,PRY,2003,
Peru,PER,2003,
Philippines,PHL,2003,20.8
Poland,POL,2003,
Portugal,PRT,2003,
Qatar,QAT,2003,
Romania,ROU,2003,
Russia,RUS,2003,
Rwanda,RWA,2003,
Saint Kitts and Nevis,KNA,2003,
Saint Lucia,LCA,2003,
Saint Vincent and the Grenadines,VCT,2003,
Samoa,WSM,2003,
San Marino,SMR,2003,
Sao Tome and Principe,STP,2003,
Saudi Arabia,SAU,2003,
Senegal,SEN,2003,
Serbia,SRB,2003,
Seychelles,SYC,2003,
Sierra Leone,SLE,2003,
Singapore,SGP,2003,
Slovakia,SVK,2003,
Slovenia,SVN,2003,
Solomon Islands,SLB,2003,
Somalia,SOM,2003,
South Africa,ZAF,2003,
South Korea,KOR,2003,0.9
South Sudan,SSD,2003,
Spain,ESP,2003,
Sri Lanka,LKA,2003,
Sudan,SDN,2003,
Suriname,SUR,2003,
Sweden,SWE,2003,
Switzerland,CHE,2003,
Syria,SYR,2003,
Tajikistan,TJK,2003,
Tanzania,TZA,2003,
Thailand,THA,2003,
Timor-Leste,TLS,2003,41.5
Togo,TGO,2003,
Tonga,TON,2003,
Trinidad and Tobago,TTO,2003,
Tunisia,TUN,2003,
Turkmenistan,TKM,2003,
Tuvalu,TUV,2003,
Türkiye,TUR,2003,
Uganda,UGA,2003,
Ukraine,UKR,2003,
United Arab Emirates,ARE,2003,
United Kingdom,GBR,2003,
United States,USA,2003,
Uruguay,URY,2003,5.0
Uzbekistan,UZB,2003,
Vanuatu,VUT,2003,
Vatican City,VAT,2003,
Venezuela,VEN,2003,4.6
Vietnam,VNM,2003,24.6
Yemen,YEM,2003,45.3
Zambia,ZMB,2003,
Zimbabwe,ZWE,2003,
