Country Name,Country Code,Year,Value
Afghanistan,AFG,2019,40.9
Albania,ALB,2019,10.2
Algeria,DZA,2019,9.4
Andorra,AND,2019,
Angola,AGO,2019,40.5
Antigua and Barbuda,ATG,2019,
Argentina,ARG,2019,8.4
Armenia,ARM,2019,8.1
Australia,AUS,2019,3.1
Austria,AUT,2019,
Azerbaijan,AZE,2019,9.1
Bahamas,BHS,2019,
Bahrain,BHR,2019,5.0
Bangladesh,BGD,2019,28.4
Barbados,BRB,2019,6.1
Belarus,BLR,2019,1.4
Belgium,BEL,2019,2.5
Belize,BLZ,2019,12.9
Benin,BEN,2019,32.9
Bhutan,BTN,2019,20.1
Bolivia,BOL,2019,13.0
Bosnia and Herzegovina,BIH,2019,8.3
Botswana,BWA,2019,22.2
Brazil,BRA,2019,7.7
Brunei,BRN,2019,11.7
Bulgaria,BGR,2019,6.0
Burkina Faso,BFA,2019,21.9
Burundi,BDI,2019,53.3
Cabo Verde,CPV,2019,5.9
Cambodia,KHM,2019,24.1
Cameroon,CMR,2019,28.1
Canada,CAN,2019,
Central African Republic,CAF,2019,38.4
Chad,TCD,2019,32.6
Chile,CHL,2019,1.6
China,CHN,2019,5.2
Colombia,COL,2019,11.3
Comoros,COM,2019,21.0
Congo,COG,2019,18.2
Costa Rica,CRI,2019,8.4
Cote d'Ivoire,CIV,2019,22.6
Croatia,HRV,2019,
Cuba,CUB,2019,7.0
Cyprus,CYP,2019,
Czechia,CZE,2019,2.3
Democratic Republic of the Congo,COD,2019,42.4
Denmark,DNK,2019,
Djibouti,DJI,2019,22.5
Dominica,DMA,2019,
Dominican Republic,DOM,2019,6.5
Ecuador,ECU,2019,19.4
Egypt,EGY,2019,15.2
El Salvador,SLV,2019,10.7
Equatorial Guinea,GNQ,2019,18.7
Eritrea,ERI,2019,49.5
Estonia,EST,2019,1.2
Eswatini,SWZ,2019,21.4
Ethiopia,ETH,2019,36.5
Fiji,FJI,2019,6.3
Finland,FIN,2019,1.6
France,FRA,2019,
Gabon,GAB,2019,14.4
Gambia,GMB,2019,16.7
Georgia,GEO,2019,5.6
Germany,DEU,2019,1.9
Ghana,GHA,2019,17.1
Greece,GRC,2019,1.9
Grenada,GRD,2019,
Guatemala,GTM,2019,44.8
Guinea,GIN,2019,28.4
Guinea-Bissau,GNB,2019,27.5
Guyana,GUY,2019,9.0
Haiti,HTI,2019,21.3
Honduras,HND,2019,18.9
Hungary,HUN,2019,
Iceland,ISL,2019,
India,IND,2019,34.6
Indonesia,IDN,2019,26.1
Iran,IRN,2019,5.0
Iraq,IRQ,2019,12.1
Ireland,IRL,2019,2.1
Israel,ISR,2019,
Italy,ITA,2019,
Jamaica,JAM,2019,6.4
Japan,JPN,2019,5.4
Jordan,JOR,2019,8.0
Kazakhstan,KAZ,2019,6.2
Kenya,KEN,2019,20.9
Kiribati,KIR,2019,15.0
Kuwait,KWT,2019,4.6
Kyrgyzstan,KGZ,2019,11.7
Laos,LAO,2019,32.4
Latvia,LVA,2019,1.7
Lebanon,LBN,2019,9.7
Lesotho,LSO,2019,33.6
Liberia,LBR,2019,28.4
Libya,LBY,2019,15.0
Liechtenstein,LIE,2019,
Lithuania,LTU,2019,1.6
Luxembourg,LUX,2019,
Madagascar,MDG,2019,41.1
Malawi,MWI,2019,34.9
Malaysia,MYS,2019,21.2
Maldives,MDV,2019,14.3
Mali,MLI,2019,24.2
Malta,MLT,2019,3.6
Marshall Islands,MHL,2019,32.1
Mauritania,MRT,2019,22.4
Mauritius,MUS,2019,7.8
Mexico,MEX,2019,12.6
Micronesia,FSM,2019,
Moldova,MDA,2019,4.9
Monaco,MCO,2019,
Mongolia,MNG,2019,8.2
Montenegro,MNE,2019,8.0
Morocco,MAR,2019,13.8
Mozambique,MOZ,2019,38.0
Myanmar,MMR,2019,26.2
Namibia,NAM,2019,17.9
Nauru,NRU,2019,17.0
Nepal,NPL,2019,29.7
Netherlands,NLD,2019,1.5
New Zealand,NZL,2019,
Nicaragua,NIC,2019,
Niger,NER,2019,44.8
Nigeria,NGA,2019,33.9
North Korea,PRK,2019,18.8
North Macedonia,MKD,2019,4.1
Norway,NOR,2019,
Oman,OMN,2019,11.9
Pakistan,PAK,2019,36.8
Palau,PLW,2019,
Palestine,PSE,2019,7.7
Panama,PAN,2019,15.2
Papua New Guinea,PNG,2019,46.7
Paraguay,PRY,2019,4.5
Peru,PER,2019,11.8
Philippines,PHL,2019,28.6
Poland,POL,2019,1.2
Portugal,PRT,2019,3.2
Qatar,QAT,2019,5.6
Romania,ROU,2019,7.4
Russia,RUS,2019,
Rwanda,RWA,2019,32.4
Saint Kitts and Nevis,KNA,2019,
Saint Lucia,LCA,2019,2.5
Saint Vincent and the Grenadines,VCT,2019,
Samoa,WSM,2019,6.7
San Marino,SMR,2019,
Sao Tome and Principe,STP,2019,12.0
Saudi Arabia,SAU,2019,11.5
Senegal,SEN,2019,17.3
Serbia,SRB,2019,5.1
Seychelles,SYC,2019,6.6
Sierra Leone,SLE,2019,27.4
Singapore,SGP,2019,2.8
Slovakia,SVK,2019,
Slovenia,SVN,2019,
Solomon Islands,SLB,2019,29.2
Somalia,SOM,2019,25.0
South Africa,ZAF,2019,22.2
South Korea,KOR,2019,1.7
South Sudan,SSD,2019,29.9
Spain,ESP,2019,
Sri Lanka,LKA,2019,11.6
Sudan,SDN,2019,34.4
Suriname,SUR,2019,8.1
Sweden,SWE,2019,
Switzerland,CHE,2019,
Syria,SYR,2019,25.8
Tajikistan,TJK,2019,15.6
Tanzania,TZA,2019,31.7
Thailand,THA,2019,12.3
Timor-Leste,TLS,2019,46.4
Togo,TGO,2019,23.7
Tonga,TON,2019,2.8
Trinidad and Tobago,TTO,2019,7.8
Tunisia,TUN,2019,8.6
Turkey,TUR,2019,6.1
Turkmenistan,TKM,2019,7.8
Tuvalu,TUV,2019,5.9
Uganda,UGA,2019,25.4
Ukraine,UKR,2019,15.0
United Arab Emirates,ARE,2019,
United Kingdom,GBR,2019,3.0
United States,USA,2019,3.2
Uruguay,URY,2019,6.7
Uzbekistan,UZB,2019,8.2
Vanuatu,VUT,2019,28.8
Venezuela,VEN,2019,11.0
Vietnam,VNM,2019,20.7
Yemen,YEM,2019,45.7
Zambia,ZMB,2019,32.8
Zimbabwe,ZWE,2019,23.9
