Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2003,198.8711157
Albania,ALB,2003,1908.699007
Algeria,DZA,2003,2283.772993
Andorra,AND,2003,34063.5756
Angola,AGO,2003,1133.66332
Antigua and Barbuda,ATG,2003,12173.23199
Argentina,ARG,2003,3320.477751
Armenia,ARM,2003,882.0301677
Australia,AUS,2003,23757.58985
Austria,AUT,2003,32110.11597
Azerbaijan,AZE,2003,883.6925807
Bahamas,BHS,2003,26429.12478
Bahrain,BHR,2003,14486.0269
Bangladesh,BGD,2003,426.7488075
Barbados,BRB,2003,12075.9587
Belarus,BLR,2003,1819.526531
Belgium,BEL,2003,30655.20927
Belize,BLZ,2003,4959.740124
Benin,BEN,2003,676.0028781
Bhutan,BTN,2003,1022.382403
Bolivia,BOL,2003,893.0137602
Bosnia and Herzegovina,BIH,2003,2033.947009
Botswana,BWA,2003,4230.123269
Brazil,BRA,2003,3090.606891
Brunei,BRN,2003,20677.90011
Bulgaria,BGR,2003,2719.494369
Burkina Faso,BFA,2003,362.3739
Burundi,BDI,2003,111.4066828
Cabo Verde,CPV,2003,1717.975654
Cambodia,KHM,2003,386.6911239
Cameroon,CMR,2003,988.2412768
Canada,CAN,2003,28301.86459
Central African Republic,CAF,2003,278.4039922
Chad,TCD,2003,289.0876211
Chile,CHL,2003,4773.401775
China,CHN,2003,1306.972454
Colombia,COL,2003,2311.942188
Comoros,COM,2003,959.6910494
Congo,COG,2003,1016.823634
Costa Rica,CRI,2003,4173.148564
Cote d'Ivoire,CIV,2003,1111.171351
Croatia,HRV,2003,8190.111352
Cuba,CUB,2003,3202.781099
Cyprus,CYP,2003,20252.24609
Czechia,CZE,2003,9852.456779
Democratic Republic of the Congo,COD,2003,161.4915535
Denmark,DNK,2003,40519.09749
Djibouti,DJI,2003,764.6344652
Dominica,DMA,2003,5447.440115
Dominican Republic,DOM,2003,2383.261718
Ecuador,ECU,2003,2315.622152
