Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2018,491.3372214
Albania,ALB,2018,5897.654526
Algeria,DZA,2018,4577.210292
Andorra,AND,2018,42819.75775
Angola,AGO,2018,2860.093648
Antigua and Barbuda,ATG,2018,18273.42707
Argentina,ARG,2018,11752.79989
Armenia,ARM,2018,4196.005623
Australia,AUS,2018,57410.17373
Austria,AUT,2018,51194.07498
Azerbaijan,AZE,2018,4739.794312
Bahamas,BHS,2018,32642.33532
Bahrain,BHR,2018,26324.40665
Bangladesh,BGD,2018,1965.243727
Barbados,BRB,2018,21381.24263
Belarus,BLR,2018,6360.037502
Belgium,BEL,2018,47487.21004
Belize,BLZ,2018,6011.990369
Benin,BEN,2018,1151.74097
Bhutan,BTN,2018,3400.204172
Bolivia,BOL,2018,4206.855294
Bosnia and Herzegovina,BIH,2018,6047.847072
Botswana,BWA,2018,7407.959401
Brazil,BRA,2018,9300.660729
Brunei,BRN,2018,30988.11903
Bulgaria,BGR,2018,9849.383972
Burkina Faso,BFA,2018,777.4656185
Burundi,BDI,2018,245.6616783
Cabo Verde,CPV,2018,4294.9651
Cambodia,KHM,2018,2036.673776
Cameroon,CMR,2018,1610.696416
Canada,CAN,2018,46539.17616
Central African Republic,CAF,2018,455.2439629
Chad,TCD,2018,948.6566299
Chile,CHL,2018,15659.48087
China,CHN,2018,10085.66381
Colombia,COL,2018,6816.968183
Comoros,COM,2018,1527.405271
Congo,COG,2018,2694.434132
Costa Rica,CRI,2018,12590.24938
Cote d'Ivoire,CIV,2018,2130.866194
Croatia,HRV,2018,15460.36696
Cuba,CUB,2018,8911.46206
Cyprus,CYP,2018,29120.375
Czechia,CZE,2018,23705.93298
Democratic Republic of the Congo,COD,2018,518.1696269
Denmark,DNK,2018,61324.7665
Djibouti,DJI,2018,2718.083388
Dominica,DMA,2018,9215.308541
Dominican Republic,DOM,2018,7882.982216
Ecuador,ECU,2018,6303.918867
Egypt,EGY,2018,2484.703156
El Salvador,SLV,2018,4183.54621
Equatorial Guinea,GNQ,2018,8102.470848
Eritrea,ERI,2018,
Estonia,EST,2018,23618.13613
Eswatini,SWZ,2018,3972.654506
Ethiopia,ETH,2018,739.7020223
Fiji,FJI,2018,6085.419795
Finland,FIN,2018,49654.2497
France,FRA,2018,41418.17665
Gabon,GAB,2018,7624.277523
Gambia,GMB,2018,696.219807
Georgia,GEO,2018,4804.054604
Germany,DEU,2018,48916.16866
Ghana,GHA,2018,2195.32166
Greece,GRC,2018,19873.40152
Grenada,GRD,2018,10083.02128
Guatemala,GTM,2018,4352.945933
Guinea,GIN,2018,933.2736156
Guinea-Bissau,GNB,2018,808.5316132
Guyana,GUY,2018,6048.386972
Haiti,HTI,2018,1496.38049
Honduras,HND,2018,2464.642415
Hungary,HUN,2018,16605.05705
Iceland,ISL,2018,75633.86514
India,IND,2018,1966.254552
Indonesia,IDN,2018,3860.953531
Iran,IRN,2018,4783.010673
Iraq,IRQ,2018,5646.689321
Ireland,IRL,2018,80804.11232
Israel,ISR,2018,42362.66528
Italy,ITA,2018,34904.10819
Jamaica,JAM,2018,5976.903626
Japan,JPN,2018,39751.1331
Jordan,JOR,2018,4145.439897
Kazakhstan,KAZ,2018,9472.485273
Kenya,KEN,2018,1836.452755
Kiribati,KIR,2018,1912.738094
Kuwait,KWT,2018,32067.96238
Kyrgyzstan,KGZ,2018,1283.520304
Laos,LAO,2018,2545.107542
Latvia,LVA,2018,17252.17104
Lebanon,LBN,2018,9174.536662
Lesotho,LSO,2018,1170.655697
Liberia,LBR,2018,692.2031271
Libya,LBY,2018,11196.58548
Liechtenstein,LIE,2018,174988.7751
Lithuania,LTU,2018,19247.23154
Luxembourg,LUX,2018,116926.7596
Madagascar,MDG,2018,500.4571855
Malawi,MWI,2018,533.2025672
Malaysia,MYS,2018,10901.802
Maldives,MDV,2018,11423.28384
Mali,MLI,2018,996.3792921
Malta,MLT,2018,33382.26775
Marshall Islands,MHL,2018,4858.120791
Mauritania,MRT,2018,1722.935289
Mauritius,MUS,2018,11818.74806
Mexico,MEX,2018,10084.79376
Micronesia,FSM,2018,3566.586904
Moldova,MDA,2018,4156.44982
Monaco,MCO,2018,188298.3157
Mongolia,MNG,2018,4107.642885
Montenegro,MNE,2018,8673.591281
Morocco,MAR,2018,3501.697998
Mozambique,MOZ,2018,517.5072603
Myanmar,MMR,2018,1298.213103
Namibia,NAM,2018,5308.608134
Nauru,NRU,2018,11413.7463
Nepal,NPL,2018,1179.198432
Netherlands,NLD,2018,53955.077
New Zealand,NZL,2018,43257.07692
Nicaragua,NIC,2018,2035.165494
Niger,NER,2018,578.5680357
Nigeria,NGA,2018,2057.879446
North Korea,PRK,2018,
North Macedonia,MKD,2018,6713.989254
Norway,NOR,2018,82792.84271
Oman,OMN,2018,19901.76156
Pakistan,PAK,2018,1569.338146
Palau,PLW,2018,16166.96711
Palestine,PSE,2018,3562.330943
Panama,PAN,2018,16151.32734
Papua New Guinea,PNG,2018,2566.368337
Paraguay,PRY,2018,6258.449916
Peru,PER,2018,6978.491215
Philippines,PHL,2018,3168.510366
Poland,POL,2018,15658.21203
Portugal,PRT,2018,23541.14011
Qatar,QAT,2018,71039.93082
Romania,ROU,2018,12416.13432
Russia,RUS,2018,11211.8877
Rwanda,RWA,2018,771.7735112
Saint Kitts and Nevis,KNA,2018,22901.38164
Saint Lucia,LCA,2018,11642.69847
Saint Vincent and the Grenadines,VCT,2018,8428.126772
Samoa,WSM,2018,4231.814095
San Marino,SMR,2018,47950.68806
Sao Tome and Principe,STP,2018,1825.599718
Saudi Arabia,SAU,2018,29360.0659
Senegal,SEN,2018,1452.556126
Serbia,SRB,2018,7559.861657
Seychelles,SYC,2018,18440.23405
Sierra Leone,SLE,2018,845.9145405
Singapore,SGP,2018,66881.6067
Slovakia,SVK,2018,19573.3717
Slovenia,SVN,2018,25888.04811
Solomon Islands,SLB,2018,2278.199086
Somalia,SOM,2018,509.4972738
South Africa,ZAF,2018,6914.178032
South Korea,KOR,2018,35363.95082
South Sudan,SSD,2018,
Spain,ESP,2018,30602.42129
Sri Lanka,LKA,2018,4358.560959
Sudan,SDN,2018,731.0274658
Suriname,SUR,2018,6665.741805
Sweden,SWE,2018,54018.45544
Switzerland,CHE,2018,85217.36915
Syria,SYR,2018,1098.066864
Tajikistan,TJK,2018,834.2884046
Tanzania,TZA,2018,1023.106262
Thailand,THA,2018,7099.776501
Timor-Leste,TLS,2018,1219.465997
Togo,TGO,2018,851.1205612
Tonga,TON,2018,4675.047913
Trinidad and Tobago,TTO,2018,17571.49874
Tunisia,TUN,2018,3628.103665
Turkey,TUR,2018,9684.118199
Turkmenistan,TKM,2018,6125.051697
Tuvalu,TUV,2018,4466.120349
Uganda,UGA,2018,792.1657002
Ukraine,UKR,2018,3059.051758
United Arab Emirates,ARE,2018,47135.35919
United Kingdom,GBR,2018,43702.99763
United States,USA,2018,62499.87444
Uruguay,URY,2018,19249.94047
Uzbekistan,UZB,2018,1813.085308
Vanuatu,VUT,2018,3206.657487
Venezuela,VEN,2018,3422.65467
Vietnam,VNM,2018,3222.310031
Yemen,YEM,2018,633.8872025
Zambia,ZMB,2018,1463.899979
Zimbabwe,ZWE,2018,2270.895319
