Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2021,356.4962141
Albania,ALB,2021,7242.455131
Algeria,DZA,2021,4160.559267
Andorra,AND,2021,42425.70665
Angola,AGO,2021,2303.908127
Antigua and Barbuda,ATG,2021,17348.6007
Argentina,ARG,2021,10738.01792
Armenia,ARM,2021,4685.179971
Australia,AUS,2021,60758.90444
Austria,AUT,2021,53648.6438
Azerbaijan,AZE,2021,5408.045352
Bahamas,BHS,2021,30367.86058
Bahrain,BHR,2021,27147.80839
Bangladesh,BGD,2021,2482.849178
Barbados,BRB,2021,21079.61453
Belarus,BLR,2021,7489.718947
Belgium,BEL,2021,51658.23829
Belize,BLZ,2021,6142.989306
Benin,BEN,2021,1318.651581
Bhutan,BTN,2021,3570.61258
Bolivia,BOL,2021,4010.760537
Bosnia and Herzegovina,BIH,2021,7295.343787
Botswana,BWA,2021,7807.887946
Brazil,BRA,2021,7972.536961
Brunei,BRN,2021,31006.96363
Bulgaria,BGR,2021,12966.14575
Burkina Faso,BFA,2021,895.5352884
Burundi,BDI,2021,264.9803793
Cabo Verde,CPV,2021,3971.444092
Cambodia,KHM,2021,2167.403242
Cameroon,CMR,2021,1672.326573
Canada,CAN,2021,52886.66164
Central African Republic,CAF,2021,492.2631428
Chad,TCD,2021,946.3585002
Chile,CHL,2021,16206.83255
China,CHN,2021,12887.43572
Colombia,COL,2021,6222.621644
Comoros,COM,2021,1554.972892
Congo,COG,2021,2516.162551
Costa Rica,CRI,2021,12838.11854
Cote d'Ivoire,CIV,2021,2455.981276
Croatia,HRV,2021,17788.78658
Cuba,CUB,2021,
Cyprus,CYP,2021,32937.83984
Czechia,CZE,2021,27696.46195
Democratic Republic of the Congo,COD,2021,595.7430744
Denmark,DNK,2021,69340.73349
Djibouti,DJI,2021,3025.911264
Dominica,DMA,2021,8376.404141
Dominican Republic,DOM,2021,8527.075486
Ecuador,ECU,2021,6061.323502
Egypt,EGY,2021,3827.354154
El Salvador,SLV,2021,4642.607431
Equatorial Guinea,GNQ,2021,6945.630698
Eritrea,ERI,2021,
Estonia,EST,2021,27951.16593
Eswatini,SWZ,2021,3984.002292
Ethiopia,ETH,2021,893.0098354
Fiji,FJI,2021,4536.733121
Finland,FIN,2021,53099.13514
France,FRA,2021,43725.09995
Gabon,GAB,2021,8181.409141
Gambia,GMB,2021,781.8909252
Georgia,GEO,2021,5083.606955
Germany,DEU,2021,52349.246
Ghana,GHA,2021,2445.186625
Greece,GRC,2021,20654.7002
Grenada,GRD,2021,9617.289029
Guatemala,GTM,2021,4912.622404
Guinea,GIN,2021,1244.965505
Guinea-Bissau,GNB,2021,926.7809211
Guyana,GUY,2021,9860.870148
