Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2013,637.0870991
Albania,ALB,2013,4542.929036
Algeria,DZA,2013,5979.60139
Andorra,AND,2013,42470.32304
Angola,AGO,2013,5688.579162
Antigua and Barbuda,ATG,2013,15051.51136
Argentina,ARG,2013,12963.67577
Armenia,ARM,2013,3680.166922
Australia,AUS,2013,68476.67885
Austria,AUT,2013,50305.35458
Azerbaijan,AZE,2013,7875.345367
Bahamas,BHS,2013,27642.74198
Bahrain,BHR,2013,26989.76011
Bangladesh,BGD,2013,958.2629898
Barbados,BRB,2013,20410.20654
Belarus,BLR,2013,7998.080205
Belgium,BEL,2013,46964.59468
Belize,BLZ,2013,5957.349536
Benin,BEN,2013,1168.926993
Bhutan,BTN,2013,2679.952172
Bolivia,BOL,2013,2870.02377
Bosnia and Herzegovina,BIH,2013,5034.566348
Botswana,BWA,2013,6666.912196
Brazil,BRA,2013,12458.89034
Brunei,BRN,2013,44003.06443
Bulgaria,BGR,2013,7795.980921
Burkina Faso,BFA,2013,759.7620652
Burundi,BDI,2013,234.8447702
Cabo Verde,CPV,2013,3960.975968
Cambodia,KHM,2013,1305.660097
Cameroon,CMR,2013,1575.928821
Canada,CAN,2013,52638.11872
Central African Republic,CAF,2013,364.3669626
Chad,TCD,2013,1304.88743
Chile,CHL,2013,15683.54864
China,CHN,2013,7147.035186
Colombia,COL,2013,8279.102556
Comoros,COM,2013,1603.327971
Congo,COG,2013,3697.417059
Costa Rica,CRI,2013,10803.2402
Cote d'Ivoire,CIV,2013,1786.15862
Croatia,HRV,2013,14134.9475
Cuba,CUB,2013,6828.364282
Cyprus,CYP,2013,27764.73047
Czechia,CZE,2013,20260.4955
Democratic Republic of the Congo,COD,2013,460.3703349
Denmark,DNK,2013,61377.59406
Djibouti,DJI,2013,2075.944984
Dominica,DMA,2013,7822.217972
Dominican Republic,DOM,2013,6136.594293
Ecuador,ECU,2013,6109.290315
Egypt,EGY,2013,3025.525636
El Salvador,SLV,2013,3582.26694
Equatorial Guinea,GNQ,2013,16304.07132
