Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2019,496.6025043
Albania,ALB,2019,6069.439031
Algeria,DZA,2019,4468.453419
Andorra,AND,2019,41257.81646
Angola,AGO,2019,2493.678844
Antigua and Barbuda,ATG,2019,18896.37218
Argentina,ARG,2019,9955.974787
Armenia,ARM,2019,4597.228874
Australia,AUS,2019,55194.75851
Austria,AUT,2019,49885.99474
Azerbaijan,AZE,2019,4805.753718
Bahamas,BHS,2019,33640.33699
Bahrain,BHR,2019,27259.74386
Bangladesh,BGD,2019,2129.79897
Barbados,BRB,2019,21912.15012
Belarus,BLR,2019,6837.773396
Belgium,BEL,2019,46716.62275
Belize,BLZ,2019,6171.614498
Benin,BEN,2019,1130.821353
Bhutan,BTN,2019,3576.879871
Bolivia,BOL,2019,4203.154929
Bosnia and Herzegovina,BIH,2019,6122.375414
Botswana,BWA,2019,7172.089565
Brazil,BRA,2019,9029.833044
Brunei,BRN,2019,30426.57307
Bulgaria,BGR,2019,10353.72046
Burkina Faso,BFA,2019,764.8530778
Burundi,BDI,2019,234.3106159
Cabo Verde,CPV,2019,4380.781173
Cambodia,KHM,2019,2225.877055
Cameroon,CMR,2019,1555.226605
Canada,CAN,2019,46352.86934
Central African Republic,CAF,2019,449.2284676
Chad,TCD,2019,893.3364416
Chile,CHL,2019,14495.71672
China,CHN,2019,10342.90095
Colombia,COL,2019,6472.545449
Comoros,COM,2019,1510.232182
Congo,COG,2019,2488.424667
Costa Rica,CRI,2019,12884.686
Cote d'Ivoire,CIV,2019,2141.768362
Croatia,HRV,2019,15563.59873
Cuba,CUB,2019,9232.261159
Cyprus,CYP,2019,29227.17383
Czechia,CZE,2019,24062.719
Democratic Republic of the Congo,COD,2019,504.0041914
Denmark,DNK,2019,59404.26632
Djibouti,DJI,2019,2837.169023
Dominica,DMA,2019,9491.14996
Dominican Republic,DOM,2019,8183.016236
Ecuador,ECU,2019,6205.057652
Egypt,EGY,2019,2962.98892
El Salvador,SLV,2019,4320.116715
Equatorial Guinea,GNQ,2019,6804.149231
Eritrea,ERI,2019,
Estonia,EST,2019,24021.25014
Eswatini,SWZ,2019,3913.145775
Ethiopia,ETH,2019,793.4732472
Fiji,FJI,2019,5842.073446
Finland,FIN,2019,48358.18078
France,FRA,2019,40408.28486
Gabon,GAB,2019,7441.178647
Gambia,GMB,2019,738.186752
Georgia,GEO,2019,4741.283272
Germany,DEU,2019,47656.19974
Ghana,GHA,2019,2186.658227
Greece,GRC,2019,19335.3602
Grenada,GRD,2019,10462.79292
Guatemala,GTM,2019,4511.998396
Guinea,GIN,2019,1031.341465
Guinea-Bissau,GNB,2019,811.2164259
Guyana,GUY,2019,6405.824434
Haiti,HTI,2019,1352.172042
Honduras,HND,2019,2502.327443
Hungary,HUN,2019,17012.85986
Iceland,ISL,2019,69296.31444
India,IND,2019,2041.428637
Indonesia,IDN,2019,4106.948562
Iran,IRN,2019,3997.493545
Iraq,IRQ,2019,5671.856863
Ireland,IRL,2019,81827.66889
Israel,ISR,2019,44250.63136
Italy,ITA,2019,33812.78872
Jamaica,JAM,2019,6030.688964
Japan,JPN,2019,40415.95676
Jordan,JOR,2019,4170.1144
Kazakhstan,KAZ,2019,9457.126147
Kenya,KEN,2019,1960.408089
Kiribati,KIR,2019,1750.997719
Kuwait,KWT,2019,31707.87374
Kyrgyzstan,KGZ,2019,1421.999275
Laos,LAO,2019,2589.32081
Latvia,LVA,2019,17294.97516
Lebanon,LBN,2019,8905.880055
Lesotho,LSO,2019,1082.057068
Liberia,LBR,2019,658.1641808
Libya,LBY,2019,9963.194891
Liechtenstein,LIE,2019,166907.8393
Lithuania,LTU,2019,19608.79439
Luxembourg,LUX,2019,112696.6491
Madagascar,MDG,2019,499.8188376
Malawi,MWI,2019,580.8891398
Malaysia,MYS,2019,10920.19176
Maldives,MDV,2019,11740.2724
Mali,MLI,2019,971.9493186
Malta,MLT,2019,32421.91798
Marshall Islands,MHL,2019,5292.339855
Mauritania,MRT,2019,1767.072711
Mauritius,MUS,2019,11568.25334
Mexico,MEX,2019,10369.55536
Micronesia,FSM,2019,3572.659183
Moldova,MDA,2019,4405.334182
Monaco,MCO,2019,193746.7856
Mongolia,MNG,2019,4347.546103
Montenegro,MNE,2019,8749.023752
Morocco,MAR,2019,3508.097656
Mozambique,MOZ,2019,519.0925509
Myanmar,MMR,2019,1425.989542
Namibia,NAM,2019,4731.921032
Nauru,NRU,2019,10801.77057
Nepal,NPL,2019,1203.142947
Netherlands,NLD,2019,53554.90075
New Zealand,NZL,2019,42855.83186
Nicaragua,NIC,2019,1958.620515
Niger,NER,2019,561.6913043
Nigeria,NGA,2019,3189.812865
North Korea,PRK,2019,
North Macedonia,MKD,2019,6718.858266
Norway,NOR,2019,76430.58895
Oman,OMN,2019,19180.18642
Pakistan,PAK,2019,1390.41691
Palau,PLW,2019,15846.79685
Palestine,PSE,2019,3656.858271
Panama,PAN,2019,16477.90663
Papua New Guinea,PNG,2019,2575.772741
Paraguay,PRY,2019,5821.181995
Peru,PER,2019,7037.008037
Philippines,PHL,2019,3400.789498
Poland,POL,2019,15874.52205
Portugal,PRT,2019,23343.3629
Qatar,QAT,2019,66841.36232
Romania,ROU,2019,12909.6104
Russia,RUS,2019,11447.70117
Rwanda,RWA,2019,810.0514121
Saint Kitts and Nevis,KNA,2019,23595.49232
Saint Lucia,LCA,2019,11794.05972
Saint Vincent and the Grenadines,VCT,2019,8740.594252
Samoa,WSM,2019,4351.942349
San Marino,SMR,2019,46630.14431
Sao Tome and Principe,STP,2019,1935.293182
Saudi Arabia,SAU,2019,29566.79338
Senegal,SEN,2019,1431.181289
Serbia,SRB,2019,7755.632986
Seychelles,SYC,2019,19141.51187
Sierra Leone,SLE,2019,843.7125178
Singapore,SGP,2019,65952.0379
Slovakia,SVK,2019,19406.05897
Slovenia,SVN,2019,25814.16872
Solomon Islands,SLB,2019,2223.658909
Somalia,SOM,2019,539.9548162
South Africa,ZAF,2019,6533.71121
South Korea,KOR,2019,33826.94433
South Sudan,SSD,2019,
Spain,ESP,2019,29786.52457
Sri Lanka,LKA,2019,4081.947727
Sudan,SDN,2019,709.9752808
Suriname,SUR,2019,6629.667752
Sweden,SWE,2019,51648.98928
Switzerland,CHE,2019,84121.93103
Syria,SYR,2019,1109.53926
Tajikistan,TJK,2019,871.0223729
Tanzania,TZA,2019,1063.32251
Thailand,THA,2019,7605.696578
Timor-Leste,TLS,2019,1562.364581
Togo,TGO,2019,826.255209
Tonga,TON,2019,4788.833423
Trinidad and Tobago,TTO,2019,17212.61289
Tunisia,TUN,2019,3528.872133
Turkey,TUR,2019,9395.23378
Turkmenistan,TKM,2019,5998.001743
Tuvalu,TUV,2019,5115.13076
Uganda,UGA,2019,822.17115
Ukraine,UKR,2019,3619.861572
United Arab Emirates,ARE,2019,45938.60736
United Kingdom,GBR,2019,43158.74113
United States,USA,2019,64746.45068
Uruguay,URY,2019,18315.7317
Uzbekistan,UZB,2019,2041.384807
Vanuatu,VUT,2019,3207.446505
Venezuela,VEN,2019,2523.112752
Vietnam,VNM,2019,3440.900254
Yemen,YEM,2019,
Zambia,ZMB,2019,1258.986198
Zimbabwe,ZWE,2019,2184.329239
