Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2012,651.4171345
Albania,ALB,2012,4280.933163
Algeria,DZA,2012,6033.648847
Andorra,AND,2012,41500.55
Angola,AGO,2012,5702.453063
Antigua and Barbuda,ATG,2012,15639.80781
Argentina,ARG,2012,12949.71749
Armenia,ARM,2012,3511.563997
Australia,AUS,2012,68301.44025
Austria,AUT,2012,48250.40591
Azerbaijan,AZE,2012,7495.865277
Bahamas,BHS,2012,28552.02427
Bahrain,BHR,2012,26438.67332
Bangladesh,BGD,2012,859.6805364
Barbados,BRB,2012,20804.115
Belarus,BLR,2012,6953.215917
Belgium,BEL,2012,44874.17092
Belize,BLZ,2012,5732.665199
Benin,BEN,2012,1071.525837
Bhutan,BTN,2012,2751.212886
Bolivia,BOL,2012,2575.598571
Bosnia and Herzegovina,BIH,2012,4693.788991
Botswana,BWA,2012,6595.53845
Brazil,BRA,2012,12521.72385
Brunei,BRN,2012,46968.59712
Bulgaria,BGR,2012,7431.957895
Burkina Faso,BFA,2012,731.4701389
Burundi,BDI,2012,231.0987878
Cabo Verde,CPV,2012,3736.81517
Cambodia,KHM,2012,1192.80263
Cameroon,CMR,2012,1449.098744
Canada,CAN,2012,52670.34473
Central African Republic,CAF,2012,544.3958491
Chad,TCD,2012,1354.343447
Chile,CHL,2012,15241.907
China,CHN,2012,6405.057424
Colombia,COL,2012,8108.598382
Comoros,COM,2012,1490.315114
Congo,COG,2012,3732.327373
Costa Rica,CRI,2012,10126.9991
Cote d'Ivoire,CIV,2012,1546.946018
Croatia,HRV,2012,13507.78053
Cuba,CUB,2012,6470.836734
Cyprus,CYP,2012,28991.93555
Czechia,CZE,2012,20014.0354
Democratic Republic of the Congo,COD,2012,409.9314248
Denmark,DNK,2012,58443.77471
Djibouti,DJI,2012,1400.193579
Dominica,DMA,2012,7528.51002
Dominican Republic,DOM,2012,6013.81965
Ecuador,ECU,2012,5634.083932
Egypt,EGY,2012,2996.067707
El Salvador,SLV,2012,3497.912569
Equatorial Guinea,GNQ,2012,17308.57239
Eritrea,ERI,2012,
Estonia,EST,2012,17568.2138
Eswatini,SWZ,2012,4224.547892
Ethiopia,ETH,2012,452.1010319
Fiji,FJI,2012,4341.403387
Finland,FIN,2012,47551.67408
France,FRA,2012,40863.58144
Gabon,GAB,2012,9296.965879
Gambia,GMB,2012,692.5793616
Georgia,GEO,2012,4530.695334
Germany,DEU,2012,44718.01592
Ghana,GHA,2012,1543.775242
Greece,GRC,2012,21624.34605
Grenada,GRD,2012,7092.719854
Guatemala,GTM,2012,3286.619593
Guinea,GIN,2012,699.3533772
Guinea-Bissau,GNB,2012,635.4616533
Guyana,GUY,2012,5444.397519
Haiti,HTI,2012,1361.393966
Honduras,HND,2012,2126.034747
Hungary,HUN,2012,12950.15945
Iceland,ISL,2012,46594.98691
India,IND,2012,1429.321995
Indonesia,IDN,2012,3632.27254
Iran,IRN,2012,8114.080998
Iraq,IRQ,2012,6477.596185
Ireland,IRL,2012,49335.84081
Israel,ISR,2012,33321.43009
Italy,ITA,2012,34854.39494
Jamaica,JAM,2012,5340.833332
Japan,JPN,2012,49145.28043
Jordan,JOR,2012,4169.504701
Kazakhstan,KAZ,2012,12018.79665
Kenya,KEN,2012,1285.005362
Kiribati,KIR,2012,1843.553363
Kuwait,KWT,2012,52155.22258
Kyrgyzstan,KGZ,2012,1168.622447
Laos,LAO,2012,1563.565077
Latvia,LVA,2012,13329.34999
Lebanon,LBN,2012,8406.984056
Lesotho,LSO,2012,1217.930712
Liberia,LBR,2012,638.3687515
Libya,LBY,2012,14975.89028
Liechtenstein,LIE,2012,148842.0351
Lithuania,LTU,2012,14288.18535
Luxembourg,LUX,2012,112584.6763
Madagascar,MDG,2012,493.5111629
Malawi,MWI,2012,558.4620883
Malaysia,MYS,2012,10600.57442
Maldives,MDV,2012,7461.297037
Mali,MLI,2012,872.5060925
Malta,MLT,2012,22878.31309
Marshall Islands,MHL,2012,3514.265155
Mauritania,MRT,2012,1859.117332
Mauritius,MUS,2012,9421.525141
Mexico,MEX,2012,10744.13352
Micronesia,FSM,2012,2992.289161
Moldova,MDA,2012,3044.808432
Monaco,MCO,2012,165444.6514
Mongolia,MNG,2012,4328.890019
Montenegro,MNE,2012,6552.480717
Morocco,MAR,2012,3164.177246
Mozambique,MOZ,2012,685.6857482
Myanmar,MMR,2012,1202.665896
Namibia,NAM,2012,5942.64681
Nauru,NRU,2012,9842.770327
Nepal,NPL,2012,788.2029371
Netherlands,NLD,2012,50473.9442
New Zealand,NZL,2012,40053.69915
Nicaragua,NIC,2012,1784.69836
Niger,NER,2012,528.5101045
Nigeria,NGA,2012,2633.197347
North Korea,PRK,2012,
North Macedonia,MKD,2012,5049.826539
Norway,NOR,2012,102175.9193
Oman,OMN,2012,24642.29788
Pakistan,PAK,2012,1204.364755
Palau,PLW,2012,12137.17322
Palestine,PSE,2012,3067.438727
Panama,PAN,2012,11064.80637
Papua New Guinea,PNG,2012,2635.087363
Paraguay,PRY,2012,5642.169917
Peru,PER,2012,6519.37853
Philippines,PHL,2012,2614.616444
Poland,POL,2012,13087.42094
Portugal,PRT,2012,20593.42742
Qatar,QAT,2012,108470.387
Romania,ROU,2012,8929.953662
Russia,RUS,2012,15401.85156
Rwanda,RWA,2012,706.8172692
Saint Kitts and Nevis,KNA,2012,17532.0559
Saint Lucia,LCA,2012,9260.300066
Saint Vincent and the Grenadines,VCT,2012,6713.807686
Samoa,WSM,2012,3934.603208
San Marino,SMR,2012,47945.89917
Sao Tome and Principe,STP,2012,1192.020291
Saudi Arabia,SAU,2012,28733.43755
Senegal,SEN,2012,1326.837988
Serbia,SRB,2012,6263.040861
Seychelles,SYC,2012,12337.15547
Sierra Leone,SLE,2012,937.5044282
Singapore,SGP,2012,55547.55531
Slovakia,SVK,2012,17516.96911
Slovenia,SVN,2012,22442.14179
Solomon Islands,SLB,2012,2066.257386
Somalia,SOM,2012,350.2619467
South Africa,ZAF,2012,8076.976785
South Korea,KOR,2012,26600.54774
South Sudan,SSD,2012,1109.260501
Spain,ESP,2012,28456.44382
Sri Lanka,LKA,2012,3327.776137
Sudan,SDN,2012,1019.222107
Suriname,SUR,2012,8851.240507
Sweden,SWE,2012,57749.56154
Switzerland,CHE,2012,85836.20768
Syria,SYR,2012,1897.66115
Tajikistan,TJK,2012,952.4528197
Tanzania,TZA,2012,861.9699097
Thailand,THA,2012,5725.528028
Timor-Leste,TLS,2012,1022.619067
Togo,TGO,2012,762.3916238
Tonga,TON,2012,4384.170587
Trinidad and Tobago,TTO,2012,20332.13895
Tunisia,TUN,2012,4297.267825
Turkey,TUR,2012,11776.75934
Turkmenistan,TKM,2012,6053.874847
Tuvalu,TUV,2012,3598.461631
Uganda,UGA,2012,795.2228676
Ukraine,UKR,2012,3951.342285
United Arab Emirates,ARE,2012,53141.61243
United Kingdom,GBR,2012,42688.32637
United States,USA,2012,51708.40116
Uruguay,URY,2012,16259.59408
Uzbekistan,UZB,2012,2307.346491
Vanuatu,VUT,2012,3004.784167
Venezuela,VEN,2012,12607.23612
Vietnam,VNM,2012,2185.117677
Yemen,YEM,2012,1245.050683
Zambia,ZMB,2012,1710.050613
Zimbabwe,ZWE,2012,1239.227097
