Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,2010,560.6215055
Albania,ALB,2010,4149.144699
Algeria,DZA,2010,4912.785855
Andorra,AND,2010,42746.83039
Angola,AGO,2010,4101.637156
Antigua and Barbuda,ATG,2010,15217.39508
Argentina,ARG,2010,10260.13131
Armenia,ARM,2010,3041.344507
Australia,AUS,2010,52313.8939
Austria,AUT,2010,46611.13934
Azerbaijan,AZE,2010,5843.533768
Bahamas,BHS,2010,27473.10043
Bahrain,BHR,2010,21819.32911
Bangladesh,BGD,2010,757.3852804
Barbados,BRB,2010,20610.51507
Belarus,BLR,2010,6034.678852
Belgium,BEL,2010,44197.39367
Belize,BLZ,2010,5461.40736
Benin,BEN,2010,973.2442549
Bhutan,BTN,2010,2435.579806
Bolivia,BOL,2010,1929.783731
Bosnia and Herzegovina,BIH,2010,4506.478285
Botswana,BWA,2010,6215.732161
Brazil,BRA,2010,11403.284
Brunei,BRN,2010,34937.55554
Bulgaria,BGR,2010,6853.948055
Burkina Faso,BFA,2010,624.9572522
Burundi,BDI,2010,216.7277053
Cabo Verde,CPV,2010,3579.460061
Cambodia,KHM,2010,952.2746163
Cameroon,CMR,2010,1398.58702
Canada,CAN,2010,47560.6666
Central African Republic,CAF,2010,476.873787
Chad,TCD,2010,1141.800693
Chile,CHL,2010,12632.87047
China,CHN,2010,4629.245517
Colombia,COL,2010,6398.295845
Comoros,COM,2010,1386.574243
Congo,COG,2010,2946.557981
Costa Rica,CRI,2010,8265.788203
Cote d'Ivoire,CIV,2010,1553.54887
Croatia,HRV,2010,13729.7655
Cuba,CUB,2010,5272.267558
Cyprus,CYP,2010,31105.02734
Czechia,CZE,2010,20160.43551
Democratic Republic of the Congo,COD,2010,352.4003988
Denmark,DNK,2010,58104.54456
Djibouti,DJI,2010,1213.233526
Dominica,DMA,2010,7549.619647
Dominican Republic,DOM,2010,5478.624704
Ecuador,ECU,2010,4520.30959
Egypt,EGY,2010,2455.081946
El Salvador,SLV,2010,3040.07301
Equatorial Guinea,GNQ,2010,13720.16587
Eritrea,ERI,2010,539.6995121
Estonia,EST,2010,14663.7041
Eswatini,SWZ,2010,3922.740394
Ethiopia,ETH,2010,330.6194128
Fiji,FJI,2010,3449.144529
Finland,FIN,2010,46506.2919
France,FRA,2010,40694.82117
Gabon,GAB,2010,8356.74662
Gambia,GMB,2010,801.0333727
Georgia,GEO,2010,3281.729309
Germany,DEU,2010,42396.9666
Ghana,GHA,2010,1263.892518
Greece,GRC,2010,26653.0488
Grenada,GRD,2010,6909.601696
Guatemala,GTM,2010,2805.259602
Guinea,GIN,2010,659.2353262
Guinea-Bissau,GNB,2010,600.1942985
Guyana,GUY,2010,4581.761797
Haiti,HTI,2010,1209.727335
Honduras,HND,2010,1893.327227
Hungary,HUN,2010,13189.84339
Iceland,ISL,2010,43776.46774
India,IND,2010,1347.519391
Indonesia,IDN,2010,3065.683484
Iran,IRN,2010,6291.194437
Iraq,IRQ,2010,4461.751962
Ireland,IRL,2010,48623.96664
Israel,ISR,2010,31439.0887
