Country Name,Country Code,Year,Value
Afghanistan,AFG,2013,5.3
Albania,ALB,2013,
Algeria,DZA,2013,
Andorra,AND,2013,
Angola,AGO,2013,
Antigua and Barbuda,ATG,2013,
Argentina,ARG,2013,
Armenia,ARM,2013,
Australia,AUS,2013,
Austria,AUT,2013,
Azerbaijan,AZE,2013,14.1
Bahamas,BHS,2013,
Bahrain,BHR,2013,
Bangladesh,BGD,2013,1.6
Barbados,BRB,2013,
Belarus,BLR,2013,
Belgium,BEL,2013,
Belize,BLZ,2013,
Benin,BEN,2013,
Bhutan,BTN,2013,
Bolivia,BOL,2013,
Bosnia and Herzegovina,BIH,2013,
Botswana,BWA,2013,
Brazil,BRA,2013,
Brunei,BRN,2013,
Bulgaria,BGR,2013,
Burkina Faso,BFA,2013,0.8
Burundi,BDI,2013,
Cabo Verde,CPV,2013,
Cambodia,KHM,2013,
Cameroon,CMR,2013,
Canada,CAN,2013,
Central African Republic,CAF,2013,
Chad,TCD,2013,
Chile,CHL,2013,10.1
China,CHN,2013,9.1
Colombia,COL,2013,
Comoros,COM,2013,
Congo,COG,2013,
Costa Rica,CRI,2013,
Croatia,HRV,2013,
Cuba,CUB,2013,
Cyprus,CYP,2013,
Czechia,CZE,2013,
Côte d'Ivoire,CIV,2013,
Democratic Republic of the Congo,COD,2013,4.4
Denmark,DNK,2013,
Djibouti,DJI,2013,0.3
Dominica,DMA,2013,
Dominican Republic,DOM,2013,7.6
Ecuador,ECU,2013,
Egypt,EGY,2013,
El Salvador,SLV,2013,
Equatorial Guinea,GNQ,2013,
Eritrea,ERI,2013,
Estonia,EST,2013,
Eswatini,SWZ,2013,
Ethiopia,ETH,2013,
Fiji,FJI,2013,
Finland,FIN,2013,3.8
France,FRA,2013,
Gabon,GAB,2013,
Gambia,GMB,2013,3.2
Georgia,GEO,2013,
Germany,DEU,2013,
Ghana,GHA,2013,
Greece,GRC,2013,
Grenada,GRD,2013,
Guatemala,GTM,2013,
Guinea,GIN,2013,
Guinea-Bissau,GNB,2013,
Guyana,GUY,2013,
Haiti,HTI,2013,
Honduras,HND,2013,
Hungary,HUN,2013,
Iceland,ISL,2013,
India,IND,2013,
Indonesia,IDN,2013,11.5
Iran,IRN,2013,
Iraq,IRQ,2013,
Ireland,IRL,2013,
Israel,ISR,2013,
Italy,ITA,2013,
Jamaica,JAM,2013,
Japan,JPN,2013,
Jordan,JOR,2013,
Kazakhstan,KAZ,2013,
Kenya,KEN,2013,
Kiribati,KIR,2013,
Kuwait,KWT,2013,7.4
Kyrgyzstan,KGZ,2013,
Laos,LAO,2013,
Latvia,LVA,2013,
Lebanon,LBN,2013,
Lesotho,LSO,2013,
Liberia,LBR,2013,3.2
Libya,LBY,2013,
Liechtenstein,LIE,2013,
Lithuania,LTU,2013,
Luxembourg,LUX,2013,
Madagascar,MDG,2013,
Malawi,MWI,2013,
Malaysia,MYS,2013,
Maldives,MDV,2013,
Mali,MLI,2013,
Malta,MLT,2013,
Marshall Islands,MHL,2013,
Mauritania,MRT,2013,
Mauritius,MUS,2013,
Mexico,MEX,2013,
Micronesia,FSM,2013,
Moldova,MDA,2013,
Monaco,MCO,2013,
Mongolia,MNG,2013,10.5
Montenegro,MNE,2013,22.3
Morocco,MAR,2013,
Mozambique,MOZ,2013,
Myanmar,MMR,2013,
Namibia,NAM,2013,4.0
Nauru,NRU,2013,
Nepal,NPL,2013,
Netherlands,NLD,2013,
New Zealand,NZL,2013,
Nicaragua,NIC,2013,
Niger,NER,2013,0.4
Nigeria,NGA,2013,
North Korea,PRK,2013,
North Macedonia,MKD,2013,
Norway,NOR,2013,
Oman,OMN,2013,
Pakistan,PAK,2013,4.8
Palau,PLW,2013,
Palestine,PSE,2013,
Panama,PAN,2013,
Papua New Guinea,PNG,2013,
Paraguay,PRY,2013,
Peru,PER,2013,8.5
Philippines,PHL,2013,4.5
Poland,POL,2013,
Portugal,PRT,2013,
Qatar,QAT,2013,
Romania,ROU,2013,
Russia,RUS,2013,
Rwanda,RWA,2013,
Saint Kitts and Nevis,KNA,2013,
Saint Lucia,LCA,2013,
Saint Vincent and the Grenadines,VCT,2013,
Samoa,WSM,2013,
San Marino,SMR,2013,
Sao Tome and Principe,STP,2013,
Saudi Arabia,SAU,2013,
Senegal,SEN,2013,1.1
Serbia,SRB,2013,
Seychelles,SYC,2013,
Sierra Leone,SLE,2013,
Singapore,SGP,2013,
Slovakia,SVK,2013,
Slovenia,SVN,2013,
Solomon Islands,SLB,2013,
Somalia,SOM,2013,
South Africa,ZAF,2013,
South Korea,KOR,2013,
South Sudan,SSD,2013,
Spain,ESP,2013,
Sri Lanka,LKA,2013,
Sudan,SDN,2013,
Suriname,SUR,2013,
Sweden,SWE,2013,
Switzerland,CHE,2013,
Syria,SYR,2013,
Tajikistan,TJK,2013,
Tanzania,TZA,2013,5.1
Thailand,THA,2013,
Timor-Leste,TLS,2013,1.6
Togo,TGO,2013,
Tonga,TON,2013,
Trinidad and Tobago,TTO,2013,
Tunisia,TUN,2013,
Turkmenistan,TKM,2013,
Tuvalu,TUV,2013,
Türkiye,TUR,2013,11.1
Uganda,UGA,2013,
Ukraine,UKR,2013,
United Arab Emirates,ARE,2013,
United Kingdom,GBR,2013,7.7
United States,USA,2013,
Uruguay,URY,2013,10.1
Uzbekistan,UZB,2013,
Vanuatu,VUT,2013,4.9
Vatican City,VAT,2013,
Venezuela,VEN,2013,
Vietnam,VNM,2013,4.6
Yemen,YEM,2013,2.5
Zambia,ZMB,2013,6.2
Zimbabwe,ZWE,2013,
