Country Name,Country Code,Year,Value
Afghanistan,AFG,2017,
Albania,ALB,2017,16.4
Algeria,DZA,2017,
Andorra,AND,2017,
Angola,AGO,2017,
Antigua and Barbuda,ATG,2017,
Argentina,ARG,2017,
Armenia,ARM,2017,
Australia,AUS,2017,22.0
Austria,AUT,2017,
Azerbaijan,AZE,2017,
Bahamas,BHS,2017,
Bahrain,BHR,2017,
Bangladesh,BGD,2017,
Barbados,BRB,2017,
Belarus,BLR,2017,
Belgium,BEL,2017,
Belize,BLZ,2017,
Benin,BEN,2017,
Bhutan,BTN,2017,
Bolivia,BOL,2017,
Bosnia and Herzegovina,BIH,2017,
Botswana,BWA,2017,
Brazil,BRA,2017,
Brunei,BRN,2017,
Bulgaria,BGR,2017,
Burkina Faso,BFA,2017,1.7
Burundi,BDI,2017,
Cabo Verde,CPV,2017,
Cambodia,KHM,2017,
Cameroon,CMR,2017,
Canada,CAN,2017,
Central African Republic,CAF,2017,
Chad,TCD,2017,2.0
Chile,CHL,2017,
China,CHN,2017,8.5
Colombia,COL,2017,
Comoros,COM,2017,
Congo,COG,2017,
Costa Rica,CRI,2017,
Croatia,HRV,2017,
Cuba,CUB,2017,
Cyprus,CYP,2017,
Czechia,CZE,2017,
Côte d'Ivoire,CIV,2017,
Democratic Republic of the Congo,COD,2017,3.8
Denmark,DNK,2017,
Djibouti,DJI,2017,
Dominica,DMA,2017,
Dominican Republic,DOM,2017,
Ecuador,ECU,2017,
Egypt,EGY,2017,
El Salvador,SLV,2017,
Equatorial Guinea,GNQ,2017,
Eritrea,ERI,2017,
Estonia,EST,2017,
Eswatini,SWZ,2017,
Ethiopia,ETH,2017,
Fiji,FJI,2017,
Finland,FIN,2017,4.2
France,FRA,2017,
Gabon,GAB,2017,
Gambia,GMB,2017,
Georgia,GEO,2017,
Germany,DEU,2017,
Ghana,GHA,2017,1.4
Greece,GRC,2017,
Grenada,GRD,2017,
Guatemala,GTM,2017,
Guinea,GIN,2017,
Guinea-Bissau,GNB,2017,
Guyana,GUY,2017,
Haiti,HTI,2017,3.4
Honduras,HND,2017,
Hungary,HUN,2017,
Iceland,ISL,2017,
India,IND,2017,1.6
Indonesia,IDN,2017,
Iran,IRN,2017,2.9
Iraq,IRQ,2017,
Ireland,IRL,2017,
Israel,ISR,2017,
Italy,ITA,2017,
Jamaica,JAM,2017,
Japan,JPN,2017,
Jordan,JOR,2017,
Kazakhstan,KAZ,2017,
Kenya,KEN,2017,
Kiribati,KIR,2017,
Kuwait,KWT,2017,9.1
Kyrgyzstan,KGZ,2017,
Laos,LAO,2017,3.5
Latvia,LVA,2017,
Lebanon,LBN,2017,
Lesotho,LSO,2017,
Liberia,LBR,2017,
Libya,LBY,2017,
Liechtenstein,LIE,2017,
Lithuania,LTU,2017,
Luxembourg,LUX,2017,
Madagascar,MDG,2017,
Malawi,MWI,2017,1.6
Malaysia,MYS,2017,
Maldives,MDV,2017,4.9
Mali,MLI,2017,1.6
Malta,MLT,2017,
Marshall Islands,MHL,2017,4.1
Mauritania,MRT,2017,
Mauritius,MUS,2017,
Mexico,MEX,2017,
Micronesia,FSM,2017,
Moldova,MDA,2017,
Monaco,MCO,2017,
Mongolia,MNG,2017,
Montenegro,MNE,2017,
Morocco,MAR,2017,10.9
Mozambique,MOZ,2017,
Myanmar,MMR,2017,
Namibia,NAM,2017,
Nauru,NRU,2017,
Nepal,NPL,2017,
Netherlands,NLD,2017,
New Zealand,NZL,2017,
Nicaragua,NIC,2017,
Niger,NER,2017,
Nigeria,NGA,2017,
North Korea,PRK,2017,2.3
North Macedonia,MKD,2017,
Norway,NOR,2017,
Oman,OMN,2017,4.2
Pakistan,PAK,2017,
Palau,PLW,2017,
Palestine,PSE,2017,
Panama,PAN,2017,
Papua New Guinea,PNG,2017,
Paraguay,PRY,2017,
Peru,PER,2017,8.0
Philippines,PHL,2017,
Poland,POL,2017,
Portugal,PRT,2017,
Qatar,QAT,2017,
Romania,ROU,2017,
Russia,RUS,2017,
Rwanda,RWA,2017,
Saint Kitts and Nevis,KNA,2017,
Saint Lucia,LCA,2017,
Saint Vincent and the Grenadines,VCT,2017,
Samoa,WSM,2017,
San Marino,SMR,2017,
Sao Tome and Principe,STP,2017,
Saudi Arabia,SAU,2017,12.1
Senegal,SEN,2017,0.9
Serbia,SRB,2017,
Seychelles,SYC,2017,
Sierra Leone,SLE,2017,4.2
Singapore,SGP,2017,
Slovakia,SVK,2017,
Slovenia,SVN,2017,
Solomon Islands,SLB,2017,
Somalia,SOM,2017,
South Africa,ZAF,2017,11.8
South Korea,KOR,2017,4.3
South Sudan,SSD,2017,
Spain,ESP,2017,
Sri Lanka,LKA,2017,
Sudan,SDN,2017,
Suriname,SUR,2017,
Sweden,SWE,2017,
Switzerland,CHE,2017,
Syria,SYR,2017,
Tajikistan,TJK,2017,3.3
Tanzania,TZA,2017,
Thailand,THA,2017,
Timor-Leste,TLS,2017,
Togo,TGO,2017,1.5
Tonga,TON,2017,
Trinidad and Tobago,TTO,2017,
Tunisia,TUN,2017,
Turkmenistan,TKM,2017,
Tuvalu,TUV,2017,
Türkiye,TUR,2017,
Uganda,UGA,2017,
Ukraine,UKR,2017,
United Arab Emirates,ARE,2017,
United Kingdom,GBR,2017,9.8
United States,USA,2017,
Uruguay,URY,2017,
Uzbekistan,UZB,2017,4.6
Vanuatu,VUT,2017,
Vatican City,VAT,2017,
Venezuela,VEN,2017,
Vietnam,VNM,2017,5.9
Yemen,YEM,2017,
Zambia,ZMB,2017,
Zimbabwe,ZWE,2017,
