Country Name,Country Code,Year,Value
Afghanistan,AFG,2010,45.3
Albania,ALB,2010,19.3
Algeria,DZA,2010,13.4
Andorra,AND,2010,
Angola,AGO,2010,30.8
Antigua and Barbuda,ATG,2010,
Argentina,ARG,2010,7.0
Armenia,ARM,2010,16.6
Australia,AUS,2010,3.2
Austria,AUT,2010,
Azerbaijan,AZE,2010,19.3
Bahamas,BHS,2010,
Bahrain,BHR,2010,7.0
Bangladesh,BGD,2010,41.3
Barbados,BRB,2010,7.8
Belarus,BLR,2010,2.8
Belgium,BEL,2010,3.0
Belize,BLZ,2010,19.2
Benin,BEN,2010,34.9
Bhutan,BTN,2010,32.4
Bolivia,BOL,2010,22.6
Bosnia and Herzegovina,BIH,2010,9.9
Botswana,BWA,2010,26.2
Brazil,BRA,2010,6.7
Brunei,BRN,2010,18.4
Bulgaria,BGR,2010,7.7
Burkina Faso,BFA,2010,35.3
Burundi,BDI,2010,56.8
Cabo Verde,CPV,2010,9.5
Cambodia,KHM,2010,37.6
Cameroon,CMR,2010,33.7
Canada,CAN,2010,
Central African Republic,CAF,2010,40.8
Chad,TCD,2010,38.9
Chile,CHL,2010,1.9
China,CHN,2010,8.8
Colombia,COL,2010,13.2
Comoros,COM,2010,35.0
Congo,COG,2010,25.4
Costa Rica,CRI,2010,6.4
Cote d'Ivoire,CIV,2010,30.1
Croatia,HRV,2010,
Cuba,CUB,2010,7.4
Cyprus,CYP,2010,
Czechia,CZE,2010,2.5
Democratic Republic of the Congo,COD,2010,43.6
Denmark,DNK,2010,
Djibouti,DJI,2010,29.4
Dominica,DMA,2010,
Dominican Republic,DOM,2010,8.4
Ecuador,ECU,2010,26.9
Egypt,EGY,2010,25.4
El Salvador,SLV,2010,17.4
Equatorial Guinea,GNQ,2010,27.5
Eritrea,ERI,2010,51.3
Estonia,EST,2010,1.4
Eswatini,SWZ,2010,30.2
Ethiopia,ETH,2010,44.6
Fiji,FJI,2010,7.3
Finland,FIN,2010,1.7
France,FRA,2010,
Gabon,GAB,2010,19.0
Gambia,GMB,2010,24.0
Georgia,GEO,2010,10.4
Germany,DEU,2010,1.5
Ghana,GHA,2010,24.5
Greece,GRC,2010,1.8
Grenada,GRD,2010,
Guatemala,GTM,2010,49.1
Guinea,GIN,2010,34.8
Guinea-Bissau,GNB,2010,28.7
Guyana,GUY,2010,16.5
Haiti,HTI,2010,24.1
Honduras,HND,2010,24.2
Hungary,HUN,2010,
Iceland,ISL,2010,
India,IND,2010,43.8
Indonesia,IDN,2010,37.0
Iran,IRN,2010,6.1
Iraq,IRQ,2010,22.6
Ireland,IRL,2010,2.7
Israel,ISR,2010,
Italy,ITA,2010,
Jamaica,JAM,2010,6.1
Japan,JPN,2010,6.8
Jordan,JOR,2010,8.2
Kazakhstan,KAZ,2010,12.7
Kenya,KEN,2010,31.9
Kiribati,KIR,2010,17.1
Kuwait,KWT,2010,4.9
Kyrgyzstan,KGZ,2010,17.6
Laos,LAO,2010,42.8
Latvia,LVA,2010,2.3
Lebanon,LBN,2010,13.7
Lesotho,LSO,2010,39.1
Liberia,LBR,2010,36.5
Libya,LBY,2010,27.7
Liechtenstein,LIE,2010,
Lithuania,LTU,2010,2.0
Luxembourg,LUX,2010,
Madagascar,MDG,2010,50.1
Malawi,MWI,2010,46.8
Malaysia,MYS,2010,17.8
Maldives,MDV,2010,17.9
Mali,MLI,2010,31.1
Malta,MLT,2010,5.5
Marshall Islands,MHL,2010,39.5
Mauritania,MRT,2010,26.6
Mauritius,MUS,2010,8.6
Mexico,MEX,2010,14.1
Micronesia,FSM,2010,
Moldova,MDA,2010,7.5
Monaco,MCO,2010,
Mongolia,MNG,2010,14.9
Montenegro,MNE,2010,8.6
Morocco,MAR,2010,16.6
Mozambique,MOZ,2010,43.6
Myanmar,MMR,2010,33.0
Namibia,NAM,2010,26.1
Nauru,NRU,2010,22.3
Nepal,NPL,2010,42.8
Netherlands,NLD,2010,1.5
New Zealand,NZL,2010,
Nicaragua,NIC,2010,
Niger,NER,2010,46.0
Nigeria,NGA,2010,38.0
North Korea,PRK,2010,29.2
North Macedonia,MKD,2010,6.6
Norway,NOR,2010,
Oman,OMN,2010,11.4
Pakistan,PAK,2010,44.9
Palau,PLW,2010,
Palestine,PSE,2010,11.1
Panama,PAN,2010,21.2
Papua New Guinea,PNG,2010,47.3
Paraguay,PRY,2010,11.6
Peru,PER,2010,21.1
Philippines,PHL,2010,32.7
Poland,POL,2010,2.2
Portugal,PRT,2010,4.1
Qatar,QAT,2010,6.5
Romania,ROU,2010,9.5
Russia,RUS,2010,
Rwanda,RWA,2010,44.4
Saint Kitts and Nevis,KNA,2010,
Saint Lucia,LCA,2010,2.4
Saint Vincent and the Grenadines,VCT,2010,
Samoa,WSM,2010,4.8
San Marino,SMR,2010,
Sao Tome and Principe,STP,2010,20.8
Saudi Arabia,SAU,2010,12.7
Senegal,SEN,2010,18.7
Serbia,SRB,2010,6.5
Seychelles,SYC,2010,8.2
Sierra Leone,SLE,2010,35.1
Singapore,SGP,2010,3.4
Slovakia,SVK,2010,
Slovenia,SVN,2010,
Solomon Islands,SLB,2010,32.7
Somalia,SOM,2010,30.8
South Africa,ZAF,2010,23.1
South Korea,KOR,2010,2.0
South Sudan,SSD,2010,32.1
Spain,ESP,2010,
Sri Lanka,LKA,2010,17.2
Sudan,SDN,2010,36.6
Suriname,SUR,2010,8.9
Sweden,SWE,2010,
Switzerland,CHE,2010,
Syria,SYR,2010,27.2
Tajikistan,TJK,2010,28.8
Tanzania,TZA,2010,39.8
Thailand,THA,2010,15.2
