Country Name,Country Code,Year,Value
Afghanistan,AFG,2014,42.5
Albania,ALB,2014,14.6
Algeria,DZA,2014,11.2
Andorra,AND,2014,
Angola,AGO,2014,33.5
Antigua and Barbuda,ATG,2014,
Argentina,ARG,2014,7.5
Armenia,ARM,2014,12.3
Australia,AUS,2014,3.5
Austria,AUT,2014,
Azerbaijan,AZE,2014,14.0
Bahamas,BHS,2014,
Bahrain,BHR,2014,6.1
Bangladesh,BGD,2014,35.6
Barbados,BRB,2014,7.1
Belarus,BLR,2014,2.0
Belgium,BEL,2014,2.7
Belize,BLZ,2014,16.1
Benin,BEN,2014,33.9
Bhutan,BTN,2014,26.3
Bolivia,BOL,2014,17.8
Bosnia and Herzegovina,BIH,2014,8.8
Botswana,BWA,2014,23.2
Brazil,BRA,2014,6.8
Brunei,BRN,2014,15.8
Bulgaria,BGR,2014,6.8
Burkina Faso,BFA,2014,28.7
Burundi,BDI,2014,54.5
Cabo Verde,CPV,2014,7.5
Cambodia,KHM,2014,30.6
Cameroon,CMR,2014,31.2
Canada,CAN,2014,
Central African Republic,CAF,2014,39.7
Chad,TCD,2014,36.1
Chile,CHL,2014,1.8
China,CHN,2014,6.6
Colombia,COL,2014,12.4
Comoros,COM,2014,28.5
Congo,COG,2014,21.6
Costa Rica,CRI,2014,7.1
Cote d'Ivoire,CIV,2014,27.2
Croatia,HRV,2014,
Cuba,CUB,2014,7.2
Cyprus,CYP,2014,
Czechia,CZE,2014,2.4
Democratic Republic of the Congo,COD,2014,42.6
Denmark,DNK,2014,
Djibouti,DJI,2014,26.5
Dominica,DMA,2014,
Dominican Republic,DOM,2014,7.7
Ecuador,ECU,2014,22.1
Egypt,EGY,2014,20.5
El Salvador,SLV,2014,13.9
Equatorial Guinea,GNQ,2014,22.9
Eritrea,ERI,2014,51.5
Estonia,EST,2014,1.3
Eswatini,SWZ,2014,26.0
Ethiopia,ETH,2014,40.4
Fiji,FJI,2014,6.8
Finland,FIN,2014,1.6
France,FRA,2014,
Gabon,GAB,2014,16.3
Gambia,GMB,2014,21.1
Georgia,GEO,2014,8.0
Germany,DEU,2014,1.6
Ghana,GHA,2014,20.5
Greece,GRC,2014,1.8
Grenada,GRD,2014,
Guatemala,GTM,2014,46.8
Guinea,GIN,2014,32.5
Guinea-Bissau,GNB,2014,27.8
Guyana,GUY,2014,13.0
Haiti,HTI,2014,22.5
Honduras,HND,2014,20.8
Hungary,HUN,2014,
Iceland,ISL,2014,
India,IND,2014,39.6
Indonesia,IDN,2014,32.2
Iran,IRN,2014,5.5
Iraq,IRQ,2014,17.3
Ireland,IRL,2014,2.4
Israel,ISR,2014,
Italy,ITA,2014,
Jamaica,JAM,2014,6.3
Japan,JPN,2014,6.4
Jordan,JOR,2014,7.7
Kazakhstan,KAZ,2014,9.7
Kenya,KEN,2014,26.5
Kiribati,KIR,2014,16.0
Kuwait,KWT,2014,5.0
Kyrgyzstan,KGZ,2014,14.4
Laos,LAO,2014,38.3
Latvia,LVA,2014,2.0
Lebanon,LBN,2014,10.1
Lesotho,LSO,2014,36.0
Liberia,LBR,2014,32.7
Libya,LBY,2014,23.1
Liechtenstein,LIE,2014,
Lithuania,LTU,2014,1.8
Luxembourg,LUX,2014,
Madagascar,MDG,2014,46.5
Malawi,MWI,2014,40.5
Malaysia,MYS,2014,19.0
Maldives,MDV,2014,15.7
Mali,MLI,2014,27.8
Malta,MLT,2014,4.6
Marshall Islands,MHL,2014,36.3
Mauritania,MRT,2014,24.4
Mauritius,MUS,2014,8.1
Mexico,MEX,2014,12.7
Micronesia,FSM,2014,
Moldova,MDA,2014,6.2
Monaco,MCO,2014,
Mongolia,MNG,2014,10.6
Montenegro,MNE,2014,8.4
Morocco,MAR,2014,15.1
Mozambique,MOZ,2014,41.9
Myanmar,MMR,2014,29.9
Namibia,NAM,2014,22.2
Nauru,NRU,2014,19.7
Nepal,NPL,2014,37.0
Netherlands,NLD,2014,1.5
New Zealand,NZL,2014,
Nicaragua,NIC,2014,
Niger,NER,2014,44.7
Nigeria,NGA,2014,36.2
North Korea,PRK,2014,23.4
North Macedonia,MKD,2014,5.1
Norway,NOR,2014,
Oman,OMN,2014,11.4
Pakistan,PAK,2014,42.6
Palau,PLW,2014,
Palestine,PSE,2014,9.5
Panama,PAN,2014,19.0
Papua New Guinea,PNG,2014,47.9
Paraguay,PRY,2014,7.7
Peru,PER,2014,15.8
Philippines,PHL,2014,31.3
Poland,POL,2014,1.6
Portugal,PRT,2014,3.6
