Country Name,Country Code,Year,Prevalence of Undernourishment
Afghanistan,AFG,2020,27.5
Albania,ALB,2020,5.4
Algeria,DZA,2020,2.5
Andorra,AND,2020,
Angola,AGO,2020,20.8
Antigua and Barbuda,ATG,2020,
Argentina,ARG,2020,3.5
Armenia,ARM,2020,2.5
Australia,AUS,2020,2.5
Austria,AUT,2020,2.5
Azerbaijan,AZE,2020,2.5
Bahamas,BHS,2020,
Bahrain,BHR,2020,
Bangladesh,BGD,2020,10.8
Barbados,BRB,2020,3.4
Belarus,BLR,2020,2.5
Belgium,BEL,2020,2.5
Belize,BLZ,2020,5.0
Benin,BEN,2020,11.7
Bhutan,BTN,2020,
Bolivia,BOL,2020,16.0
Bosnia and Herzegovina,BIH,2020,2.5
Botswana,BWA,2020,22.8
Brazil,BRA,2020,2.8
Brunei,BRN,2020,
Bulgaria,BGR,2020,2.8
Burkina Faso,BFA,2020,14.9
Burundi,BDI,2020,
Cabo Verde,CPV,2020,12.6
Cambodia,KHM,2020,5.6
Cameroon,CMR,2020,5.9
Canada,CAN,2020,2.5
Central African Republic,CAF,2020,26.6
Chad,TCD,2020,30.1
Chile,CHL,2020,2.5
China,CHN,2020,2.5
Colombia,COL,2020,4.2
Comoros,COM,2020,14.3
Congo,COG,2020,27.7
Costa Rica,CRI,2020,2.5
Croatia,HRV,2020,2.5
Cuba,CUB,2020,
Cyprus,CYP,2020,2.5
Czechia,CZE,2020,2.5
Côte d'Ivoire,CIV,2020,9.2
Democratic Republic of the Congo,COD,2020,35.2
Denmark,DNK,2020,2.5
Djibouti,DJI,2020,12.0
Dominica,DMA,2020,5.2
Dominican Republic,DOM,2020,5.9
Ecuador,ECU,2020,13.4
Egypt,EGY,2020,7.1
El Salvador,SLV,2020,6.6
Equatorial Guinea,GNQ,2020,
Eritrea,ERI,2020,
Estonia,EST,2020,2.5
Eswatini,SWZ,2020,11.4
Ethiopia,ETH,2020,20.3
Fiji,FJI,2020,6.2
Finland,FIN,2020,2.5
France,FRA,2020,2.5
Gabon,GAB,2020,19.7
Gambia,GMB,2020,18.0
Georgia,GEO,2020,5.1
Germany,DEU,2020,2.5
Ghana,GHA,2020,5.7
Greece,GRC,2020,2.5
Grenada,GRD,2020,
Guatemala,GTM,2020,13.5
Guinea,GIN,2020,11.1
Guinea-Bissau,GNB,2020,16.7
Guyana,GUY,2020,2.5
Haiti,HTI,2020,43.6
Honduras,HND,2020,13.7
Hungary,HUN,2020,2.5
Iceland,ISL,2020,2.5
India,IND,2020,13.4
Indonesia,IDN,2020,6.6
Iran,IRN,2020,6.9
Iraq,IRQ,2020,15.1
Ireland,IRL,2020,2.5
Israel,ISR,2020,2.5
Italy,ITA,2020,2.5
Jamaica,JAM,2020,7.0
Japan,JPN,2020,
Jordan,JOR,2020,15.2
Kazakhstan,KAZ,2020,2.5
Kenya,KEN,2020,26.3
Kiribati,KIR,2020,4.5
Kuwait,KWT,2020,2.5
Kyrgyzstan,KGZ,2020,5.2
Laos,LAO,2020,
Latvia,LVA,2020,2.5
Lebanon,LBN,2020,9.1
Lesotho,LSO,2020,
Liberia,LBR,2020,37.5
Libya,LBY,2020,14.5
Liechtenstein,LIE,2020,
Lithuania,LTU,2020,2.5
Luxembourg,LUX,2020,2.5
Madagascar,MDG,2020,40.6
Malawi,MWI,2020,19.9
Malaysia,MYS,2020,2.7
Maldives,MDV,2020,
Mali,MLI,2020,4.7
Malta,MLT,2020,2.5
Marshall Islands,MHL,2020,
Mauritania,MRT,2020,7.0
Mauritius,MUS,2020,7.5
Mexico,MEX,2020,3.1
Micronesia,FSM,2020,
Moldova,MDA,2020,2.5
Monaco,MCO,2020,
Mongolia,MNG,2020,4.3
