Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2020,72.18207102
Albania,ALB,2020,95.06803815
Algeria,DZA,2020,92.13782427
Andorra,AND,2020,99.99999522
Angola,AGO,2020,64.94403054
Antigua and Barbuda,ATG,2020,98.92249415
Argentina,ARG,2020,
Armenia,ARM,2020,99.45611379
Australia,AUS,2020,99.96981571
Austria,AUT,2020,99.99999759
Azerbaijan,AZE,2020,94.15970034
Bahamas,BHS,2020,
Bahrain,BHR,2020,99.91989902
Bangladesh,BGD,2020,98.27257197
Barbados,BRB,2020,99.0199304
Belarus,BLR,2020,99.26234808
Belgium,BEL,2020,100
Belize,BLZ,2020,94.39188099
Benin,BEN,2020,68.31295056
Bhutan,BTN,2020,99.07752054
Bolivia,BOL,2020,91.66950867
Bosnia and Herzegovina,BIH,2020,96.12879307
Botswana,BWA,2020,91.54613652
Brazil,BRA,2020,99.07206777
Brunei,BRN,2020,100
Bulgaria,BGR,2020,99.2544597
Burkina Faso,BFA,2020,50.38626379
Burundi,BDI,2020,64.40287162
C̫te d'Ivoire,CIV,2020,75.98706809
Cabo Verde,CPV,2020,88.53256581
Cambodia,KHM,2020,78.64848572
Cameroon,CMR,2020,69.29764588
Canada,CAN,2020,98.49524424
Central African Republic,CAF,2020,37.2024025
Chad,TCD,2020,51.19537861
Chile,CHL,2020,98.67139119
China,CHN,2020,93.97052708
Colombia,COL,2020,96.30258369
Comoros,COM,2020,85.47501155
Congo,COG,2020,73.29368
Costa Rica,CRI,2020,99.81053945
Croatia,HRV,2020,99.90197533
Cuba,CUB,2020,94.31250429
Cyprus,CYP,2020,99.74553739
Czechia,CZE,2020,98.73217885
Democratic Republic of the Congo,COD,2020,35.51044941
Denmark,DNK,2020,100
Djibouti,DJI,2020,78.731755
Dominica,DMA,2020,96.57488931
Dominican Republic,DOM,2020,96.89989553
Ecuador,ECU,2020,91.47429979
Egypt,EGY,2020,97.57053292
El Salvador,SLV,2020,89.99236109
Equatorial Guinea,GNQ,2020,
Eritrea,ERI,2020,
Estonia,EST,2020,99.99452554
Eswatini,SWZ,2020,75.51361919
Ethiopia,ETH,2020,49.65504516
Fiji,FJI,2020,95.41835689
Finland,FIN,2020,99.99999889
France,FRA,2020,100
Gabon,GAB,2020,87.73930041
Gambia,GMB,2020,85.06803269
Georgia,GEO,2020,96.73828232
Germany,DEU,2020,99.99999884
Ghana,GHA,2020,85.80527952
Greece,GRC,2020,99.99999903
Grenada,GRD,2020,
Guatemala,GTM,2020,92.31381796
Guinea,GIN,2020,69.44836643
Guinea-Bissau,GNB,2020,61.40237091
Guyana,GUY,2020,95.05169665
Haiti,HTI,2020,70.48807632
Honduras,HND,2020,94.33010838
Hungary,HUN,2020,99.74371644
Iceland,ISL,2020,99.99999645
India,IND,2020,93.09773091
Indonesia,IDN,2020,89.08516061
Iran,IRN,2020,97.39605984
Iraq,IRQ,2020,98.35990442
Ireland,IRL,2020,97.02985062
Israel,ISR,2020,99.99999765
Italy,ITA,2020,99.91703407
Jamaica,JAM,2020,88.89772732
Japan,JPN,2020,99.07839627
Jordan,JOR,2020,99.17127303
Kazakhstan,KAZ,2020,96.92176575
