Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2023,78.92656439
Albania,ALB,2023,95.10720754
Algeria,DZA,2023,92.37264047
Andorra,AND,2023,100
Angola,AGO,2023,67.22442526
Antigua and Barbuda,ATG,2023,98.92274641
Argentina,ARG,2023,
Armenia,ARM,2023,99.92220362
Australia,AUS,2023,99.96968414
Austria,AUT,2023,100
Azerbaijan,AZE,2023,96.84903859
Bahamas,BHS,2023,
Bahrain,BHR,2023,99.91989902
Bangladesh,BGD,2023,98.68166836
Barbados,BRB,2023,99.16263475
Belarus,BLR,2023,99.87558464
Belgium,BEL,2023,99.99999731
Belize,BLZ,2023,94.82988211
Benin,BEN,2023,69.27529138
Bhutan,BTN,2023,99.4298614
Bolivia,BOL,2023,92.96477259
Bosnia and Herzegovina,BIH,2023,96.09810211
Botswana,BWA,2023,91.72365508
Brazil,BRA,2023,99.89805951
Brunei,BRN,2023,100
Bulgaria,BGR,2023,99.20173319
Burkina Faso,BFA,2023,49.46066067
Burundi,BDI,2023,65.80698817
CÃ´te d'Ivoire,CIV,2023,76.98788545
Cabo Verde,CPV,2023,91.14605423
Cambodia,KHM,2023,81.88886888
Cameroon,CMR,2023,70.71671015
Canada,CAN,2023,98.29050397
Central African Republic,CAF,2023,36.39725974
Chad,TCD,2023,52.09835696
Chile,CHL,2023,98.98902509
China,CHN,2023,96.08834131
Colombia,COL,2023,96.94965897
Comoros,COM,2023,85.15752566
Congo,COG,2023,
Costa Rica,CRI,2023,99.81430359
Croatia,HRV,2023,99.9028642
Cuba,CUB,2023,95.02363455
Cyprus,CYP,2023,99.72107894
Czechia,CZE,2023,98.73360657
Democratic Republic of the Congo,COD,2023,35.40344619
Denmark,DNK,2023,99.99999772
Djibouti,DJI,2023,79.42863449
Dominica,DMA,2023,96.89156167
Dominican Republic,DOM,2023,97.41074604
Ecuador,ECU,2023,91.85980757
Egypt,EGY,2023,97.36519447
El Salvador,SLV,2023,91.15485432
Equatorial Guinea,GNQ,2023,
Eritrea,ERI,2023,
Estonia,EST,2023,100
Eswatini,SWZ,2023,79.15637919
Ethiopia,ETH,2023,54.12560093
Fiji,FJI,2023,95.52378425
Finland,FIN,2023,99.99999887
France,FRA,2023,100
Gabon,GAB,2023,88.47926133
Gambia,GMB,2023,86.71557398
Georgia,GEO,2023,97.15383588
Germany,DEU,2023,99.99999706
Ghana,GHA,2023,88.8910496
Greece,GRC,2023,99.99999841
Grenada,GRD,2023,
Guatemala,GTM,2023,92.97013355
Guinea,GIN,2023,73.37436766
Guinea-Bissau,GNB,2023,61.72182825
Guyana,GUY,2023,95.64461473
Haiti,HTI,2023,72.63512345
Honduras,HND,2023,95.43487734
Hungary,HUN,2023,100
Iceland,ISL,2023,100
India,IND,2023,95.0740566
Indonesia,IDN,2023,89.35784822
Iran,IRN,2023,97.74255287
Iraq,IRQ,2023,98.39504697
Ireland,IRL,2023,97.08146331
Israel,ISR,2023,99.99999698
Italy,ITA,2023,99.91703407
Jamaica,JAM,2023,87.89503078
Japan,JPN,2023,99.18316797
Jordan,JOR,2023,99.25773071
Kazakhstan,KAZ,2023,97.83281397
Kenya,KEN,2023,64.78207886
Kiribati,KIR,2023,78.88737287
Kuwait,KWT,2023,100
Kyrgyzstan,KGZ,2023,94.30004167
Laos,LAO,2023,92.62571643
Latvia,LVA,2023,98.73737065
Lebanon,LBN,2023,92.6
Lesotho,LSO,2023,77.48145149
Liberia,LBR,2023,78.18001393
Libya,LBY,2023,96.0816028
Liechtenstein,LIE,2023,100
Lithuania,LTU,2023,99.91756591
Luxembourg,LUX,2023,99.99999936
Madagascar,MDG,2023,54.49694303
Malawi,MWI,2023,72.22855225
Malaysia,MYS,2023,97.89193852
Maldives,MDV,2023,99.73018827
Mali,MLI,2023,85.07893288
Malta,MLT,2023,100
Marshall Islands,MHL,2023,87.47256135
Mauritania,MRT,2023,76.41659461
Mauritius,MUS,2023,99.90241226
Mexico,MEX,2023,99.40951961
Micronesia,FSM,2023,
Moldova,MDA,2023,92.27455838
Monaco,MCO,2023,100
Mongolia,MNG,2023,85.31151265
Montenegro,MNE,2023,99.28109677
Morocco,MAR,2023,91.23110356
Mozambique,MOZ,2023,64.51575889
Myanmar,MMR,2023,85.63245923
Namibia,NAM,2023,86.14104325
Nauru,NRU,2023,97.87213585
Nepal,NPL,2023,93.11696382
Netherlands,NLD,2023,100
New Zealand,NZL,2023,99.99999997
Nicaragua,NIC,2023,
Niger,NER,2023,52.75525213
Nigeria,NGA,2023,81.0772897
North Korea,PRK,2023,93.91091775
North Macedonia,MKD,2023,98.18668587
Norway,NOR,2023,99.99999543
Oman,OMN,2023,92.55988896
Pakistan,PAK,2023,90.68158723
Palau,PLW,2023,99.52996855
Palestine,PSE,2023,98.77635867
Panama,PAN,2023,95.05984393
Papua New Guinea,PNG,2023,52.33591688
Paraguay,PRY,2023,99.60096123
Peru,PER,2023,95.07192332
Philippines,PHL,2023,95.46550603
Poland,POL,2023,90.64848412
Portugal,PRT,2023,99.27622106
Qatar,QAT,2023,99.98897214
Romania,ROU,2023,99.99999747
Russia,RUS,2023,96.86701251
Rwanda,RWA,2023,60.82904236
Saint Kitts and Nevis,KNA,2023,
Saint Lucia,LCA,2023,98.09668767
Saint Vincent and the Grenadines,VCT,2023,
Samoa,WSM,2023,98.93023485
San Marino,SMR,2023,99.99999888
Sao Tome and Principe,STP,2023,77.76274402
Saudi Arabia,SAU,2023,99.04235877
Senegal,SEN,2023,86.91556682
Serbia,SRB,2023,95.4072535
Seychelles,SYC,2023,97.5539573
Sierra Leone,SLE,2023,66.91397587
Singapore,SGP,2023,100
Slovakia,SVK,2023,99.78664736
Slovenia,SVN,2023,99.5745942
Solomon Islands,SLB,2023,71.48847188
Somalia,SOM,2023,72.82406418
South Africa,ZAF,2023,90.43869658
South Korea,KOR,2023,99.97997164
South Sudan,SSD,2023,39.62664224
Spain,ESP,2023,99.92492972
Sri Lanka,LKA,2023,90.19502841
Sudan,SDN,2023,64.00166974
Suriname,SUR,2023,97.99523483
Sweden,SWE,2023,99.76023543
Switzerland,CHE,2023,100
Syria,SYR,2023,94.10203424
TÃ¼rkiye,TUR,2023,95.97844177
Tajikistan,TJK,2023,89.16843911
Tanzania,TZA,2023,63.06608841
Thailand,THA,2023,100
Timor-Leste,TLS,2023,85.94146319
Togo,TGO,2023,63.7824051
Tonga,TON,2023,98.85773197
Trinidad and Tobago,TTO,2023,99.12034151
Tunisia,TUN,2023,96.33779946
Turkmenistan,TKM,2023,99.92815776
Tuvalu,TUV,2023,98.76104726
Uganda,UGA,2023,61.31152342
Ukraine,UKR,2023,93.51732966
United Arab Emirates,ARE,2023,99.99999707
United Kingdom,GBR,2023,100
United States,USA,2023,99.9804979
Uruguay,URY,2023,99.61720685
Uzbekistan,UZB,2023,96.9565254
Vanuatu,VUT,2023,87.05448516
Vatican City,VAT,2023,
Venezuela,VEN,2023,93.33161099
Vietnam,VNM,2023,98.16066265
Yemen,YEM,2023,73.32776421
Zambia,ZMB,2023,72.35900478
Zimbabwe,ZWE,2023,67.18491903
