Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2015,60.51534767
Albania,ALB,2015,93.39432796
Algeria,DZA,2015,91.4201507
Andorra,AND,2015,100
Angola,AGO,2015,58.6196312
Antigua and Barbuda,ATG,2015,98.5296966
Argentina,ARG,2015,98.98230767
Armenia,ARM,2015,99.21989343
Australia,AUS,2015,99.97000649
Austria,AUT,2015,100
Azerbaijan,AZE,2015,89.44303943
Bahamas,BHS,2015,98.94526121
Bahrain,BHR,2015,99.92959062
Bangladesh,BGD,2015,97.40314382
Barbados,BRB,2015,98.78208981
Belarus,BLR,2015,98.82922619
Belgium,BEL,2015,99.99999776
Belize,BLZ,2015,93.11587631
Benin,BEN,2015,66.62402615
Bhutan,BTN,2015,96.4055382
Bolivia,BOL,2015,89.38567647
Bosnia and Herzegovina,BIH,2015,96.06944035
Botswana,BWA,2015,87.99527136
Brazil,BRA,2015,97.70784921
Brunei,BRN,2015,99.89937364
Bulgaria,BGR,2015,99.35373311
Burkina Faso,BFA,2015,51.96513315
Burundi,BDI,2015,60.75459869
CÃ´te d'Ivoire,CIV,2015,74.27899917
Cabo Verde,CPV,2015,84.9382016
Cambodia,KHM,2015,72.77479607
Cameroon,CMR,2015,66.59440636
Canada,CAN,2015,98.83403069
Central African Republic,CAF,2015,42.31134686
Chad,TCD,2015,47.78243366
Chile,CHL,2015,98.13151042
China,CHN,2015,91.51258647
Colombia,COL,2015,95.13898462
Comoros,COM,2015,86.01917925
Congo,COG,2015,70.88348048
Costa Rica,CRI,2015,99.13136222
Croatia,HRV,2015,99.90076596
Cuba,CUB,2015,93.67694093
Cyprus,CYP,2015,99.78636718
Czechia,CZE,2015,98.73047617
Democratic Republic of the Congo,COD,2015,36.3108123
Denmark,DNK,2015,100
Djibouti,DJI,2015,77.5846154
Dominica,DMA,2015,96.02926972
Dominican Republic,DOM,2015,95.92469003
Ecuador,ECU,2015,90.12128718
Egypt,EGY,2015,97.92551487
El Salvador,SLV,2015,86.40456777
Equatorial Guinea,GNQ,2015,64.17859947
Eritrea,ERI,2015,51.46509197
Estonia,EST,2015,99.69272253
Eswatini,SWZ,2015,69.48694053
Ethiopia,ETH,2015,42.02727064
Fiji,FJI,2015,95.24420126
Finland,FIN,2015,100
France,FRA,2015,99.9999999
Gabon,GAB,2015,86.29303398
Gambia,GMB,2015,81.87375115
Georgia,GEO,2015,96.10144973
Germany,DEU,2015,100
Ghana,GHA,2015,80.63116087
Greece,GRC,2015,99.98852311
Grenada,GRD,2015,95.62865044
Guatemala,GTM,2015,91.18294189
Guinea,GIN,2015,63.16257054
Guinea-Bissau,GNB,2015,60.42272877
Guyana,GUY,2015,93.55731473
Haiti,HTI,2015,67.27022219
Honduras,HND,2015,92.42145116
Hungary,HUN,2015,98.39388025
Iceland,ISL,2015,100
India,IND,2015,89.73870667
Indonesia,IDN,2015,87.30237289
Iran,IRN,2015,96.75291926
Iraq,IRQ,2015,94.24759356
Ireland,IRL,2015,96.93803647
Israel,ISR,2015,100
Italy,ITA,2015,99.91703407
Jamaica,JAM,2015,90.52872959
Japan,JPN,2015,98.90377679
Jordan,JOR,2015,99.02911914
Kazakhstan,KAZ,2015,95.47857901
Kenya,KEN,2015,58.15642566
Kiribati,KIR,2015,72.12550046
Kuwait,KWT,2015,100
Kyrgyzstan,KGZ,2015,89.57443095
Laos,LAO,2015,77.14704051
Latvia,LVA,2015,98.45111056
Lebanon,LBN,2015,91.1880597
Lesotho,LSO,2015,72.86443313
Liberia,LBR,2015,72.75248472
Libya,LBY,2015,93.89807253
Liechtenstein,LIE,2015,100
Lithuania,LTU,2015,96.65407441
Luxembourg,LUX,2015,99.9999972
Madagascar,MDG,2015,48.25817346
Malawi,MWI,2015,65.97633401
Malaysia,MYS,2015,97.42271115
Maldives,MDV,2015,98.64685758
Mali,MLI,2015,73.44428189
Malta,MLT,2015,99.99999763
Marshall Islands,MHL,2015,87.91858673
Mauritania,MRT,2015,63.91647073
Mauritius,MUS,2015,99.70894591
Mexico,MEX,2015,97.35313856
Micronesia,FSM,2015,90.0013379
Moldova,MDA,2015,88.85234711
Monaco,MCO,2015,100
Mongolia,MNG,2015,79.25231207
Montenegro,MNE,2015,97.71547422
Morocco,MAR,2015,82.00552543
Mozambique,MOZ,2015,48.32064216
Myanmar,MMR,2015,73.58402833
Namibia,NAM,2015,82.97104175
Nauru,NRU,2015,98.10544864
Nepal,NPL,2015,88.70269799
Netherlands,NLD,2015,99.99999776
New Zealand,NZL,2015,100
Nicaragua,NIC,2015,
Niger,NER,2015,47.31809122
Nigeria,NGA,2015,68.12200212
North Korea,PRK,2015,95.21488024
North Macedonia,MKD,2015,97.65292693
Norway,NOR,2015,99.99999757
Oman,OMN,2015,90.23848751
Pakistan,PAK,2015,89.6158197
Palau,PLW,2015,99.480261
Palestine,PSE,2015,99.20374935
Panama,PAN,2015,92.8686371
Papua New Guinea,PNG,2015,43.93156883
Paraguay,PRY,2015,93.89628716
Peru,PER,2015,90.41467207
Philippines,PHL,2015,92.28153928
Poland,POL,2015,94.96964279
Portugal,PRT,2015,99.18160681
Qatar,QAT,2015,99.94594847
Romania,ROU,2015,99.99999776
Russia,RUS,2015,96.6488882
Rwanda,RWA,2015,56.2151798
Saint Kitts and Nevis,KNA,2015,98.61185413
Saint Lucia,LCA,2015,95.24398475
Saint Vincent and the Grenadines,VCT,2015,97.71085989
Samoa,WSM,2015,91.84203217
San Marino,SMR,2015,100
Sao Tome and Principe,STP,2015,75.35026795
Saudi Arabia,SAU,2015,99.05498533
Senegal,SEN,2015,77.64932024
Serbia,SRB,2015,93.2319494
Seychelles,SYC,2015,96.16698355
Sierra Leone,SLE,2015,57.56925889
Singapore,SGP,2015,100
Slovakia,SVK,2015,99.78719055
Slovenia,SVN,2015,99.61446731
Solomon Islands,SLB,2015,72.76965126
Somalia,SOM,2015,54.05459369
South Africa,ZAF,2015,92.27668133
South Korea,KOR,2015,99.40850895
South Sudan,SSD,2015,40.25381504
Spain,ESP,2015,99.92671949
Sri Lanka,LKA,2015,87.8430485
Sudan,SDN,2015,56.25193363
Suriname,SUR,2015,95.74769202
Sweden,SWE,2015,99.67100641
Switzerland,CHE,2015,100
Syria,SYR,2015,93.33136909
TÃ¼rkiye,TUR,2015,95.19904083
Tajikistan,TJK,2015,78.41728917
Tanzania,TZA,2015,50.67616818
Thailand,THA,2015,98.49457353
Timor-Leste,TLS,2015,72.01592602
Togo,TGO,2015,59.50586668
Tonga,TON,2015,98.79354988
Trinidad and Tobago,TTO,2015,98.08625625
Tunisia,TUN,2015,93.00174714
Turkmenistan,TKM,2015,96.92232181
Tuvalu,TUV,2015,98.89393038
Uganda,UGA,2015,48.09125983
Ukraine,UKR,2015,93.31873116
United Arab Emirates,ARE,2015,99.92775052
United Kingdom,GBR,2015,100
United States,USA,2015,99.4293351
Uruguay,URY,2015,99.11195363
Uzbekistan,UZB,2015,94.00782076
Vanuatu,VUT,2015,86.54755862
Vatican City,VAT,2015,
Venezuela,VEN,2015,94.57127501
Vietnam,VNM,2015,92.39186156
Yemen,YEM,2015,59.88222737
Zambia,ZMB,2015,63.73489907
Zimbabwe,ZWE,2015,67.33154815
