Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2011,51.38967182
Albania,ALB,2011,91.81088393
Algeria,DZA,2011,90.79335234
Andorra,AND,2011,100
Angola,AGO,2011,52.43574143
Antigua and Barbuda,ATG,2011,98.22016572
Argentina,ARG,2011,98.62185734
Armenia,ARM,2011,98.27229167
Australia,AUS,2011,99.89196712
Austria,AUT,2011,100
Azerbaijan,AZE,2011,85.68163335
Bahamas,BHS,2011,98.71201648
Bahrain,BHR,2011,99.93734389
Bangladesh,BGD,2011,96.65713824
Barbados,BRB,2011,98.59181734
Belarus,BLR,2011,98.48987922
Belgium,BEL,2011,100
Belize,BLZ,2011,92.12487417
Benin,BEN,2011,65.2045677
Bhutan,BTN,2011,93.35546612
Bolivia,BOL,2011,87.41302451
Bosnia and Herzegovina,BIH,2011,96.34480106
Botswana,BWA,2011,84.08224116
Brazil,BRA,2011,96.73003073
Brunei,BRN,2011,99.80914672
Bulgaria,BGR,2011,99.44354393
Burkina Faso,BFA,2011,53.23372108
Burundi,BDI,2011,57.79689017
CÃ´te d'Ivoire,CIV,2011,72.88231425
Cabo Verde,CPV,2011,83.52224425
Cambodia,KHM,2011,67.70799683
Cameroon,CMR,2011,64.11805101
Canada,CAN,2011,99.1038602
Central African Republic,CAF,2011,46.53331967
Chad,TCD,2011,45.19885462
Chile,CHL,2011,97.6928032
China,CHN,2011,89.07378962
Colombia,COL,2011,94.12570821
Comoros,COM,2011,86.4595303
Congo,COG,2011,67.18444313
Costa Rica,CRI,2011,98.22836784
Croatia,HRV,2011,99.70120863
Cuba,CUB,2011,93.2137775
Cyprus,CYP,2011,99.8187291
Czechia,CZE,2011,98.35287849
Democratic Republic of the Congo,COD,2011,36.80335816
Denmark,DNK,2011,99.99999779
Djibouti,DJI,2011,76.69075344
Dominica,DMA,2011,95.57709876
Dominican Republic,DOM,2011,94.9411577
Ecuador,ECU,2011,88.99957001
Egypt,EGY,2011,98.21352825
El Salvador,SLV,2011,83.13029881
Equatorial Guinea,GNQ,2011,61.62961121
Eritrea,ERI,2011,50.15052935
Estonia,EST,2011,99.07506012
Eswatini,SWZ,2011,64.70638859
Ethiopia,ETH,2011,35.77189662
Fiji,FJI,2011,95.10974062
Finland,FIN,2011,100
France,FRA,2011,99.99999747
Gabon,GAB,2011,84.89926782
Gambia,GMB,2011,79.25553925
Georgia,GEO,2011,95.57372495
Germany,DEU,2011,100
Ghana,GHA,2011,76.50164048
Greece,GRC,2011,99.93416286
Grenada,GRD,2011,95.86310247
Guatemala,GTM,2011,90.25342467
Guinea,GIN,2011,58.36031436
Guinea-Bissau,GNB,2011,59.35994097
Guyana,GUY,2011,92.36266122
Haiti,HTI,2011,64.48323325
Honduras,HND,2011,90.78036036
Hungary,HUN,2011,97.27585624
Iceland,ISL,2011,100
India,IND,2011,87.0106733
Indonesia,IDN,2011,85.63781367
Iran,IRN,2011,96.17630336
Iraq,IRQ,2011,90.6562235
Ireland,IRL,2011,96.86129047
Israel,ISR,2011,100
Italy,ITA,2011,99.83989667
Jamaica,JAM,2011,91.80394212
Japan,JPN,2011,98.76408119
Jordan,JOR,2011,98.87613778
Kazakhstan,KAZ,2011,94.06517163
Kenya,KEN,2011,54.79127921
Kiribati,KIR,2011,68.18756629
Kuwait,KWT,2011,100
Kyrgyzstan,KGZ,2011,87.11513641
Laos,LAO,2011,70.12110557
Latvia,LVA,2011,98.30770174
Lebanon,LBN,2011,89.35582482
Lesotho,LSO,2011,70.64161251
Liberia,LBR,2011,69.89337497
Libya,LBY,2011,93.07924868
Liechtenstein,LIE,2011,100
Lithuania,LTU,2011,94.74194576
Luxembourg,LUX,2011,100
Madagascar,MDG,2011,45.01538226
Malawi,MWI,2011,62.8400905
Malaysia,MYS,2011,97.14201794
Maldives,MDV,2011,97.48752218
Mali,MLI,2011,67.26265114
Malta,MLT,2011,100
Marshall Islands,MHL,2011,88.16152357
Mauritania,MRT,2011,57.64053911
Mauritius,MUS,2011,99.61407452
Mexico,MEX,2011,96.18696014
Micronesia,FSM,2011,90.47887288
Moldova,MDA,2011,87.18525153
Monaco,MCO,2011,100
Mongolia,MNG,2011,76.31297614
Montenegro,MNE,2011,96.59008787
Morocco,MAR,2011,76.93008326
Mozambique,MOZ,2011,40.72723491
Myanmar,MMR,2011,65.94618767
Namibia,NAM,2011,81.26765486
Nauru,NRU,2011,98.22205249
Nepal,NPL,2011,86.35990238
Netherlands,NLD,2011,100
New Zealand,NZL,2011,99.99999889
Nicaragua,NIC,2011,
Niger,NER,2011,44.58910123
Nigeria,NGA,2011,61.65526616
North Korea,PRK,2011,96.65020232
North Macedonia,MKD,2011,97.33927656
Norway,NOR,2011,99.99999789
Oman,OMN,2011,88.28548895
Pakistan,PAK,2011,88.97851557
Palau,PLW,2011,99.44401531
Palestine,PSE,2011,97.70673063
Panama,PAN,2011,92.17502661
Papua New Guinea,PNG,2011,39.30108616
Paraguay,PRY,2011,89.60173006
Peru,PER,2011,87.99636402
Philippines,PHL,2011,90.67010705
Poland,POL,2011,97.14836202
Portugal,PRT,2011,99.16386557
Qatar,QAT,2011,99.92136351
Romania,ROU,2011,100
Russia,RUS,2011,96.57049969
Rwanda,RWA,2011,54.04361635
Saint Kitts and Nevis,KNA,2011,98.5869372
Saint Lucia,LCA,2011,93.66159152
Saint Vincent and the Grenadines,VCT,2011,97.21013105
Samoa,WSM,2011,88.9033923
San Marino,SMR,2011,100
Sao Tome and Principe,STP,2011,73.94801243
Saudi Arabia,SAU,2011,99.06124863
Senegal,SEN,2011,72.90341785
Serbia,SRB,2011,91.78549146
Seychelles,SYC,2011,95.47349667
Sierra Leone,SLE,2011,52.87716857
Singapore,SGP,2011,100
Slovakia,SVK,2011,98.99754248
Slovenia,SVN,2011,99.63440387
Solomon Islands,SLB,2011,74.23858399
Somalia,SOM,2011,45.54108744
South Africa,ZAF,2011,91.23079922
South Korea,KOR,2011,99.12277761
South Sudan,SSD,2011,40.29792137
Spain,ESP,2011,99.99999993
Sri Lanka,LKA,2011,86.70912461
Sudan,SDN,2011,52.411681
Suriname,SUR,2011,93.97539342
Sweden,SWE,2011,99.62003687
Switzerland,CHE,2011,99.9999978
Syria,SYR,2011,93.01424076
TÃ¼rkiye,TUR,2011,94.53424698
Tajikistan,TJK,2011,72.10411702
Tanzania,TZA,2011,44.50135258
Thailand,THA,2011,97.40829081
Timor-Leste,TLS,2011,64.95741703
Togo,TGO,2011,56.87789572
Tonga,TON,2011,98.80973603
Trinidad and Tobago,TTO,2011,97.56970309
Tunisia,TUN,2011,91.24482004
Turkmenistan,TKM,2011,94.91648185
Tuvalu,TUV,2011,98.93872564
Uganda,UGA,2011,41.80625229
Ukraine,UKR,2011,94.41910114
United Arab Emirates,ARE,2011,99.83380277
United Kingdom,GBR,2011,100
United States,USA,2011,99.09636998
Uruguay,URY,2011,98.56888278
Uzbekistan,UZB,2011,92.43567576
Vanuatu,VUT,2011,86.2892358
Vatican City,VAT,2011,
Venezuela,VEN,2011,95.27965445
Vietnam,VNM,2011,89.43496022
Yemen,YEM,2011,53.38178454
Zambia,ZMB,2011,59.24346386
Zimbabwe,ZWE,2011,67.63262654
