Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2022,76.93920756
Albania,ALB,2022,95.09456513
Algeria,DZA,2022,92.32367273
Andorra,AND,2022,99.99999631
Angola,AGO,2022,66.47632732
Antigua and Barbuda,ATG,2022,98.9227121
Argentina,ARG,2022,
Armenia,ARM,2022,99.91285443
Australia,AUS,2022,99.9697269
Austria,AUT,2022,99.99999733
Azerbaijan,AZE,2022,96.00356558
Bahamas,BHS,2022,
Bahrain,BHR,2022,99.91989902
Bangladesh,BGD,2022,98.57929725
Barbados,BRB,2022,99.11506663
Belarus,BLR,2022,99.85841206
Belgium,BEL,2022,100
Belize,BLZ,2022,94.72203749
Benin,BEN,2022,68.95898158
Bhutan,BTN,2022,99.31080929
Bolivia,BOL,2022,92.53752272
Bosnia and Herzegovina,BIH,2022,96.10861929
Botswana,BWA,2022,91.67030146
Brazil,BRA,2022,99.6149419
Brunei,BRN,2022,100
Bulgaria,BGR,2022,99.21874405
Burkina Faso,BFA,2022,49.76626062
Burundi,BDI,2022,65.69755974
CÃ´te d'Ivoire,CIV,2022,76.65663485
Cabo Verde,CPV,2022,90.00892613
Cambodia,KHM,2022,80.85995492
Cameroon,CMR,2022,70.26005975
Canada,CAN,2022,98.35892859
Central African Republic,CAF,2022,36.29504401
Chad,TCD,2022,51.99515284
Chile,CHL,2022,98.88392741
China,CHN,2022,95.43858459
Colombia,COL,2022,96.73803532
Comoros,COM,2022,85.2623418
Congo,COG,2022,
Costa Rica,CRI,2022,99.81312367
Croatia,HRV,2022,99.90255693
Cuba,CUB,2022,94.90022317
Cyprus,CYP,2022,99.72921939
Czechia,CZE,2022,98.73309582
Democratic Republic of the Congo,COD,2022,35.12734661
Denmark,DNK,2022,100
Djibouti,DJI,2022,79.19588621
Dominica,DMA,2022,96.78690378
Dominican Republic,DOM,2022,97.36033329
Ecuador,ECU,2022,91.72648337
Egypt,EGY,2022,97.43289172
El Salvador,SLV,2022,90.7948411
Equatorial Guinea,GNQ,2022,
Eritrea,ERI,2022,
Estonia,EST,2022,100
Eswatini,SWZ,2022,77.94058223
Ethiopia,ETH,2022,52.64493418
Fiji,FJI,2022,95.48863334
Finland,FIN,2022,100
France,FRA,2022,100
Gabon,GAB,2022,88.24194369
Gambia,GMB,2022,86.32124169
Georgia,GEO,2022,97.01645543
Germany,DEU,2022,99.99999716
Ghana,GHA,2022,87.87755208
Greece,GRC,2022,99.99999981
Grenada,GRD,2022,
Guatemala,GTM,2022,92.75350067
Guinea,GIN,2022,72.05328137
Guinea-Bissau,GNB,2022,61.63635377
Guyana,GUY,2022,95.6449359
Haiti,HTI,2022,71.93723493
Honduras,HND,2022,95.09039528
Hungary,HUN,2022,99.99999905
Iceland,ISL,2022,99.99999923
India,IND,2022,94.41913119
Indonesia,IDN,2022,89.71135326
Iran,IRN,2022,97.63014429
Iraq,IRQ,2022,98.38285184
Ireland,IRL,2022,97.06457222
Israel,ISR,2022,100
Italy,ITA,2022,99.91703407
Jamaica,JAM,2022,88.23148653
Japan,JPN,2022,99.14824407
Jordan,JOR,2022,99.22914472
Kazakhstan,KAZ,2022,97.53133888
Kenya,KEN,2022,63.96426197
Kiribati,KIR,2022,78.70165418
Kuwait,KWT,2022,100
Kyrgyzstan,KGZ,2022,93.77708108
Laos,LAO,2022,89.14501776
Latvia,LVA,2022,98.70193584
Lebanon,LBN,2022,92.6
Lesotho,LSO,2022,76.88865856
Liberia,LBR,2022,77.52491387
Libya,LBY,2022,95.80866152
Liechtenstein,LIE,2022,100
Lithuania,LTU,2022,99.58022329
Luxembourg,LUX,2022,99.99999762
Madagascar,MDG,2022,53.73867225
Malawi,MWI,2022,71.40138019
Malaysia,MYS,2022,97.8397515
Maldives,MDV,2022,99.7025079
Mali,MLI,2022,83.68011958
Malta,MLT,2022,99.99999845
Marshall Islands,MHL,2022,87.52553305
Mauritania,MRT,2022,74.86190346
Mauritius,MUS,2022,99.87806727
Mexico,MEX,2022,99.27379861
Micronesia,FSM,2022,
Moldova,MDA,2022,91.84155949
Monaco,MCO,2022,100
Mongolia,MNG,2022,84.53443462
Montenegro,MNE,2022,99.28205699
Morocco,MAR,2022,90.14621145
Mozambique,MOZ,2022,62.42375415
Myanmar,MMR,2022,85.5803785
Namibia,NAM,2022,85.76199516
Nauru,NRU,2022,97.90130761
Nepal,NPL,2022,92.58703361
Netherlands,NLD,2022,100
New Zealand,NZL,2022,100
Nicaragua,NIC,2022,
Niger,NER,2022,52.0806786
Nigeria,NGA,2022,79.45794692
North Korea,PRK,2022,93.88750101
North Macedonia,MKD,2022,98.15895913
Norway,NOR,2022,99.99999935
Oman,OMN,2022,92.4399732
Pakistan,PAK,2022,90.67045564
Palau,PLW,2022,99.5275761
Palestine,PSE,2022,98.78094385
Panama,PAN,2022,94.85343136
Papua New Guinea,PNG,2022,51.35313301
Paraguay,PRY,2022,99.5179999
Peru,PER,2022,94.50230377
Philippines,PHL,2022,95.07040589
Poland,POL,2022,91.1776289
Portugal,PRT,2022,99.2604067
Qatar,QAT,2022,99.98897214
Romania,ROU,2022,100
Russia,RUS,2022,96.8350937
Rwanda,RWA,2022,60.2302194
Saint Kitts and Nevis,KNA,2022,
Saint Lucia,LCA,2022,97.87394622
Saint Vincent and the Grenadines,VCT,2022,
Samoa,WSM,2022,98.18470567
San Marino,SMR,2022,100
Sao Tome and Principe,STP,2022,77.55741167
Saudi Arabia,SAU,2022,99.04393697
Senegal,SEN,2022,85.77962884
Serbia,SRB,2022,95.41635945
Seychelles,SYC,2022,97.38058558
Sierra Leone,SLE,2022,65.74765331
Singapore,SGP,2022,100
Slovakia,SVK,2022,99.78711056
Slovenia,SVN,2022,99.57957834
Solomon Islands,SLB,2022,71.36738431
Somalia,SOM,2022,70.37633179
South Africa,ZAF,2022,90.68253611
South Korea,KOR,2022,99.9085388
South Sudan,SSD,2022,39.5092288
Spain,ESP,2022,99.92515135
Sri Lanka,LKA,2022,89.89640059
Sudan,SDN,2022,63.03247379
Suriname,SUR,2022,97.9930098
Sweden,SWE,2022,99.74991375
Switzerland,CHE,2022,100
Syria,SYR,2022,94.07793631
TÃ¼rkiye,TUR,2022,95.9700346
Tajikistan,TJK,2022,89.147235
Tanzania,TZA,2022,61.52310078
Thailand,THA,2022,99.99999878
Timor-Leste,TLS,2022,84.41125464
Togo,TGO,2022,62.76561326
Tonga,TON,2022,98.81147659
Trinidad and Tobago,TTO,2022,98.99060548
Tunisia,TUN,2022,95.93725841
Turkmenistan,TKM,2022,99.82057209
Tuvalu,TUV,2022,98.78003172
Uganda,UGA,2022,59.62436703
Ukraine,UKR,2022,93.52089486
United Arab Emirates,ARE,2022,100
United Kingdom,GBR,2022,100
United States,USA,2022,99.96411467
Uruguay,URY,2022,99.60165798
Uzbekistan,UZB,2022,96.62280918
Vanuatu,VUT,2022,86.98951809
Vatican City,VAT,2022,
Venezuela,VEN,2022,93.33161099
Vietnam,VNM,2022,97.54927932
Yemen,YEM,2022,71.62435178
Zambia,ZMB,2022,71.29588796
Zimbabwe,ZWE,2022,67.16890839
