Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2018,67.47586946
Albania,ALB,2018,94.436394
Algeria,DZA,2018,91.85912082
Andorra,AND,2018,100
Angola,AGO,2018,63.36279074
Antigua and Barbuda,ATG,2018,98.76485155
Argentina,ARG,2018,
Armenia,ARM,2018,99.46263928
Australia,AUS,2018,99.96989407
Austria,AUT,2018,100
Azerbaijan,AZE,2018,92.27606845
Bahamas,BHS,2018,98.94526121
Bahrain,BHR,2018,99.92377566
Bangladesh,BGD,2018,97.93331617
Barbados,BRB,2018,98.92479416
Belarus,BLR,2018,99.08803646
Belgium,BEL,2018,99.99999649
Belize,BLZ,2018,93.87317068
Benin,BEN,2018,67.6494114
Bhutan,BTN,2018,98.42662215
Bolivia,BOL,2018,90.78428005
Bosnia and Herzegovina,BIH,2018,96.14783671
Botswana,BWA,2018,90.64382017
Brazil,BRA,2018,98.55801205
Brunei,BRN,2018,99.900067
Bulgaria,BGR,2018,99.29244904
Burkina Faso,BFA,2018,51.01436487
Burundi,BDI,2018,63.00311053
CÃ´te d'Ivoire,CIV,2018,75.30896836
Cabo Verde,CPV,2018,87.07554527
Cambodia,KHM,2018,76.3583989
Cameroon,CMR,2018,68.26777053
Canada,CAN,2018,98.63099967
Central African Republic,CAF,2018,39.2275483
Chad,TCD,2018,49.80800535
Chile,CHL,2018,98.45651552
China,CHN,2018,93.06866326
Colombia,COL,2018,95.85042841
Comoros,COM,2018,85.69100368
Congo,COG,2018,72.9020532
Costa Rica,CRI,2018,99.68530953
Croatia,HRV,2018,99.90145196
Cuba,CUB,2018,94.01754393
Cyprus,CYP,2018,99.76188207
Czechia,CZE,2018,98.7313949
Democratic Republic of the Congo,COD,2018,35.85648918
Denmark,DNK,2018,100
Djibouti,DJI,2018,78.26985103
Dominica,DMA,2018,96.35929251
Dominican Republic,DOM,2018,96.54199324
Ecuador,ECU,2018,90.93487617
Egypt,EGY,2018,97.71081441
El Salvador,SLV,2018,88.64610695
Equatorial Guinea,GNQ,2018,
Eritrea,ERI,2018,
Estonia,EST,2018,99.9485371
Eswatini,SWZ,2018,73.09515274
Ethiopia,ETH,2018,46.62896677
Fiji,FJI,2018,95.34826918
Finland,FIN,2018,99.99999931
France,FRA,2018,99.99999995
Gabon,GAB,2018,87.19598286
Gambia,GMB,2018,83.80088814
Georgia,GEO,2018,96.48627755
Germany,DEU,2018,100
Ghana,GHA,2018,83.73446779
Greece,GRC,2018,100
Grenada,GRD,2018,
Guatemala,GTM,2018,91.86647423
Guinea,GIN,2018,66.89509955
Guinea-Bissau,GNB,2018,61.05749783
Guyana,GUY,2018,94.45506598
Haiti,HTI,2018,69.152257
Honduras,HND,2018,93.58564651
Hungary,HUN,2018,99.2100382
Iceland,ISL,2018,99.99999678
India,IND,2018,91.76265053
Indonesia,IDN,2018,88.41042024
Iran,IRN,2018,97.1490246
Iraq,IRQ,2018,96.9024026
Ireland,IRL,2018,96.99395225
Israel,ISR,2018,100
Italy,ITA,2018,99.91703407
Jamaica,JAM,2018,89.55572203
Japan,JPN,2018,99.00854848
Jordan,JOR,2018,99.1124406
Kazakhstan,KAZ,2018,96.30608188
Kenya,KEN,2018,60.66090281
Kiribati,KIR,2018,74.91720989
Kuwait,KWT,2018,100
Kyrgyzstan,KGZ,2018,91.42708805
Laos,LAO,2018,82.22339944
Latvia,LVA,2018,98.55882056
Lebanon,LBN,2018,92.46548184
Lesotho,LSO,2018,74.56328706
Liberia,LBR,2018,74.83621284
Libya,LBY,2018,94.71689638
Liechtenstein,LIE,2018,100
Lithuania,LTU,2018,98.0695667
Luxembourg,LUX,2018,99.99999527
Madagascar,MDG,2018,50.64112414
Malawi,MWI,2018,68.31521676
Malaysia,MYS,2018,97.61324382
Maldives,MDV,2018,99.4838787
Mali,MLI,2018,77.92487265
Malta,MLT,2018,99.99999697
Marshall Islands,MHL,2018,87.74533044
Mauritania,MRT,2018,68.61882072
Mauritius,MUS,2018,99.78100337
Mexico,MEX,2018,98.19500891
Micronesia,FSM,2018,89.88195415
Moldova,MDA,2018,90.12057225
Monaco,MCO,2018,100
Mongolia,MNG,2018,81.47838242
Montenegro,MNE,2018,98.87892492
Morocco,MAR,2018,85.61120061
Mozambique,MOZ,2018,54.24313676
Myanmar,MMR,2018,79.58865578
Namibia,NAM,2018,84.12910832
Nauru,NRU,2018,98.01797277
Nepal,NPL,2018,90.40323371
Netherlands,NLD,2018,100
New Zealand,NZL,2018,99.99999595
Nicaragua,NIC,2018,
Niger,NER,2018,49.36420479
Nigeria,NGA,2018,72.9796603
North Korea,PRK,2018,94.1662367
North Macedonia,MKD,2018,97.88961663
Norway,NOR,2018,100
Oman,OMN,2018,91.52309462
Pakistan,PAK,2018,90.07584702
Palau,PLW,2018,99.50292348
Palestine,PSE,2018,99.13725828
Panama,PAN,2018,93.82413409
Papua New Guinea,PNG,2018,47.22473462
Paraguay,PRY,2018,96.99205056
Peru,PER,2018,92.18631716
Philippines,PHL,2018,93.47984968
Poland,POL,2018,93.33123338
Portugal,PRT,2018,99.20827787
Qatar,QAT,2018,99.96438718
Romania,ROU,2018,100
Russia,RUS,2018,96.72088706
Rwanda,RWA,2018,57.89954362
Saint Kitts and Nevis,KNA,2018,
Saint Lucia,LCA,2018,96.43023042
Saint Vincent and the Grenadines,VCT,2018,97.72830627
Samoa,WSM,2018,94.56309967
San Marino,SMR,2018,100
Sao Tome and Principe,STP,2018,76.27706121
Saudi Arabia,SAU,2018,99.05025047
Senegal,SEN,2018,81.16624226
Serbia,SRB,2018,94.32480906
Seychelles,SYC,2018,96.2447469
Sierra Leone,SLE,2018,61.07471166
Singapore,SGP,2018,100
Slovakia,SVK,2018,99.7878361
Slovenia,SVN,2018,99.5995149
Solomon Islands,SLB,2018,71.7615069
Somalia,SOM,2018,60.85528721
South Africa,ZAF,2018,91.62086783
South Korea,KOR,2018,99.62280746
South Sudan,SSD,2018,40.02261241
Spain,ESP,2018,99.92606128
Sri Lanka,LKA,2018,88.71395772
Sudan,SDN,2018,59.15346105
Suriname,SUR,2018,97.09310702
Sweden,SWE,2018,99.70634764
Switzerland,CHE,2018,99.99999706
Syria,SYR,2018,93.75070618
TÃ¼rkiye,TUR,2018,95.66076309
Tajikistan,TJK,2018,83.24283357
Tanzania,TZA,2018,55.32818611
Thailand,THA,2018,99.24534149
Timor-Leste,TLS,2018,77.32342091
Togo,TGO,2018,61.11061661
Tonga,TON,2018,98.77963641
Trinidad and Tobago,TTO,2018,98.47333394
Tunisia,TUN,2018,94.28473674
Turkmenistan,TKM,2018,98.31091486
Tuvalu,TUV,2018,98.8497652
Uganda,UGA,2018,52.96510828
Ukraine,UKR,2018,93.41454095
United Arab Emirates,ARE,2018,100
United Kingdom,GBR,2018,99.99999941
United States,USA,2018,99.66758226
Uruguay,URY,2018,99.48852726
Uzbekistan,UZB,2018,95.21857336
Vanuatu,VUT,2018,86.73450964
Vatican City,VAT,2018,
Venezuela,VEN,2018,94.03999043
Vietnam,VNM,2018,94.83279468
Yemen,YEM,2018,64.86766432
Zambia,ZMB,2018,67.00737104
Zimbabwe,ZWE,2018,67.2029313
