Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2019,69.82269765
Albania,ALB,2019,94.75822322
Algeria,DZA,2019,91.99980162
Andorra,AND,2019,100
Angola,AGO,2019,64.15991104
Antigua and Barbuda,ATG,2019,98.8436169
Argentina,ARG,2019,
Armenia,ARM,2019,99.45917891
Australia,AUS,2019,99.9698532
Austria,AUT,2019,99.99999974
Azerbaijan,AZE,2019,93.21883381
Bahamas,BHS,2019,98.94526121
Bahrain,BHR,2019,99.92183734
Bangladesh,BGD,2019,98.10436331
Barbados,BRB,2019,98.97236228
Belarus,BLR,2019,99.17501066
Belgium,BEL,2019,100
Belize,BLZ,2019,94.13161955
Benin,BEN,2019,67.9832517
Bhutan,BTN,2019,98.9633804
Bolivia,BOL,2019,91.22905182
Bosnia and Herzegovina,BIH,2019,96.13847352
Botswana,BWA,2019,91.474948
Brazil,BRA,2019,98.77313415
Brunei,BRN,2019,99.90008952
Bulgaria,BGR,2019,99.27316565
Burkina Faso,BFA,2019,50.69961677
Burundi,BDI,2019,63.75799088
CÃ´te d'Ivoire,CIV,2019,75.64901848
Cabo Verde,CPV,2019,87.80856886
Cambodia,KHM,2019,77.5132247
Cameroon,CMR,2019,68.79108169
Canada,CAN,2019,98.56317826
Central African Republic,CAF,2019,38.2122664
Chad,TCD,2019,50.49806312
Chile,CHL,2019,98.56421512
China,CHN,2019,93.53269992
Colombia,COL,2019,96.07858307
Comoros,COM,2019,85.58265461
Congo,COG,2019,73.09808128
Costa Rica,CRI,2019,99.79752808
Croatia,HRV,2019,99.90171183
Cuba,CUB,2019,94.13216844
Cyprus,CYP,2019,99.75371034
Czechia,CZE,2019,98.73176783
Democratic Republic of the Congo,COD,2019,35.68789403
Denmark,DNK,2019,99.99999757
Djibouti,DJI,2019,78.50037919
Dominica,DMA,2019,96.46753515
Dominican Republic,DOM,2019,96.72589024
Ecuador,ECU,2019,91.20469016
Egypt,EGY,2019,97.64035448
El Salvador,SLV,2019,89.3527801
Equatorial Guinea,GNQ,2019,
Eritrea,ERI,2019,
Estonia,EST,2019,99.97147714
Eswatini,SWZ,2019,74.30323042
Ethiopia,ETH,2019,48.14647634
Fiji,FJI,2019,95.38331633
Finland,FIN,2019,99.99999729
France,FRA,2019,100
Gabon,GAB,2019,87.47284657
Gambia,GMB,2019,84.4361947
Georgia,GEO,2019,96.61273571
Germany,DEU,2019,99.99999946
Ghana,GHA,2019,84.76961503
Greece,GRC,2019,99.99999705
Grenada,GRD,2019,
Guatemala,GTM,2019,92.0910526
Guinea,GIN,2019,68.16513014
Guinea-Bissau,GNB,2019,61.23782809
Guyana,GUY,2019,94.75370646
Haiti,HTI,2019,69.73600869
Honduras,HND,2019,93.96100183
Hungary,HUN,2019,99.47795227
Iceland,ISL,2019,99.99999704
India,IND,2019,92.43178282
Indonesia,IDN,2019,88.75389365
Iran,IRN,2019,97.2741845
Iraq,IRQ,2019,97.77878372
Ireland,IRL,2019,97.01205392
Israel,ISR,2019,100
Italy,ITA,2019,99.91703407
Jamaica,JAM,2019,89.22771795
Japan,JPN,2019,99.04347238
Jordan,JOR,2019,99.14200026
Kazakhstan,KAZ,2019,96.61448246
Kenya,KEN,2019,61.49076386
Kiribati,KIR,2019,75.81222911
Kuwait,KWT,2019,100
Kyrgyzstan,KGZ,2019,92.04389934
Laos,LAO,2019,83.87821195
Latvia,LVA,2019,98.59472595
Lebanon,LBN,2019,92.6
Lesotho,LSO,2019,75.13769323
Liberia,LBR,2019,75.5183259
Libya,LBY,2019,94.98983767
Liechtenstein,LIE,2019,100
Lithuania,LTU,2019,98.53721017
Luxembourg,LUX,2019,100
Madagascar,MDG,2019,51.42425599
Malawi,MWI,2019,69.09076817
Malaysia,MYS,2019,97.67267962
Maldives,MDV,2019,99.62314864
Mali,MLI,2019,79.38757765
Malta,MLT,2019,100
Marshall Islands,MHL,2019,87.68925954
Mauritania,MRT,2019,70.18317403
Mauritius,MUS,2019,99.80520106
Mexico,MEX,2019,98.46943437
Micronesia,FSM,2019,89.88195415
Moldova,MDA,2019,90.54831803
Monaco,MCO,2019,100
Mongolia,MNG,2019,82.23322122
Montenegro,MNE,2019,99.08157292
Morocco,MAR,2019,86.77409795
Mozambique,MOZ,2019,56.25877199
Myanmar,MMR,2019,81.6416324
Namibia,NAM,2019,84.5549009
Nauru,NRU,2019,97.98880976
Nepal,NPL,2019,90.95846246
Netherlands,NLD,2019,99.99999906
New Zealand,NZL,2019,99.99999541
Nicaragua,NIC,2019,
Niger,NER,2019,50.04530628
Nigeria,NGA,2019,74.5993214
North Korea,PRK,2019,93.82368743
North Macedonia,MKD,2019,97.96937921
Norway,NOR,2019,99.99999735
Oman,OMN,2019,91.8882619
Pakistan,PAK,2019,90.22677433
Palau,PLW,2019,99.50963679
Palestine,PSE,2019,99.04867199
Panama,PAN,2019,94.1389735
Papua New Guinea,PNG,2019,48.2857101
Paraguay,PRY,2019,98.02470866
Peru,PER,2019,92.77049249
Philippines,PHL,2019,93.87864263
Poland,POL,2019,92.78831425
Portugal,PRT,2019,99.21959213
Qatar,QAT,2019,99.97053342
Romania,ROU,2019,99.99999996
Russia,RUS,2019,96.74745574
Rwanda,RWA,2019,58.47285361
Saint Kitts and Nevis,KNA,2019,
Saint Lucia,LCA,2019,96.82498025
Saint Vincent and the Grenadines,VCT,2019,
Samoa,WSM,2019,95.473698
San Marino,SMR,2019,99.99999638
Sao Tome and Principe,STP,2019,76.56466131
Saudi Arabia,SAU,2019,99.04867212
Senegal,SEN,2019,82.32886005
Serbia,SRB,2019,94.69063069
Seychelles,SYC,2019,96.86047043
Sierra Leone,SLE,2019,62.24359495
Singapore,SGP,2019,100
Slovakia,SVK,2019,99.78782057
Slovenia,SVN,2019,99.59453076
Solomon Islands,SLB,2019,71.58489275
Somalia,SOM,2019,63.19097376
South Africa,ZAF,2019,91.39239956
South Korea,KOR,2019,99.69424029
South Sudan,SSD,2019,39.9136238
Spain,ESP,2019,99.92583224
Sri Lanka,LKA,2019,89.00747052
Sudan,SDN,2019,60.12277302
Suriname,SUR,2019,97.54177274
Sweden,SWE,2019,99.71759688
Switzerland,CHE,2019,99.99999913
Syria,SYR,2019,93.8841397
TÃ¼rkiye,TUR,2019,95.80819995
Tajikistan,TJK,2019,84.86212525
Tanzania,TZA,2019,56.87874679
Thailand,THA,2019,99.42877019
Timor-Leste,TLS,2019,79.09449199
Togo,TGO,2019,61.57638798
Tonga,TON,2019,98.7748337
Trinidad and Tobago,TTO,2019,98.60246163
Tunisia,TUN,2019,94.70479451
Turkmenistan,TKM,2019,98.97443843
Tuvalu,TUV,2019,98.83337059
Uganda,UGA,2019,54.6148663
Ukraine,UKR,2019,93.44371588
United Arab Emirates,ARE,2019,99.99999789
United Kingdom,GBR,2019,100
United States,USA,2019,99.74463168
Uruguay,URY,2019,99.55454659
Uzbekistan,UZB,2019,95.62743882
Vanuatu,VUT,2019,86.79738166
Vatican City,VAT,2019,
Venezuela,VEN,2019,93.86289557
Vietnam,VNM,2019,95.63425568
Yemen,YEM,2019,66.54663626
Zambia,ZMB,2019,68.07888521
Zimbabwe,ZWE,2019,67.17959265
