Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2010,49.1337948
Albania,ALB,2010,91.3794795
Algeria,DZA,2010,90.64434162
Andorra,AND,2010,99.99999804
Angola,AGO,2010,50.92228147
Antigua and Barbuda,ATG,2010,98.14566001
Argentina,ARG,2010,98.43405153
Armenia,ARM,2010,98.02586243
Australia,AUS,2010,99.88314268
Austria,AUT,2010,100
Azerbaijan,AZE,2010,84.7487472
Bahamas,BHS,2010,98.6537053
Bahrain,BHR,2010,99.93928221
Bangladesh,BGD,2010,96.46383922
Barbados,BRB,2010,98.54424923
Belarus,BLR,2010,98.40673176
Belgium,BEL,2010,100
Belize,BLZ,2010,91.88016273
Benin,BEN,2010,64.83989437
Bhutan,BTN,2010,92.56028603
Bolivia,BOL,2010,86.88744368
Bosnia and Herzegovina,BIH,2010,96.4522823
Botswana,BWA,2010,82.83969384
Brazil,BRA,2010,96.47098009
Brunei,BRN,2010,99.78658999
Bulgaria,BGR,2010,99.46744432
Burkina Faso,BFA,2010,53.54817925
Burundi,BDI,2010,57.06471606
C̫te d'Ivoire,CIV,2010,72.52553084
Cabo Verde,CPV,2010,83.16633184
Cambodia,KHM,2010,66.38910557
Cameroon,CMR,2010,63.45451149
Canada,CAN,2010,99.17009092
Central African Republic,CAF,2010,47.61218251
Chad,TCD,2010,44.57603106
Chile,CHL,2010,97.58124579
China,CHN,2010,88.3938119
Colombia,COL,2010,93.86029941
Comoros,COM,2010,86.56936404
Congo,COG,2010,66.25159758
Costa Rica,CRI,2010,98.00094266
Croatia,HRV,2010,99.60046215
Cuba,CUB,2010,93.09183012
Cyprus,CYP,2010,99.82675048
Czechia,CZE,2010,98.31463339
Democratic Republic of the Congo,COD,2010,36.90708131
Denmark,DNK,2010,99.99999627
Djibouti,DJI,2010,76.47182132
Dominica,DMA,2010,95.46191692
Dominican Republic,DOM,2010,94.65719194
Ecuador,ECU,2010,88.707288
Egypt,EGY,2010,98.28485916
El Salvador,SLV,2010,82.26385891
Equatorial Guinea,GNQ,2010,60.44136433
Eritrea,ERI,2010,49.97738167
Estonia,EST,2010,98.92408676
Eswatini,SWZ,2010,63.4875944
Ethiopia,ETH,2010,34.18368974
Fiji,FJI,2010,95.07698373
Finland,FIN,2010,100
France,FRA,2010,99.9999989
Gabon,GAB,2010,84.52072962
Gambia,GMB,2010,78.59383697
Georgia,GEO,2010,95.43842603
Germany,DEU,2010,99.99999979
