Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2000,29.73096643
Albania,ALB,2000,86.39704248
Algeria,DZA,2000,88.99380811
Andorra,AND,2000,99.99999774
Angola,AGO,2000,37.84223689
Antigua and Barbuda,ATG,2000,97.45778783
Argentina,ARG,2000,96.28402561
Armenia,ARM,2000,95.66867093
Australia,AUS,2000,99.71229676
Austria,AUT,2000,99.99999973
Azerbaijan,AZE,2000,75.56276042
Bahamas,BHS,2000,98.07059346
Bahrain,BHR,2000,99.9586654
Bangladesh,BGD,2000,94.5566591
Barbados,BRB,2000,98.06856806
Belarus,BLR,2000,97.85231261
Belgium,BEL,2000,99.99999534
Belize,BLZ,2000,89.4207967
Benin,BEN,2000,61.05342897
Bhutan,BTN,2000,83.75012407
Bolivia,BOL,2000,81.2238988
Bosnia and Herzegovina,BIH,2000,97.40482527
Botswana,BWA,2000,75.45956643
Brazil,BRA,2000,93.54166897
Brunei,BRN,2000,99.56102269
Bulgaria,BGR,2000,99.73772216
Burkina Faso,BFA,2000,55.63909195
Burundi,BDI,2000,49.90500351
C̫te d'Ivoire,CIV,2000,68.79461388
Cabo Verde,CPV,2000,79.36775945
Cambodia,KHM,2000,52.30823451
Cameroon,CMR,2000,55.82136588
Canada,CAN,2000,99.55480669
Central African Republic,CAF,2000,59.01048911
Chad,TCD,2000,38.63259265
Chile,CHL,2000,96.3391511
China,CHN,2000,80.59348833
Colombia,COL,2000,90.91903004
Comoros,COM,2000,87.33876109
Congo,COG,2000,58.39881162
Costa Rica,CRI,2000,94.65029114
Croatia,HRV,2000,98.64513175
Cuba,CUB,2000,91.76107214
Cyprus,CYP,2000,99.88083898
Czechia,CZE,2000,97.97224615
Democratic Republic of the Congo,COD,2000,37.54953707
Denmark,DNK,2000,99.99999695
Djibouti,DJI,2000,74.30963472
Dominica,DMA,2000,94.266875
Dominican Republic,DOM,2000,91.01932028
Ecuador,ECU,2000,84.75695774
Egypt,EGY,2000,98.99336188
El Salvador,SLV,2000,85.74345164
Equatorial Guinea,GNQ,2000,51.09814003
Eritrea,ERI,2000,46.8142153
Estonia,EST,2000,97.46675535
Eswatini,SWZ,2000,52.38273443
Ethiopia,ETH,2000,18.75906088
Fiji,FJI,2000,94.81718179
Finland,FIN,2000,100
France,FRA,2000,99.99999638
Gabon,GAB,2000,80.06525033
Gambia,GMB,2000,71.75198662
Georgia,GEO,2000,94.06022412
Germany,DEU,2000,100
Ghana,GHA,2000,65.51721838
Greece,GRC,2000,99.75781333
Grenada,GRD,2000,93.30763781
Guatemala,GTM,2000,87.50895394
Guinea,GIN,2000,49.75328229
Guinea-Bissau,GNB,2000,55.17972626
Guyana,GUY,2000,89.32113309
Haiti,HTI,2000,54.39127913
Honduras,HND,2000,85.70096213
Hungary,HUN,2000,93.89584731
Iceland,ISL,2000,99.99999685
India,IND,2000,79.49189245
Indonesia,IDN,2000,75.77555192
Iran,IRN,2000,94.20872345
Iraq,IRQ,2000,80.84652103
Ireland,IRL,2000,96.64321813
Israel,ISR,2000,99.99999804
Italy,ITA,2000,99.55705953
Jamaica,JAM,2000,93.0447673
Japan,JPN,2000,98.51961391
Jordan,JOR,2000,98.37542542
Kazakhstan,KAZ,2000,90.03074262
Kenya,KEN,2000,45.36002245
Kiribati,KIR,2000,56.16538926
Kuwait,KWT,2000,100
Kyrgyzstan,KGZ,2000,80.94250799
Laos,LAO,2000,48.34133346
Latvia,LVA,2000,97.95743029
Lebanon,LBN,2000,84.31717889
Lesotho,LSO,2000,64.40585628
Liberia,LBR,2000,61.02784302
Libya,LBY,2000,
Liechtenstein,LIE,2000,100
Lithuania,LTU,2000,89.64572415
Luxembourg,LUX,2000,99.99999737
Madagascar,MDG,2000,36.44275611
Malawi,MWI,2000,54.13082587
Malaysia,MYS,2000,96.10582258
Maldives,MDV,2000,93.97544165
