Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2025,
Albania,ALB,2025,
Algeria,DZA,2025,
Andorra,AND,2025,
Angola,AGO,2025,
Antigua and Barbuda,ATG,2025,
Argentina,ARG,2025,
Armenia,ARM,2025,
Australia,AUS,2025,
Austria,AUT,2025,
Azerbaijan,AZE,2025,
"Bahamas, The",BHS,2025,
Bahrain,BHR,2025,
Bangladesh,BGD,2025,
Barbados,BRB,2025,
Belarus,BLR,2025,
Belgium,BEL,2025,
Belize,BLZ,2025,
Benin,BEN,2025,
Bhutan,BTN,2025,
Bolivia,BOL,2025,
Bosnia and Herzegovina,BIH,2025,
Botswana,BWA,2025,
Brazil,BRA,2025,
Brunei Darussalam,BRN,2025,
Bulgaria,BGR,2025,
Burkina Faso,BFA,2025,
Burundi,BDI,2025,
Cabo Verde,CPV,2025,
Cambodia,KHM,2025,
Cameroon,CMR,2025,
Canada,CAN,2025,
Central African Republic,CAF,2025,
Chad,TCD,2025,
Chile,CHL,2025,
China,CHN,2025,
Colombia,COL,2025,
Comoros,COM,2025,
"Congo, Dem. Rep.",COD,2025,
"Congo, Rep.",COG,2025,
Costa Rica,CRI,2025,
Cote d'Ivoire,CIV,2025,
Croatia,HRV,2025,
Cuba,CUB,2025,
Cyprus,CYP,2025,
Czechia,CZE,2025,
Denmark,DNK,2025,
Djibouti,DJI,2025,
Dominica,DMA,2025,
Dominican Republic,DOM,2025,
Ecuador,ECU,2025,
"Egypt, Arab Rep.",EGY,2025,
El Salvador,SLV,2025,
Equatorial Guinea,GNQ,2025,
Eritrea,ERI,2025,
Estonia,EST,2025,
Eswatini,SWZ,2025,
Ethiopia,ETH,2025,
Fiji,FJI,2025,
Finland,FIN,2025,
France,FRA,2025,
Gabon,GAB,2025,
"Gambia, The",GMB,2025,
Georgia,GEO,2025,
Germany,DEU,2025,
Ghana,GHA,2025,
Greece,GRC,2025,
Grenada,GRD,2025,
Guatemala,GTM,2025,
Guinea,GIN,2025,
Guinea-Bissau,GNB,2025,
Guyana,GUY,2025,
Haiti,HTI,2025,
Honduras,HND,2025,
Hungary,HUN,2025,
Iceland,ISL,2025,
India,IND,2025,
Indonesia,IDN,2025,
"Iran, Islamic Rep.",IRN,2025,
Iraq,IRQ,2025,
Ireland,IRL,2025,
Israel,ISR,2025,
Italy,ITA,2025,
Jamaica,JAM,2025,
Japan,JPN,2025,
Jordan,JOR,2025,
Kazakhstan,KAZ,2025,
Kenya,KEN,2025,
Kiribati,KIR,2025,
"Korea, Dem. People's Rep.",PRK,2025,
"Korea, Rep.",KOR,2025,
Kuwait,KWT,2025,
Kyrgyz Republic,KGZ,2025,
Lao PDR,LAO,2025,
Latvia,LVA,2025,
Lebanon,LBN,2025,
Lesotho,LSO,2025,
Liberia,LBR,2025,
Libya,LBY,2025,
Liechtenstein,LIE,2025,
Lithuania,LTU,2025,
Luxembourg,LUX,2025,
Madagascar,MDG,2025,
Malawi,MWI,2025,
Malaysia,MYS,2025,
Maldives,MDV,2025,
Mali,MLI,2025,
Malta,MLT,2025,
Marshall Islands,MHL,2025,
Mauritania,MRT,2025,
Mauritius,MUS,2025,
Mexico,MEX,2025,
"Micronesia, Fed. Sts.",FSM,2025,
Moldova,MDA,2025,
Monaco,MCO,2025,
Mongolia,MNG,2025,
Montenegro,MNE,2025,
Morocco,MAR,2025,
Mozambique,MOZ,2025,
Myanmar,MMR,2025,
Namibia,NAM,2025,
Nauru,NRU,2025,
Nepal,NPL,2025,
Netherlands,NLD,2025,
New Zealand,NZL,2025,
Nicaragua,NIC,2025,
Niger,NER,2025,
Nigeria,NGA,2025,
North Macedonia,MKD,2025,
Norway,NOR,2025,
Oman,OMN,2025,
Pakistan,PAK,2025,
Palau,PLW,2025,
Panama,PAN,2025,
Papua New Guinea,PNG,2025,
Paraguay,PRY,2025,
Peru,PER,2025,
Philippines,PHL,2025,
Poland,POL,2025,
