Country Name,Country Code,Year,Poverty_Rate(daily income < 3USD)
Afghanistan,AFG,2014,
Albania,ALB,2014,3.7
Algeria,DZA,2014,
Andorra,AND,2014,
Angola,AGO,2014,
Antigua and Barbuda,ATG,2014,
Argentina,ARG,2014,1.1
Armenia,ARM,2014,3.4
Australia,AUS,2014,0.5
Austria,AUT,2014,0.2
Azerbaijan,AZE,2014,
Bahamas,BHS,2014,
Bahrain,BHR,2014,
Bangladesh,BGD,2014,
Barbados,BRB,2014,
Belarus,BLR,2014,0
Belgium,BEL,2014,0.1
Belize,BLZ,2014,
Benin,BEN,2014,
Bhutan,BTN,2014,
Bolivia,BOL,2014,5.6
Bosnia and Herzegovina,BIH,2014,
Botswana,BWA,2014,
Brazil,BRA,2014,4.7
Brunei,BRN,2014,
Bulgaria,BGR,2014,2.7
Burkina Faso,BFA,2014,58.7
Burundi,BDI,2014,
Cabo Verde,CPV,2014,
Cambodia,KHM,2014,
Cameroon,CMR,2014,29
Canada,CAN,2014,0.2
Central African Republic,CAF,2014,
Chad,TCD,2014,
Chile,CHL,2014,
China,CHN,2014,4.7
Colombia,COL,2014,9
Comoros,COM,2014,31.4
Congo,COG,2014,
Costa Rica,CRI,2014,2.4
Croatia,HRV,2014,1.2
Cuba,CUB,2014,
Cyprus,CYP,2014,0.1
Czechia,CZE,2014,0
Côte d'Ivoire,CIV,2014,
Democratic Republic of the Congo,COD,2014,
Denmark,DNK,2014,0.2
Djibouti,DJI,2014,
Dominica,DMA,2014,
Dominican Republic,DOM,2014,4.1
Ecuador,ECU,2014,4
Egypt,EGY,2014,
El Salvador,SLV,2014,7
Equatorial Guinea,GNQ,2014,
Eritrea,ERI,2014,
Estonia,EST,2014,1
Eswatini,SWZ,2014,
Ethiopia,ETH,2014,
Fiji,FJI,2014,
Finland,FIN,2014,0.1
France,FRA,2014,0
Gabon,GAB,2014,
Gambia,GMB,2014,
Georgia,GEO,2014,12
Germany,DEU,2014,0
Ghana,GHA,2014,
Greece,GRC,2014,2
Grenada,GRD,2014,
Guatemala,GTM,2014,8
Guinea,GIN,2014,
Guinea-Bissau,GNB,2014,
Guyana,GUY,2014,
Haiti,HTI,2014,
Honduras,HND,2014,20.6
Hungary,HUN,2014,1
Iceland,ISL,2014,0
India,IND,2014,
Indonesia,IDN,2014,25.7
Iran,IRN,2014,3.3
Iraq,IRQ,2014,
