Country Name,Country Code,Year,Poverty_Rate(daily income < 3USD)
Afghanistan,AFG,2016,
Albania,ALB,2016,1.1
Algeria,DZA,2016,
Andorra,AND,2016,
Angola,AGO,2016,
Antigua and Barbuda,ATG,2016,
Argentina,ARG,2016,1.3
Armenia,ARM,2016,2.5
Australia,AUS,2016,0.5
Austria,AUT,2016,0.7
Azerbaijan,AZE,2016,
Bahamas,BHS,2016,
Bahrain,BHR,2016,
Bangladesh,BGD,2016,19.5
Barbados,BRB,2016,1.7
Belarus,BLR,2016,0
Belgium,BEL,2016,0.1
Belize,BLZ,2016,
Benin,BEN,2016,
Bhutan,BTN,2016,
Bolivia,BOL,2016,7.2
Bosnia and Herzegovina,BIH,2016,
Botswana,BWA,2016,
Brazil,BRA,2016,6.5
Brunei,BRN,2016,
Bulgaria,BGR,2016,3.1
Burkina Faso,BFA,2016,
Burundi,BDI,2016,
Cabo Verde,CPV,2016,
Cambodia,KHM,2016,
Cameroon,CMR,2016,
Canada,CAN,2016,0.5
Central African Republic,CAF,2016,
Chad,TCD,2016,
Chile,CHL,2016,
China,CHN,2016,2.2
Colombia,COL,2016,8
Comoros,COM,2016,
Congo,COG,2016,
Costa Rica,CRI,2016,2.4
Croatia,HRV,2016,0.9
Cuba,CUB,2016,
Cyprus,CYP,2016,0.1
Czechia,CZE,2016,0
Côte d'Ivoire,CIV,2016,
Democratic Republic of the Congo,COD,2016,
Denmark,DNK,2016,0.3
Djibouti,DJI,2016,
Dominica,DMA,2016,
Dominican Republic,DOM,2016,3
Ecuador,ECU,2016,5
Egypt,EGY,2016,
El Salvador,SLV,2016,5.8
Equatorial Guinea,GNQ,2016,
Eritrea,ERI,2016,
Estonia,EST,2016,0.6
Eswatini,SWZ,2016,44.5
Ethiopia,ETH,2016,
Fiji,FJI,2016,
Finland,FIN,2016,0
France,FRA,2016,0.1
Gabon,GAB,2016,
Gambia,GMB,2016,
Georgia,GEO,2016,10.5
Germany,DEU,2016,0
Ghana,GHA,2016,39
Greece,GRC,2016,1.4
Grenada,GRD,2016,
Guatemala,GTM,2016,
Guinea,GIN,2016,
Guinea-Bissau,GNB,2016,
Guyana,GUY,2016,
Haiti,HTI,2016,
Honduras,HND,2016,19.8
Hungary,HUN,2016,1.6
Iceland,ISL,2016,0
India,IND,2016,
Indonesia,IDN,2016,18
Iran,IRN,2016,3
Iraq,IRQ,2016,
Ireland,IRL,2016,0.3
Israel,ISR,2016,0.5
Italy,ITA,2016,1.8
Jamaica,JAM,2016,
Japan,JPN,2016,0.7
Jordan,JOR,2016,
Kazakhstan,KAZ,2016,0.2
Kenya,KEN,2016,
Kiribati,KIR,2016,
Kuwait,KWT,2016,
Kyrgyzstan,KGZ,2016,8
Laos,LAO,2016,
Latvia,LVA,2016,1
Lebanon,LBN,2016,
Lesotho,LSO,2016,
Liberia,LBR,2016,33.6
Libya,LBY,2016,
Liechtenstein,LIE,2016,
Lithuania,LTU,2016,1.5
Luxembourg,LUX,2016,0.1
Madagascar,MDG,2016,
Malawi,MWI,2016,71.7
Malaysia,MYS,2016,
Maldives,MDV,2016,0.1
Mali,MLI,2016,
Malta,MLT,2016,0.1
Marshall Islands,MHL,2016,
Mauritania,MRT,2016,
Mauritius,MUS,2016,
Mexico,MEX,2016,4.4
Micronesia,FSM,2016,
Moldova,MDA,2016,0.2
Monaco,MCO,2016,
Mongolia,MNG,2016,1.9
Montenegro,MNE,2016,3.3
Morocco,MAR,2016,
Mozambique,MOZ,2016,
Myanmar,MMR,2016,
Namibia,NAM,2016,
Nauru,NRU,2016,
Nepal,NPL,2016,
Netherlands,NLD,2016,0.1
New Zealand,NZL,2016,
Nicaragua,NIC,2016,
Niger,NER,2016,
Nigeria,NGA,2016,
North Korea,PRK,2016,
North Macedonia,MKD,2016,5.7
Norway,NOR,2016,0.3
Oman,OMN,2016,
Pakistan,PAK,2016,
Palau,PLW,2016,
Palestine,PSE,2016,1.4
Panama,PAN,2016,4.8
Papua New Guinea,PNG,2016,
Paraguay,PRY,2016,4.2
Peru,PER,2016,7.5
Philippines,PHL,2016,
Poland,POL,2016,0.4
Portugal,PRT,2016,0.4
Qatar,QAT,2016,
Romania,ROU,2016,5.2
Russia,RUS,2016,0.4
Rwanda,RWA,2016,63.8
Saint Kitts and Nevis,KNA,2016,
Saint Lucia,LCA,2016,
Saint Vincent and the Grenadines,VCT,2016,
Samoa,WSM,2016,
San Marino,SMR,2016,
Sao Tome and Principe,STP,2016,
Saudi Arabia,SAU,2016,
Senegal,SEN,2016,
Serbia,SRB,2016,8.1
Seychelles,SYC,2016,
Sierra Leone,SLE,2016,
Singapore,SGP,2016,
Slovakia,SVK,2016,1.5
Slovenia,SVN,2016,0
Solomon Islands,SLB,2016,
Somalia,SOM,2016,
South Africa,ZAF,2016,
South Korea,KOR,2016,0.2
South Sudan,SSD,2016,76.5
Spain,ESP,2016,1.3
Sri Lanka,LKA,2016,3.8
Sudan,SDN,2016,
Suriname,SUR,2016,
Sweden,SWE,2016,0.4
Switzerland,CHE,2016,0
Syria,SYR,2016,
Tajikistan,TJK,2016,
Tanzania,TZA,2016,
Thailand,THA,2016,0.1
Timor-Leste,TLS,2016,
Togo,TGO,2016,
Tonga,TON,2016,
Trinidad and Tobago,TTO,2016,
Tunisia,TUN,2016,
Turkmenistan,TKM,2016,
Tuvalu,TUV,2016,
Türkiye,TUR,2016,0.9
Uganda,UGA,2016,60.1
Ukraine,UKR,2016,0.2
United Arab Emirates,ARE,2016,
United Kingdom,GBR,2016,0.2
United States,USA,2016,1.2
Uruguay,URY,2016,0.1
Uzbekistan,UZB,2016,
Vanuatu,VUT,2016,
Vatican City,VAT,2016,
Venezuela,VEN,2016,
Vietnam,VNM,2016,2.5
Yemen,YEM,2016,
Zambia,ZMB,2016,
Zimbabwe,ZWE,2016,
