Country Name,Country Code,Year,Poverty_Rate(daily income < 3USD)
United Arab Emirates,ARE,2002,
United Kingdom,GBR,2002,0.2
United States,USA,2002,1
Uruguay,URY,2002,1.1
Uzbekistan,UZB,2002,93.1
Vanuatu,VUT,2002,
Vatican City,VAT,2002,
Venezuela,VEN,2002,22.1
Vietnam,VNM,2002,43.3
Yemen,YEM,2002,
Zambia,ZMB,2002,68
Zimbabwe,ZWE,2002,
